main_ServiceProvider,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_Country,main_Region,main_City,conn_Generation_Category
Sprint,LGE,LG-LS777,ANDROID70,en,2017-06-20 00:54:59 UTC,null,38.6671473,-121.373639,0,0,United States,California,null,4G
Verizon Wireless,HTC,HTCD100LVW,ANDROID60,en,2017-07-27 14:39:39 UTC,-70,36.1132561,-115.1390172,0,0,United States,Nevada,Paradise,4G
Sprint,LGE,LG-LS997,ANDROID70,en,2017-07-02 12:32:25 UTC,-85,34.0944581,-83.8845738,124743,502867,United States,Georgia,null,4G
null,LGE,LG-LS995,ANDROID44,en,2017-06-15 18:02:16 UTC,null,30.23568305,-92.06478674,45636,58,United States,Louisiana,Lafayette,UNKNOWN
Verizon Wireless,blackberry,STV100-2,ANDROID60,en,2017-06-13 12:32:07 UTC,null,42.3816665,-70.9955101,2166,7729,United States,Massachusetts,Boston,4G
Sprint,LGE,LG-LS993,ANDROID70,en,2017-06-27 15:43:46 UTC,-84,38.73574425,-90.45022604,710,853,United States,Missouri,Maryland Heights,4G
Verizon Wireless,motorola,XT1096,ANDROID51,en,2017-07-24 11:23:44 UTC,-75,44.0157452,-69.921011,0,0,United States,Maine,null,4G
Verizon Wireless,LGE,VS985 4G,ANDROID60,en,2017-07-18 22:11:06 UTC,null,44.8991293,-123.0392933,2393,963,United States,Oregon,Salem,4G
,LGE,LGL62VL,ANDROID51,en,2017-07-18 17:22:27 UTC,-85,43.7705587,-71.7328029,3553,11898,United States,New Hampshire,null,4G
U.S. Cellular,motorola,Moto G Play,ANDROID60,en,2017-07-24 22:36:35 UTC,-92,43.62722634,-89.75601085,580,580,United States,Wisconsin,null,4G
null,samsung,SCH-R970,ANDROID44,en,2017-06-11 15:55:59 UTC,null,43.1781938,-88.9946161,0,0,United States,Wisconsin,null,UNKNOWN
Verizon Wireless,LGE,VS985 4G,ANDROID60,en,2017-07-08 23:35:14 UTC,null,42.3322113,-71.1343959,138,138,United States,Massachusetts,Brookline,3G
Sprint,LGE,LG-LS980,ANDROID44,en,2017-06-04 00:17:20 UTC,null,42.07365245,-84.02588725,5508,6079,United States,Michigan,null,3G
Roaming,samsung,SM-G930R4,ANDROID70,en,2017-06-24 01:14:55 UTC,null,41.9444877,-87.6514463,0,0,United States,Illinois,Chicago,4G
,LGE,LGL62VL,ANDROID51,en,2017-07-20 17:09:46 UTC,null,32.5082024,-85.87956,187,40,United States,Alabama,null,4G
Verizon Wireless,motorola,Moto G (4),ANDROID70,en,2017-07-12 14:56:15 UTC,null,37.105566,-113.5573537,3890,18070,United States,Utah,Saint George,4G
null,zte,N9515,ANDROID44,en,2017-05-20 05:43:11 UTC,null,43.1054395,-79.0445468,0,0,United States,New York,Niagara Falls,UNKNOWN
Home,samsung,SM-G900R7,ANDROID60,en,2017-07-13 18:37:26 UTC,null,31.7095687,-89.1467739,1948,5001,United States,Mississippi,Laurel,4G
CLARO,samsung,SM-N910W8,ANDROID44,es,2017-06-05 23:14:59 UTC,null,18.40516946,-66.14747889,5113,4561,United States,Puerto Rico,Bayamón,3G
null,TCL,ALCATEL A564C,ANDROID44,en,2017-06-22 18:26:51 UTC,-74,31.60044139,-97.10449392,0,0,United States,Texas,null,UNKNOWN
Verizon Wireless,motorola,XT1565,ANDROID60,en,2017-07-28 17:46:33 UTC,null,38.7686446,-90.5098257,2596,356,United States,Missouri,null,UNKNOWN
CLARO P.R.,motorola,XT1225,ANDROID44,es,2017-06-13 21:01:33 UTC,null,18.39847471,-66.14841831,3264,1477,United States,Puerto Rico,Bayamón,4G
Verizon Wireless,samsung,SCH-I545,ANDROID50,en,2017-07-28 16:42:36 UTC,-61,35.5165944,-97.51252,2108,4643,United States,Oklahoma,Oklahoma City,4G
Sprint,LGE,LG-LS993,ANDROID70,en,2017-07-29 16:59:18 UTC,null,27.0373169,-80.1126341,0,0,United States,Florida,null,4G
U.S. Cellular,samsung,SM-G930R4,ANDROID70,en,2017-07-28 21:32:16 UTC,null,41.6021844,-93.6986191,1554,8534,United States,Iowa,Des Moines,4G
,LGE,LGL62VL,ANDROID51,en,2017-07-29 03:34:05 UTC,null,39.4888151,-119.7929161,848529,338777,United States,Nevada,Reno,4G
Sprint,samsung,SPH-L720,ANDROID50,en,2017-07-17 10:07:20 UTC,null,39.3903698,-94.2574061,52,371,United States,Missouri,null,4G
,LGE,LGL62VL,ANDROID51,en,2017-07-30 19:49:13 UTC,null,39.2901713,-86.7715563,0,0,United States,Indiana,null,4G
null,LGE,LGUS990,ANDROID44,en,2017-06-04 21:00:24 UTC,null,42.31861269,-122.8879107,1896,1896,United States,Oregon,Medford,UNKNOWN
CLARO P.R.,samsung,SM-G955F,ANDROID70,en,2017-07-31 19:07:44 UTC,null,18.3574067,-65.6260464,62,337,United States,Puerto Rico,Fajardo,3G
Sprint,HTC,0PJA2,ANDROID70,en,2017-07-24 01:27:40 UTC,null,42.0432492,-86.5092404,232,438,United States,Michigan,null,4G
,LGE,LGL41C,ANDROID44,en,2017-05-28 18:19:44 UTC,-84,35.1633973,-118.6536074,1118,1287,United States,California,null,3G
U.S. Cellular,samsung,SM-G930R4,ANDROID70,en,2017-07-24 22:23:36 UTC,-87,42.2371199,-94.0096421,0,0,United States,Iowa,null,4G
null,samsung,SM-J700M,ANDROID60,pt,2017-06-27 11:46:56 UTC,null,37.6339918,-122.4338069,67788,83365,United States,California,San Bruno,UNKNOWN
TELCEL,samsung,SM-G532M,ANDROID60,es,2017-06-13 01:18:49 UTC,null,32.4904947,-114.7819332,0,0,United States,Arizona,San Luis,3G
,LGE,LGL34C,ANDROID44,en,2017-07-23 10:17:32 UTC,null,40.04957712,-85.92533044,1343,1431,United States,Indiana,null,3G
null,kyocera,C6730,ANDROID44,en,2017-05-22 22:47:41 UTC,null,33.12363199,-117.0907818,0,0,United States,California,Escondido,UNKNOWN
null,kyocera,C6730,ANDROID44,en,2017-05-05 22:12:15 UTC,null,41.76120823,-95.97039153,0,0,United States,Iowa,null,UNKNOWN
Verizon Wireless,motorola,XT1060,ANDROID51,en,2017-07-24 16:25:12 UTC,-74,37.3604421,-79.2025565,3364,7158,United States,Virginia,Lynchburg,4G
cricket,Apple,iPhone 6S Plus,IOS103,en,2017-06-27 01:30:28 UTC,null,38.251002,-85.755353,20876,97790,United States,Kentucky,Louisville,UNKNOWN
SPRINT,kyocera,C6725,ANDROID44,en,2017-07-16 00:09:43 UTC,-125,43.73908136,-87.78153006,880,880,United States,Wisconsin,null,3G
Unknown,zte,Z963VL,ANDROID51,en,2017-07-07 20:33:47 UTC,null,34.895023,-94.8658189,5276,274500,United States,Oklahoma,null,4G
U.S. Cellular,motorola,Moto G Play,ANDROID60,en,2017-07-18 19:56:51 UTC,null,35.8374605,-97.3743788,0,0,United States,Oklahoma,null,4G
Verizon Wireless,HTC,HTC6525LVW,ANDROID60,en,2017-07-21 12:45:14 UTC,null,37.2646597,-76.8745114,75270,229866,United States,Virginia,null,4G
null,zte,Z963U,ANDROID51,en,2017-07-09 17:12:29 UTC,null,44.4188563,-68.3335732,0,0,United States,Maine,null,UNKNOWN
Sprint,HTC,2PS64,ANDROID70,en,2017-07-31 20:42:01 UTC,-85,46.3406129,-124.0544307,0,0,United States,Washington,null,3G
Sprint,LGE,LG-LS995,ANDROID44,en,2017-05-25 23:59:15 UTC,null,36.04872052,-95.95586234,0,0,United States,Oklahoma,Tulsa,3G
Boost Mobile,samsung,SM-J327P,ANDROID60,en,2017-07-27 21:55:04 UTC,null,36.0931126,-115.0455681,0,0,United States,Nevada,null,UNKNOWN
null,HTC,2PS64,ANDROID70,en,2017-07-27 22:58:40 UTC,null,39.13421,-84.5010692,6508,9498,United States,Ohio,Cincinnati,UNKNOWN
Verizon Wireless,LGE,VS985 4G,ANDROID60,en,2017-07-07 15:08:44 UTC,-80,32.6541695,-117.0649619,580,0,United States,California,National City,4G
,LGE,LGL16C,ANDROID44,en,2017-07-26 15:54:17 UTC,null,34.81890772,-92.16526282,7849,71706,United States,Arkansas,null,3G
Verizon Wireless,LGE,VS880PP,ANDROID51,en,2017-07-26 15:22:53 UTC,-120,35.4643204,-86.3643257,1359,6212,United States,Tennessee,null,4G
,LGE,LGL41C,ANDROID44,en,2017-07-21 13:08:00 UTC,null,40.2246986,-75.2864814,3615,5186,United States,Pennsylvania,null,3G
Verizon Wireless,HTC,HTCD100LVW,ANDROID60,en,2017-07-21 17:19:38 UTC,-68,36.1132613,-115.1389941,104,0,United States,Nevada,Paradise,4G
Verizon Wireless,motorola,XT1030,ANDROID44,en,2017-07-29 14:19:07 UTC,-83,35.8486711,-83.9983396,964,681,United States,Tennessee,null,4G
Verizon Wireless,motorola,XT1060,ANDROID51,en,2017-07-28 21:55:57 UTC,null,39.3101273,-76.639117,0,0,United States,Maryland,Baltimore,4G
Verizon Wireless,samsung,SM-J727V,ANDROID70,en,2017-07-17 19:07:02 UTC,-67,46.0980675,-122.9679048,0,0,United States,Oregon,null,4G
ZTE,ZTE,N817,ANDROID44,en,2017-05-07 20:07:33 UTC,null,40.10317804,-85.68243555,98883,210559,United States,Indiana,Anderson,3G
Verizon Wireless,motorola,XT1609,ANDROID60,en,2017-07-13 13:26:39 UTC,null,42.28633867,-89.32086006,972,2939,United States,Illinois,null,4G
Sprint,Teleepoch,U673C,ANDROID60,en,2017-07-24 14:58:41 UTC,null,34.1232301,-116.4180535,3785,6910,United States,California,Yucca Valley,3G
Viaero,LGE,LG-D851,ANDROID44,es,2017-07-13 21:38:08 UTC,null,37.58631409,-106.1482946,24567,26416,United States,Colorado,null,4G
,LGE,LGL82VL,ANDROID51,en,2017-07-14 21:54:13 UTC,-79,39.8560954,-95.7068886,1732,4459,United States,Kansas,null,4G
null,SHARP,306SH,ANDROID44,en,2017-07-16 15:28:36 UTC,null,30.3995446,-88.53309512,0,0,United States,Mississippi,null,UNKNOWN
Boost Mobile,motorola,XT1031,ANDROID44,en,2017-07-09 12:14:43 UTC,-93,33.94761885,-80.37717127,127836,257841,United States,South Carolina,Sumter,3G
Verizon Wireless,motorola,XT1528,ANDROID51,en,2017-07-27 15:01:13 UTC,null,40.8685555,-103.6970909,13460,11860,United States,Colorado,null,3G
Verizon Wireless,HTC,HTC6600LVW,ANDROID44,en,2017-07-24 12:52:49 UTC,null,34.7065637,-87.119254,0,0,United States,Alabama,null,3G
Verizon Wireless,samsung,SM-N915V,ANDROID60,en,2017-06-08 03:08:55 UTC,-62,41.501784,-74.0328746,15558,55503,United States,New York,Newburgh,4G
null,LGE,LG-LS995,ANDROID44,en,2017-05-29 18:56:50 UTC,null,39.308913,-76.57492366,302,0,United States,Maryland,Baltimore,UNKNOWN
null,samsung,SPH-L710T,ANDROID44,en,2017-06-11 00:41:19 UTC,null,38.44223684,-90.20055143,0,0,United States,Illinois,null,UNKNOWN
Cellular ONE,samsung,SM-G900H,ANDROID44,en,2017-05-21 02:50:52 UTC,null,36.15104095,-110.3794773,10746,10090,United States,Arizona,null,3G
,LGE,LGL52VL,ANDROID51,en,2017-07-18 19:28:30 UTC,null,41.648363,-87.5568126,134821,1056894,United States,Illinois,Chicago,4G
Virgin Mobile,LGE,LG-LS777,ANDROID70,en,2017-07-15 12:37:32 UTC,null,37.7634513,-121.4005917,30199,118916,United States,California,Tracy,4G
Sprint,samsung,SPH-L710T,ANDROID44,en,2017-06-22 17:54:22 UTC,null,39.74686797,-121.5932321,0,0,United States,California,Paradise,4G
U.S. Cellular,samsung,SCH-R890,ANDROID44,en,2017-06-08 13:56:42 UTC,null,41.95432751,-91.5524089,11639,52136,United States,Iowa,null,4G
Verizon Wireless,motorola,XT1650,ANDROID70,en,2017-07-10 18:07:05 UTC,null,38.1991952,-122.714882,37399,95269,United States,California,null,4G
Sprint,samsung,SM-N900P,ANDROID50,en,2017-06-10 19:29:23 UTC,null,25.6244406,-80.4301203,351600,9342,United States,Florida,null,3G
Access,ZTE,N817,ANDROID44,en,2017-07-15 02:47:36 UTC,null,31.88757063,-102.3855068,25318,67396,United States,Texas,Odessa,3G
Home,samsung,SM-G925R7,ANDROID70,en,2017-07-26 14:10:18 UTC,null,35.1252391,-89.9336459,653,863,United States,Tennessee,Memphis,3G
null,kyocera,C6730,ANDROID44,en,2017-07-16 19:45:46 UTC,null,35.27271654,-81.42515521,0,0,United States,North Carolina,null,UNKNOWN
,LGE,LGL52VL,ANDROID51,en,2017-07-24 13:42:19 UTC,null,33.5360575,-101.8418979,0,0,United States,Texas,Lubbock,4G
,samsung,SM-S920L,ANDROID50,en,2017-07-29 18:48:26 UTC,null,42.2658498,-73.7632002,1658,0,United States,New York,null,4G
Sprint,LGE,LG-LS997,ANDROID70,en,2017-07-20 10:29:28 UTC,-96,41.716338,-88.3112693,0,0,United States,Illinois,Oswego,4G
null,samsung,SPH-L900,ANDROID44,en,2017-06-07 17:55:48 UTC,null,42.23844815,-89.06792623,0,0,United States,Illinois,Rockford,UNKNOWN
Verizon Wireless,HTC,HTC6525LVW,ANDROID60,en,2017-07-29 16:50:05 UTC,null,39.6108346,-75.9504152,0,0,United States,Maryland,null,4G
U.S. Cellular,samsung,SM-G900R4,ANDROID60,en,2017-07-16 07:17:59 UTC,null,35.8404533,-77.2808517,0,0,United States,North Carolina,null,3G
null,samsung,SM-J700P,ANDROID60,en,2017-07-28 19:20:02 UTC,null,39.1557828,-78.1646266,10079,8251,United States,Virginia,Winchester,UNKNOWN
,LGE,LGL62VL,ANDROID51,en,2017-07-23 18:20:03 UTC,null,36.7009567,-78.0999806,34109,136445,United States,Virginia,null,4G
null,samsung,SCH-R890,ANDROID44,en,2017-05-25 03:20:06 UTC,null,36.6712421,-80.91808722,0,0,United States,Virginia,null,UNKNOWN
Verizon Wireless,motorola,XT1060,ANDROID51,en,2017-07-11 17:31:15 UTC,-72,37.3605602,-79.2028005,36656,165800,United States,Virginia,Lynchburg,4G
U.S. Cellular,samsung,SM-G900R4,ANDROID60,en,2017-07-30 16:09:31 UTC,null,35.2632939,-78.2844194,0,0,United States,North Carolina,null,3G
U.S. Cellular,motorola,Moto G Play,ANDROID60,en,2017-07-28 17:50:30 UTC,-78,44.34526416,-69.78990693,0,0,United States,Maine,Augusta,4G
Sprint,samsung,SM-G950U1,ANDROID70,en,2017-07-21 18:21:25 UTC,-67,28.035391,-82.0732416,2332,34560,United States,Florida,null,4G
Verizon Wireless,motorola,Moto G Play,ANDROID60,en,2017-07-23 23:49:55 UTC,null,32.94107936,-103.3619882,0,0,United States,New Mexico,null,4G
Home,samsung,SM-G900R7,ANDROID60,en,2017-07-24 02:53:42 UTC,-85,31.4397458,-88.9682746,652,6094,United States,Mississippi,null,4G
null,samsung,SM-G928P,ANDROID70,en,2017-07-28 12:30:57 UTC,null,26.5698712,-80.0679202,130,367,United States,Florida,null,UNKNOWN
Sprint,LGE,LGLS775,ANDROID70,en,2017-07-30 19:56:08 UTC,-105,40.8861706,-78.2346315,0,0,United States,Pennsylvania,null,3G
,samsung,SM-S903VL,ANDROID60,en,2017-07-31 12:14:30 UTC,-71,29.6753936,-95.3798971,580,580,United States,Texas,Houston,4G
,LGE,LGL82VL,ANDROID51,en,2017-07-12 07:41:43 UTC,-67,32.7042099,-100.916606,580,580,United States,Texas,null,4G
,ZTE,Z936L,ANDROID44,en,2017-07-08 23:09:11 UTC,null,39.80098244,-86.09231025,7876,8830,United States,Indiana,null,4G
CLARO,samsung,SM-N915T,ANDROID50,es,2017-05-20 05:41:19 UTC,null,18.460335,-66.3358306,718801,8739930,United States,Puerto Rico,Vega Alta,3G
Sprint,LGE,LGLS990,ANDROID44,en,2017-07-12 05:23:48 UTC,null,36.05717077,-78.39995577,0,0,United States,North Carolina,null,3G
Boost Mobile,LGE,LGLS996,ANDROID51,en,2017-07-13 04:05:09 UTC,-86,41.2067399,-75.3853504,0,0,United States,Pennsylvania,null,3G
Viaero,samsung,SM-T217T,ANDROID44,en,2017-05-06 03:11:35 UTC,null,38.21658646,-102.7668671,0,0,United States,Colorado,null,3G
Sprint,HTC,2PZC5,ANDROID71,en,2017-07-21 00:03:21 UTC,-85,38.9485996,-76.9437359,218783,468439,United States,Maryland,Hyattsville,4G
Home,samsung,SM-G930R7,ANDROID70,en,2017-07-26 03:15:10 UTC,-87,35.7305732,-78.8286087,1737,1573,United States,North Carolina,Apex,4G
Vivo,LENOVO,Lenovo A6020l36,ANDROID60,pt,2017-07-31 14:54:26 UTC,-66,40.7584348,-73.9769796,47288,334419,United States,New York,New York,4G
null,motorola,Moto G Play,ANDROID60,pt,2017-06-19 16:50:57 UTC,null,34.0111594,-118.4940203,10240,10240,United States,California,Santa Monica,UNKNOWN
Roaming,samsung,SM-N920R4,ANDROID70,en,2017-07-25 01:02:02 UTC,null,43.6369138,-116.3148458,6926,7422,United States,Idaho,null,4G
,LGE,LGL62VL,ANDROID51,en,2017-07-22 11:31:14 UTC,null,37.5514636,-77.4837082,3965,11197,United States,Virginia,Richmond,4G
Republic,motorola,XT1094,ANDROID51,en,2017-07-29 05:24:33 UTC,null,40.7940506,-124.1364169,71604,109902,United States,California,null,3G
U.S. Cellular,LGE,LGUS992,ANDROID70,en,2017-07-21 15:43:38 UTC,null,44.4738111,-88.0599808,46591,168217,United States,Wisconsin,Ashwaubenon,4G
CLARO P.R.,samsung,SM-G955F,ANDROID70,es,2017-07-31 23:06:27 UTC,null,18.0829777,-66.5036013,4691843,9071175,United States,Puerto Rico,Juana Díaz,3G
Verizon Wireless,motorola,XT1575,ANDROID60,en,2017-07-08 15:55:55 UTC,null,42.19049127,-71.86723845,0,0,United States,Massachusetts,Auburn,4G
Verizon Wireless,HTC,HTCD200LVW,ANDROID60,en,2017-07-18 19:11:42 UTC,null,37.4752278,-77.5939881,1001,2149,United States,Virginia,null,4G
Verizon Wireless,LGE,VS985 4G,ANDROID60,en,2017-07-16 17:44:38 UTC,null,33.5724855,-84.3519448,312,470,United States,Georgia,null,4G
Boost Mobile,LGE,LGLS775,ANDROID70,en,2017-05-30 15:16:25 UTC,-106,35.9264585,-79.9841871,0,0,United States,North Carolina,High Point,3G
Verizon Wireless,LGE,VS980 4G,ANDROID44,en,2017-05-20 20:40:15 UTC,-80,32.41639827,-89.50212667,270994,521726,United States,Mississippi,null,4G
Unknown,zte,Z963VL,ANDROID51,en,2017-07-15 01:44:10 UTC,-48,38.2173453,-104.6420265,916,4837,United States,Colorado,Pueblo,4G
,LGE,LGL82VL,ANDROID51,en,2017-07-10 15:35:14 UTC,-70,35.4402738,-94.3294833,580,580,United States,Arkansas,Van Buren,4G
Verizon Wireless,kyocera,E6782,ANDROID44,en,2017-07-26 21:37:56 UTC,-102,44.49037191,-71.68888841,580,580,United States,Vermont,null,3G
Verizon Wireless,motorola,Moto G (5) Plus,ANDROID70,en,2017-07-26 20:38:04 UTC,-72,40.026653,-75.0246633,1205,1268,United States,Pennsylvania,Philadelphia,4G
Verizon Wireless,motorola,XT1030,ANDROID44,en,2017-07-16 22:14:42 UTC,null,39.4118791,-77.4059131,228,1633,United States,Maryland,Frederick,4G
null,samsung,SPH-L720,ANDROID50,en,2017-07-18 19:05:30 UTC,null,43.4544562,-93.3500043,36024,36024,United States,Iowa,null,UNKNOWN
Sprint,samsung,SPH-L720,ANDROID50,en,2017-07-29 02:57:34 UTC,null,45.0887361,-93.3705537,1742,9111,United States,Minnesota,Brooklyn Park,3G
Verizon Wireless,motorola,Moto G Play,ANDROID60,en,2017-07-22 16:53:36 UTC,-80,36.261031,-86.5308705,650,384,United States,Tennessee,null,4G
null,LGE,LG-LS997,ANDROID70,en,2017-05-26 10:43:13 UTC,null,30.6287285,-81.608634,0,0,United States,Florida,null,UNKNOWN
Cellcom,samsung,SM-N920R6,ANDROID60,en,2017-07-23 21:27:34 UTC,-77,44.572428,-88.0975998,265,265,United States,Wisconsin,Howard,4G
