Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,2018-04-26T19:00:00.000,8.0,universal coordinated time,UTC,Instantaneous,33264,65150,2518775135999999999,332642518775135999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,2018-04-26T19:00:00.000,0.0,universal coordinated time,UTC,Instantaneous,33265,65142,2518775135999999999,332652518775135999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,2018-04-26T13:00:00.000,0.0,universal coordinated time,UTC,Instantaneous,33265,65142,2518775351999999999,332652518775351999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,2018-04-26T07:00:00.000,0.0,universal coordinated time,UTC,Instantaneous,33264,65150,2518775567999999999,332642518775567999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,2018-04-26T07:00:00.000,0.0,universal coordinated time,UTC,Instantaneous,33265,65142,2518775567999999999,332652518775567999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,2018-04-26T01:00:00.000,0.0,universal coordinated time,UTC,Instantaneous,33265,65142,2518775783999999999,332652518775783999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale NWS Probability of Precipitation,,TimeWindowBoundary,NA,2018-04-25T19:00:00.000,0.0,universal coordinated time,UTC,Instantaneous,33264,65150,2518775999999999999,332642518775999999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,2018-04-25T19:00:00.000,0.0,universal coordinated time,UTC,Instantaneous,33265,65142,2518775999999999999,332652518775999999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,2018-04-25T13:00:00.000,0.0,universal coordinated time,UTC,Instantaneous,33265,65142,2518776215999999999,332652518776215999999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:18:12.000,941.0,millivolts,mV,Instantaneous,33303,65513,2518776241079999999,333032518776241079999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:18:12.000,408.0,millivolts,mV,Instantaneous,33305,65515,2518776241079999999,333052518776241079999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:17:09.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776241709999999,333032518776241709999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:17:09.000,494.0,millivolts,mV,Instantaneous,33305,65515,2518776241709999999,333052518776241709999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:16:05.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776242349999999,333032518776242349999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:16:05.000,503.0,millivolts,mV,Instantaneous,33305,65515,2518776242349999999,333052518776242349999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:15:02.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776242979999999,333032518776242979999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:15:02.000,469.0,millivolts,mV,Instantaneous,33305,65515,2518776242979999999,333052518776242979999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:14:00.000,990.0,millivolts,mV,Instantaneous,33303,65513,2518776243599999999,333032518776243599999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:14:00.000,523.0,millivolts,mV,Instantaneous,33305,65515,2518776243599999999,333052518776243599999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:12:58.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776244219999999,333032518776244219999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:12:58.000,442.0,millivolts,mV,Instantaneous,33305,65515,2518776244219999999,333052518776244219999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:11:54.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776244859999999,333032518776244859999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:11:54.000,532.0,millivolts,mV,Instantaneous,33305,65515,2518776244859999999,333052518776244859999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:10:51.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776245489999999,333032518776245489999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:10:51.000,498.0,millivolts,mV,Instantaneous,33305,65515,2518776245489999999,333052518776245489999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:09:48.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776246119999999,333032518776246119999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:09:48.000,509.0,millivolts,mV,Instantaneous,33305,65515,2518776246119999999,333052518776246119999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:08:44.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776246759999999,333032518776246759999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:08:44.000,437.0,millivolts,mV,Instantaneous,33305,65515,2518776246759999999,333052518776246759999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:07:41.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776247389999999,333032518776247389999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:07:41.000,489.0,millivolts,mV,Instantaneous,33305,65515,2518776247389999999,333052518776247389999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:06:37.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776248029999999,333032518776248029999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:06:37.000,421.0,millivolts,mV,Instantaneous,33305,65515,2518776248029999999,333052518776248029999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:05:34.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776248659999999,333032518776248659999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:05:34.000,471.0,millivolts,mV,Instantaneous,33305,65515,2518776248659999999,333052518776248659999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:04:32.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776249279999999,333032518776249279999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:04:32.000,443.0,millivolts,mV,Instantaneous,33305,65515,2518776249279999999,333052518776249279999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:03:30.000,990.0,millivolts,mV,Instantaneous,33303,65513,2518776249899999999,333032518776249899999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:03:30.000,496.0,millivolts,mV,Instantaneous,33305,65515,2518776249899999999,333052518776249899999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:02:27.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776250529999999,333032518776250529999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:02:27.000,458.0,millivolts,mV,Instantaneous,33305,65515,2518776250529999999,333052518776250529999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:01:24.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776251159999999,333032518776251159999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:01:24.000,394.0,millivolts,mV,Instantaneous,33305,65515,2518776251159999999,333052518776251159999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T12:00:22.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776251779999999,333032518776251779999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T12:00:22.000,477.0,millivolts,mV,Instantaneous,33305,65515,2518776251779999999,333052518776251779999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,2018-04-25T11:59:19.000,988.0,millivolts,mV,Instantaneous,33303,65513,2518776252409999999,333032518776252409999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,2018-04-25T11:59:19.000,484.0,millivolts,mV,Instantaneous,33305,65515,2518776252409999999,333052518776252409999999,41.90715,-87.653996,"{'type': 'Point', 'coordinates': [-87.653996, 41.90715]}"
