InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536562,22423,REGENCY CAKESTAND 3 TIER,2,12/1/2010 15:08,12.75,13468,United Kingdom
536562,37446,MINI CAKE STAND WITH HANGING CAKES,8,12/1/2010 15:08,1.45,13468,United Kingdom
536562,37449,CERAMIC CAKE STAND + HANGING CAKES,2,12/1/2010 15:08,9.95,13468,United Kingdom
536562,21231,SWEETHEART CERAMIC TRINKET BOX,12,12/1/2010 15:08,1.25,13468,United Kingdom
536562,21232,STRAWBERRY CERAMIC TRINKET BOX,12,12/1/2010 15:08,1.25,13468,United Kingdom
536562,84509B,SET OF 4 FAIRY CAKE PLACEMATS,4,12/1/2010 15:08,3.75,13468,United Kingdom
536562,22313,OFFICE MUG WARMER PINK,6,12/1/2010 15:08,2.95,13468,United Kingdom
536562,22314,OFFICE MUG WARMER CHOC+BLUE,6,12/1/2010 15:08,2.95,13468,United Kingdom
536562,21181,PLEASE ONE PERSON METAL SIGN,12,12/1/2010 15:08,2.1,13468,United Kingdom
536562,72741,GRAND CHOCOLATECANDLE,9,12/1/2010 15:08,1.45,13468,United Kingdom
536562,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,12/1/2010 15:08,4.25,13468,United Kingdom
536393,22180,RETROSPOT LAMP,8,12/1/2010 10:37,9.95,13747,United Kingdom
536563,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,10,12/1/2010 15:08,0.85,17760,United Kingdom
536563,22798,ANTIQUE GLASS DRESSING TABLE POT,4,12/1/2010 15:08,2.95,17760,United Kingdom
536563,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,12/1/2010 15:08,3.75,17760,United Kingdom
536563,21818,GLITTER CHRISTMAS HEART ,36,12/1/2010 15:08,0.85,17760,United Kingdom
536563,22976,CIRCUS PARADE CHILDRENS EGG CUP ,24,12/1/2010 15:08,1.25,17760,United Kingdom
536563,21452,TOADSTOOL MONEY BOX,10,12/1/2010 15:08,2.95,17760,United Kingdom
536563,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,4,12/1/2010 15:08,2.1,17760,United Kingdom
536563,22941,CHRISTMAS LIGHTS 10 REINDEER,1,12/1/2010 15:08,8.5,17760,United Kingdom
536641,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,12/2/2010 11:46,4.25,12748,United Kingdom
536564,37449,CERAMIC CAKE STAND + HANGING CAKES,4,12/1/2010 15:08,9.95,13468,United Kingdom
C536817,22187,GREEN CHRISTMAS TREE CARD HOLDER,-1,12/2/2010 17:08,4.25,14156,EIRE
536565,21369,MIRRORED WALL ART SPLODGES,1,12/1/2010 15:15,3.75,,United Kingdom
536395,22188,BLACK HEART CARD HOLDER,8,12/1/2010 10:47,3.95,13767,United Kingdom
536566,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,10,12/1/2010 15:21,1.25,16928,United Kingdom
536566,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,9,12/1/2010 15:21,1.25,16928,United Kingdom
536566,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,20,12/1/2010 15:21,1.25,16928,United Kingdom
536566,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,36,12/1/2010 15:21,1.25,16928,United Kingdom
536566,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,12/1/2010 15:21,1.25,16928,United Kingdom
536637,22198,LARGE POPCORN HOLDER ,2,12/2/2010 11:35,1.65,18041,United Kingdom
536567,22866,HAND WARMER SCOTTY DOG DESIGN,24,12/1/2010 15:27,2.1,16048,United Kingdom
536567,22865,HAND WARMER OWL DESIGN,24,12/1/2010 15:27,2.1,16048,United Kingdom
536567,21231,SWEETHEART CERAMIC TRINKET BOX,12,12/1/2010 15:27,1.25,16048,United Kingdom
536567,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,12/1/2010 15:27,1.45,16048,United Kingdom
536567,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,12/1/2010 15:27,1.45,16048,United Kingdom
536567,22632,HAND WARMER RED RETROSPOT,24,12/1/2010 15:27,2.1,16048,United Kingdom
536529,22222,CAKE PLATE LOVEBIRD WHITE,3,12/1/2010 13:20,4.95,14237,United Kingdom
C536548,22244,3 HOOK HANGER MAGIC GARDEN,-4,12/1/2010 14:33,1.95,12472,Germany
536569,21462,"NURSERY A,B,C PAINTED LETTERS",1,12/1/2010 15:35,6.75,16274,United Kingdom
