rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
Moody's Investors Service,2017-12-15,Corporate,Vodafone Group Plc,213800TB53ELEUKM7Q61,Instrument,EURO MEDIUM TERM NOTES,,4.75,2016-06-14,700.00,true,Baa1,2014-07-23,DG,Instrument,,Senior Unsecured,,,,,,809525988,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,BP Capital Markets plc,549300CRVT18MXX0AG93,Instrument,GTD EURO MTNS,,4.0,2014-12-29,500.00,true,WR,2014-12-29,WE,Instrument,,Backed Senior Unsecured,,,,,,821689836,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Korea Western Power Co., Ltd.",,Instrument,EURONOTES,,5.5,2016-09-29,150.00,true,WR,2016-09-29,WE,Instrument,,Senior Unsecured,,,,809804532,NRSRO,809804532,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Prudential Financial, Inc.",5PRBRS5FEH7NREC8OR45,Instrument,MEDIUM TERM NOTES,74432AVV9,6.15,2037-11-16,4.38,false,Baa2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Hyundai Motor Manufacturing Czech s.r.o.,,Instrument,GTD GLOBAL BONDS,44890AAA6,4.5,2015-04-15,500.00,true,WR,2015-04-15,WE,Instrument,,Backed Senior Unsecured,,,,822035780,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"The Topps Company, Inc.",549300IE0TGZ04X95V08,Instrument,SR SEC 1ST LIEN REV CREDIT FACILITY,,,2018-04-02,30.00,true,B1,2013-09-11,NW,Instrument,,Senior Secured Bank Credit Facility,,,,,,823451636,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Sprint Capital Corporation,,Instrument,GTD GLOBAL BONDS,852060AG7,6.9,2019-05-01,1750.00,true,B3,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,,,,,0000907246,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Time Warner Inc.,KNG3XRAA0RHN9H62OK76,Instrument,GTD EURONOTES,887317AY1,1.95,2023-09-15,700.00,true,Baa2,2015-07-21,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Arcor S.A.I.C.,,Instrument,ARGENTINE BONDS,,,2016-01-15,100.00,false,Aa1.ar,2014-06-23,NW,Instrument,,Senior Unsecured,,,,824001524,NRSRO,824001524,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Minera Frisco, S.A.B. De C.V.",,Program,NOTES/CERTIFICATES PROGRAMME,,,,20000.00,true,Baa2.mx,2015-08-10,NW,Program,,Senior Unsecured MTN,,,,824644820,NRSRO,824644820,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Bruce Power L.P.,,Instrument,SR NOTES,116705AA2,2.844,2021-06-23,600.00,true,Baa2,2016-06-06,NW,Instrument,,Senior Unsecured,,,,825076883,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Petroleos Mexicanos,549300CAZKPF4HKMPX17,Instrument,CERTIFICADOS BURSATILES,,9.1,2020-01-27,10000.00,false,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,821953436,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Hera S.p.A.,8156009414FD99443B48,Instrument,EURO MEDIUM TERM NOTES,,3.5,2025-05-22,32.00,true,Baa1,2013-05-17,NW,Instrument,,Senior Unsecured,,,,,,823433571,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Lonking Holdings Limited,,Instrument,GTD GLOBAL NOTES,54337BAA4,8.5,2016-06-03,350.00,true,WR,2014-06-03,WE,Instrument,,Senior Unsecured,,,,,,,,0001462882,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Aramark Services, Inc.",42YMHYH0XMHJEXDUB065,Instrument,SR SEC REVOLVING CREDIT FACILITY,,,2017-01-26,565.00,true,Ba3,2013-02-14,NW,Instrument,,Senior Secured Bank Credit Facility,,,,,,823322504,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Comcast Corporation,51M0QTTNCGUN7KFCFZ59,Instrument,GTD SR NOTES,20030N606,5.0,2061-12-15,287.50,true,A3,2013-02-13,UP,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Fresenius Finance B.V.,,Instrument,GTD GLOBAL BONDS,,5.5,2016-01-31,138.00,false,Ba1,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,821662598,NRSRO,821662598,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BE8,2.675,2019-12-15,1250.00,true,(P)Baa2,2014-12-04,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,South Jersey Gas Company,549300THL27ZX07M7876,Instrument,1ST MTGE BONDS,83851MAC1,7.97,2018-08-01,10.00,false,A2,2012-06-15,HS,Instrument,,Backed First Mortgage Bonds,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BF5,3.734,2024-12-15,1750.00,true,(P)Baa2,2014-12-04,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Korea Gas Corporation,,Instrument,JAPAN BONDS,,1.38,2016-07-14,30000.00,true,Aa3,2014-10-27,UP,Instrument,,Senior Unsecured,,,,822624334,NRSRO,822624334,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Booz Allen Hamilton Inc.,549300D7XCH2480XU542,Instrument,SR SEC REVOLVING CREDIT FACILITY,09950EAB6,,2014-07-31,275.00,true,WR,2012-07-31,WE,Instrument,,Senior Secured Bank Credit Facility,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Equinix, Inc.",549300EVUN2BTLJ3GT74,Instrument,SR SEC TERM LOAN B,29446BAP1,0.25,2022-12-08,300.00,true,Ba2,2015-11-17,NW,Instrument,,Senior Secured Bank Credit Facility,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Mitsubishi Estate Co., Ltd.",,Instrument,JAPAN BONDS,,0.643,2024-09-19,20000.00,true,A2,2014-09-12,NW,Instrument,,Senior Unsecured,,,,,,824121815,NRSRO,0000773748,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Hercules Offshore, Inc.",,Instrument,GLOBAL NOTES,427093AG4,8.75,2021-07-15,400.00,true,WR,2015-08-19,WD,Instrument,,Senior Unsecured,,,,,,,,0001330849,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Exelon Capital Trust I,,Shelf,SHELF,,,,2000.00,true,(P)Baa3,2012-06-15,HS,Program,,Backed Pref. Shelf,,,,,,806758867,NRSRO,0001261773,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Phillips 66 Partners LP,,Instrument,SR NOTES,718549AC2,4.68,2045-02-15,300.00,true,Baa3,2015-02-18,NW,Instrument,,Senior Unsecured,,,,,,,,0001572910,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Entergy Louisiana, LLC",,Instrument,1ST MTGE BONDS,29364WAV0,4.95,2045-01-15,200.00,true,A2,2016-03-08,NW,Instrument,,First Mortgage Bonds,,,,824963852,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Charter Communications Operating, LLC",549300TPZNMN50BJ3745,Instrument,SR SEC TERM LOAN A,16117LBA6,,2018-04-22,750.00,true,Ba1,2014-07-31,DG,Instrument,,Senior Secured Bank Credit Facility,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Wrigley (Wm) Jr. Company,Z88M4EWU0NI3QVOOIZ80,Instrument,GLOBAL NOTES,982526AQ8,3.375,2020-10-21,900.00,true,Baa2,2013-10-16,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"CalAtlantic Group, Inc.",,Instrument,GTD SR NOTES,85375CAX9,8.375,2018-05-15,300.00,true,B2,2013-08-01,UP,Instrument,,Senior Unsecured,,,,,,,,0000878560,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Harris Corporation,549300UTE50ZMDBG8A20,Instrument,SR NOTES,413875AK1,5.95,2017-12-01,400.00,false,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Dominion Energy Gas Holdings, LLC",549300BFOD6TDMVV4O24,Instrument,SR GLOBAL NOTES,257375AE5,3.55,2023-11-01,400.00,true,A2,2014-01-30,UP,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Puget Sound Energy, Inc.",8MNFJR7KOMBQ7X62LK44,Instrument,1ST MTGE BONDS,745332CB0,5.795,2040-03-15,325.00,true,A3,2012-06-15,HS,Instrument,,First Mortgage Bonds,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Hong Kong and China Gas Finance Limited,,Instrument,GTD EURO MTNS,,3.6,2026-12-09,100.00,false,A1,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,823063110,NRSRO,823063110,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Anadarko Petroleum Capital Trust III,,Shelf,SHELF,,,,1050.00,true,WR,2015-04-24,WO,Program,,Backed Pref. Shelf,,,,,,10283224,NRSRO,0001134188,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Springer Science+Business Media Deutschland,549300WM0X4AUT710770,Instrument,GTD SR SEC TERM LOAN B,,,2020-08-14,1240.62,true,B1,2015-05-14,NW,Instrument,,Backed Senior Secured Bank Credit Facility,,,,,,824497557,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Drumm Corporation,,Instrument,SR SEC 1ST LIEN TERM LOAN,26225KAC3,,2018-05-04,1500.00,false,B1,2012-06-15,HS,Instrument,,Senior Secured Bank Credit Facility,,,,822528688,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Entergy Arkansas, Inc.",KYX6QEFGFXUFFAWLGG05,Instrument,1ST MTGE BONDS,29364DAR1,3.05,2023-06-01,250.00,true,A2,2016-03-18,UP,Instrument,,First Mortgage Bonds,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Comision Federal de Electricidad,,Instrument,MEXICAN BONDS,,7.35,2025-11-25,22800.00,true,Aaa.mx,2014-11-25,NW,Instrument,,Senior Unsecured,,,,824255434,NRSRO,824255434,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,ETEP - Emp. Paraense Trans. Energ. S.A.,,Instrument,BRAZILIAN DEBENTURES,,,,69.00,true,Aa1.br,2014-07-18,NW,Instrument,,Senior Unsecured,,,,824050092,NRSRO,824050092,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"HudBay Minerals, Inc.",549300XKYRPJ5NQCYC63,Instrument,GTD SR GLOBAL NOTES,443628AB8,9.5,2020-10-01,270.00,true,B3,2016-08-19,UP,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Stackpole International Powder Metal, ULC",549300KM1GF5JP05UJ64,Instrument,SR SEC TERM LOAN,,,2017-07-08,140.00,true,WR,2012-08-09,WO,Instrument,,Senior Secured Bank Credit Facility,,,,,,822697456,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Verizon Communications Inc.,2S72QS2UO2OESLG6Y829,Instrument,GLOBAL NOTES,,4.073,2024-06-18,694.80,true,Baa1,2014-06-18,NW,Instrument,,Senior Unsecured,,,,,,824005627,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,John Sevier Combined Cycle Generation LLC,,Instrument,SR SEC NOTES,478045AA5,4.626,2042-01-15,900.00,true,Aaa,2012-06-15,HS,Instrument,,Backed Senior Secured,,,,823070080,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Florida Power & Light Company,A89MY1K3YLIGJMYWVX50,Instrument,1ST MTGE BONDS,341081FM4,3.125,2025-12-01,600.00,true,Aa2,2015-11-17,NW,Instrument,,First Mortgage Bonds,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Honda Finance Co., Ltd.",,Instrument,JAPAN BONDS,,0.592,2019-06-20,10000.00,false,A1,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,823164458,NRSRO,823164458,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Expro FinServices S.a r.l.,,Instrument,GTD SR SEC TERM LOAN,,,2021-09-02,1300.00,true,Caa1,2016-10-31,DG,Instrument,,Backed Senior Secured Bank Credit Facility,,,,824036774,NRSRO,824036774,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,AVG Technologies N.V.,7245009KKJF1HTYCI230,Instrument,SR SEC 1ST LIEN REV CREDIT FACILITY,,,2019-10-15,50.00,true,B1,2015-04-21,,Instrument,,Backed Senior Secured Bank Credit Facility,Changed to definitive from prospective,,,,,824133692,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,PACCAR Financial Corporation,PH3S12DWZBHHQKVYZ297,Instrument,MEDIUM TERM NOTES,69371RJ98,2.05,2013-06-17,250.00,true,WR,2013-06-17,WE,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Indiana Gas Company, Inc.",5493003YS11LO8YYTJ56,Instrument,MEDIUM TERM NOTES,45475QAE3,6.69,2015-12-21,5.00,true,A2,2014-01-30,UP,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL NOTES,92344GAS5,7.75,2032-06-15,400.00,true,Baa1,2013-09-02,DG,Instrument,,Senior Unsecured,,,,,,,,0000892372,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Albany Molecular Research, Inc. (Old)",,Instrument,SR SEC TERM LOAN B,01242HAE8,,2021-07-16,430.00,true,B1,2015-07-27,NW,Instrument,,Senior Secured Bank Credit Facility,,,,,,,,0001065087,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Southern Water Services (Finance) Limited,213800BTY35K1724Z452,Instrument,COLL NOTES,,4.5,2052-03-31,200.00,false,Baa1,2012-06-15,HS,Instrument,,Underlying Senior Secured,,,,,,809950680,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,METRO AG,,Instrument,EURO MEDIUM TERM NOTES,,3.0,2016-02-01,60.00,true,WR,2016-02-01,WE,Instrument,,Senior Unsecured,,,,823091198,NRSRO,823091198,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,KLA-Tencor Corporation,549300H0BF5JCG96TJ81,Instrument,SR GLOBAL NOTES,482480AA8,6.9,2018-05-01,750.00,true,Baa2,2014-10-24,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,NuStar Logistics L.P.,N62BF2PKP51FIIOIUN20,Instrument,FIXED/FLT RT NOTES,67059T204,7.625,2043-01-15,420.00,true,Ba2,2013-01-14,NW,Instrument,,Backed Subordinate,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Abengoa Mexico, S.A. de C.V.",,Program,COMMERCIAL PAPER,,,,3000.00,false,NP,2015-02-04,NW,Program,,Commercial Paper,,,,824338301,NRSRO,824338301,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Sony Corporation,,Instrument,JAPAN BONDS,,1.57,2015-06-19,30000.00,true,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,808692660,NRSRO,0000313838,,,,,,
Moody's Investors Service,2017-12-15,Corporate,MidAmerican Energy Company,NINLOILYRTLIMK26MZ18,Instrument,MEDIUM TERM NOTES,595620AE5,5.75,2035-11-01,300.00,false,Aa3,2013-09-12,NW,Instrument,,Senior Secured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,TowerCo II Holdings LLC,,Other,LT Corporate Family Ratings,,,,,true,WR,2012-10-09,WO,Organization,,LT Corporate Family Ratings,,,,821876308,NRSRO,821876308,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Bell Canada,,Instrument,CANADIAN DEBENTURES,,10.75,2021-04-15,125.00,false,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,806622861,NRSRO,0000225090,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Global Blue Finance S.a r.l.,,Other,LT Corporate Family Ratings,,,,,false,B1,2012-06-22,NW,Organization,,LT Corporate Family Ratings,,,,823220357,NRSRO,823220357,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Waste Management, Inc.",549300YX8JIID70NFS41,Instrument,SR NOTES,94106LBA6,3.125,2025-03-01,600.00,true,Baa2,2015-02-18,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,BellSouth Corporation,,Instrument,RESET PUT SECURITIES (REPS),079860AA0,4.821,2017-04-26,1000.00,true,A3,2013-01-29,DG,Instrument,,Backed Senior Unsecured,,,,,,,,0000732713,,,,,,
Moody's Investors Service,2017-12-15,Corporate,McKesson Corporation,549300WZWOM80UCFSF54,Instrument,SR NOTES,581557AU9,5.25,2013-03-01,500.00,false,Baa2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Tech Finance & Co S.C.A.,,Instrument,SR SEC TERM LOAN B,,,2020-07-10,317.00,true,Ba3,2016-08-31,UP,Instrument,,Senior Secured Bank Credit Facility,,,,823458825,NRSRO,823458825,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Darling Ingredients Inc.,L1N0SPPKS7EXZYUMZ898,Instrument,GTD SR GLOBAL NOTES,237266AD3,8.5,2018-12-15,250.00,false,WR,2014-01-08,WE,Instrument,,Senior Secured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,DEBENTURES,080555AF2,7.25,2027-09-15,250.00,true,Ba1,2014-01-29,UP,Instrument,,Backed Senior Unsecured,,,,,,,,0000356080,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Kronos Incorporated,,Instrument,SR SEC 2ND LIEN TERM LOAN,81201GAK7,,2018-06-11,329.00,true,WR,2012-10-30,WE,Instrument,,Senior Secured Bank Credit Facility,,,,,,,,0000886903,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Range Resources Corporation,H3Y3WLYCX0BTO1TRW162,Instrument,GTD SR SUB NOTES,75281AAN9,5.0,2022-08-15,600.00,true,Ba2,2013-08-29,UP,Instrument,,Senior Subordinate,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,4L Technologies Inc.,,Instrument,GTD SR SEC 1ST LIEN REV CREDIT FACILITY,35086XAB6,,2019-05-08,65.00,true,B2,2014-04-04,NW,Instrument,,Backed Senior Secured Bank Credit Facility,,,,823889632,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Novitex Enterprise Solutions,,Instrument,SR SEC REVOLVING CREDIT FACILITY,04287YAC5,,2018-09-25,50.00,true,B1,2013-09-03,NW,Instrument,,Senior Secured Bank Credit Facility,,,,823560184,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Anadarko Petroleum Corporation,B78FQ7XBQFLP4AYJ6F79,Instrument,SR GLOBAL NOTES,032511AX5,5.95,2016-09-15,1750.00,true,Ba1,2016-02-18,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Jabil Inc.,5493000CGCQY2OQU7669,Instrument,SR NOTES,466313AE3,7.75,2016-07-15,312.00,false,Ba1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Toll Road Investors Partnership II, L.P.",,Instrument,REVENUE BONDS,88948ABP1,0.0,2037-02-15,70.20,false,Baa1,2013-05-21,UP,Instrument,,Backed Senior Unsecured,,,,809342973,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Sprouts Farmers Market Holdings, LLC",,Instrument,SR SEC REVOLVING CREDIT FACILITY,85208DAF9,,2018-04-23,60.00,true,WR,2015-05-18,WO,Instrument,,Senior Secured Bank Credit Facility,,,,823383132,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,BNSF Funding Trust I,,Instrument,PFD/PREF STOCK,05567SAA0,,2055-12-15,500.00,false,Baa2,2012-06-15,HS,Instrument,,Backed Pref. Stock,,,,,,,,0001346328,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Centerplate, Inc. (Re-Org)",,Other,Probability of Default,,,,,true,WR,2012-10-24,WE,Organization,,Probability of Default,,,,808199384,NRSRO,808199384,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Cequel Communications Holdings I, LLC",,Instrument,GLOBAL NOTES,15672WAE4,5.125,2021-12-15,750.00,true,B3,2013-05-13,NW,Instrument,,Senior Unsecured,,,,823424874,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Schaeffler Finance B.V.,529900KEH8410ESH1483,Instrument,GTD SR SEC GLOBAL NOTES,,8.75,2019-02-15,400.00,true,Ba3,2012-09-28,UP,Instrument,,Backed Senior Secured,,,,,,823104730,NRSRO,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Goodyear Tire & Rubber Company (The),5493002BI0S2ZQUY3437,Instrument,GTD SR NOTES,382550BE0,5.125,2023-11-15,1000.00,true,Ba3,2015-11-02,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,MDC - GMTN B.V.,,Instrument,GTD GLOBAL MTNS,55276VAC6,3.75,2016-04-20,750.00,true,WR,2016-04-20,WE,Instrument,,Backed Senior Unsecured,,,,822535721,NRSRO,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"Northern Oil and Gas, Inc",OKFF0PIZDDMNH4UCYE51,Instrument,GLOBAL NOTES,665531AB5,8.0,2020-06-01,300.00,true,Caa3,2016-03-18,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,"EL Investment Company, LLC",0V5453U14HDZO63CGH17,Instrument,1ST MTGE NOTES,29364WAS7,4.05,2023-09-01,325.00,true,A2,2014-01-31,UP,Instrument,,First Mortgage Bonds,,,,,,,,,,,,,,
Moody's Investors Service,2017-12-15,Corporate,Singtel Group Treasury Pte. Ltd.,,Instrument,GTD SINGAPORE BONDS,,3.4875,2020-04-08,600.00,false,Aa2,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,822031925,NRSRO,822031925,NRSRO,,,,,,,
