Gender,NameSet,GivenName,MiddleInitial,Surname,FullName
male,Hungarian,Elek,S,Német,Elek Német
female,French,Luce,V,Tremblay,Luce Tremblay
female,Ninja,Tomoshika,,,Tomoshika 
male,French,Onfroi,O,Courtemanche,Onfroi Courtemanche
female,Hungarian,Dorka,R,Orbán,Dorka Orbán
male,Persian,بیژن,ش,کلایی نسب,بیژن کلایی نسب
female,Ninja,Lukafuku,,,Lukafuku 
female,Scottish,Neave,S,Mitchell,Neave Mitchell
male,Finnish,Sebastian,K,Alen,Sebastian Alen
female,Dutch,Resa,J,Pijl,Resa Pijl
male,Czech,Jiří,B,Hrach,Jiří Hrach
female,Australian,Lilly,C,Sampson,Lilly Sampson
female,Finnish,Tuulikki,M,Ahokainen,Tuulikki Ahokainen
female,Slovenian,Anka,L,Hrnčič,Anka Hrnčič
female,Hispanic,Hermilda,K,Terán,Hermilda Terán
female,Ninja,Nokachichiki,,,Nokachichiki 
female,Ninja,Zukukachishikimiku,,,Zukukachishikimiku 
male,Igbo,Uwakwe,C,Tochukwu,Uwakwe Tochukwu
female,German,Petra,M,Bürger,Petra Bürger
male,Czech,Milan,D,Brázda,Milan Brázda
male,Hungarian,Csepel,J,Dávid,Csepel Dávid
female,Hispanic,Etel,M,Orozco,Etel Orozco
male,Hobbit,Flambard,M,Goldworthy,Flambard Goldworthy
male,Arabic,Jalal al Din,M,Seif,Jalal al Din Seif
male,Vietnamese,Hóa,Đ,Văn,Hóa Văn
male,England/Wales,Owen,K,Nelson,Owen Nelson
male,Thai,ทรรศน,ส,เลขขำ,ทรรศน เลขขำ
male,Japanese (Anglicized),Fumihiro,Y,Furukawa,Fumihiro Furukawa
male,Croatian,Želimir,M,Jovanović,Želimir Jovanović
male,Polish,Paweł,G,Sawicki,Paweł Sawicki
female,Croatian,Sunčana,R,Obad,Sunčana Obad
female,Chinese (Traditional),毓庭,思,周,毓庭 周
female,Russian,Stepanida,G,Seleznyova,Stepanida Seleznyova
female,Norwegian,Anna,I,Toft,Anna Toft
male,Hungarian,Marót,A,Halász,Marót Halász
female,England/Wales,Isabel,F,Nicholls,Isabel Nicholls
female,Klingon,L'Elij,R,Inagh,L'Elij Inagh
female,Igbo,Rapuluchukwu,I,Afamefuna,Rapuluchukwu Afamefuna
male,Hobbit,Bercilac,E,Sandyman,Bercilac Sandyman
male,Russian,Zinovy,C,Shubin,Zinovy Shubin
female,Hobbit,Mimosa,B,Proudfoot,Mimosa Proudfoot
female,Croatian,Slava,E,Brkić,Slava Brkić
female,Danish,Sandra,C,Lorenzen,Sandra Lorenzen
male,Japanese,延,小,鷲山,延 鷲山
male,Hungarian,Albert,I,Söröss,Albert Söröss
male,Igbo,Obiuto,A,Tochukwu,Obiuto Tochukwu
male,Italian,Felice,G,Milano,Felice Milano
female,Japanese,香,延,越沼,香 越沼
female,Italian,Ofelia,F,Romano,Ofelia Romano
female,Dutch,Anniko,T,Hofmans,Anniko Hofmans
male,Chechen (Latin),Shamsuddi,S,Timayev,Shamsuddi Timayev
male,Ninja,Tokukita,,,Tokukita 
male,German,Eric,K,Baum,Eric Baum
male,Chinese,Meng,L,Yang,Meng Yang
female,Hobbit,Peony,P,Hogpen,Peony Hogpen
female,Danish,Sarah,N,Jacobsen,Sarah Jacobsen
female,Polish,Jarosława,F,Michalska,Jarosława Michalska
male,Swedish,Khalid,E,Eriksson,Khalid Eriksson
male,Chinese (Traditional),振翔,晉,孟,振翔 孟
male,Danish,Simon,A,Thorsen,Simon Thorsen
male,Slovenian,Pašo,L,Jan,Pašo Jan
female,Vietnamese,Thùy,T,Ngô,Thùy Ngô
female,Hobbit,Rosa,N,Gamgee,Rosa Gamgee
female,Thai,สุชญารัศ,ค,แฝงปัญญา,สุชญารัศ แฝงปัญญา
male,Australian,Harrison,L,Tipping,Harrison Tipping
female,Hungarian,Zsofia,D,Sinko,Zsofia Sinko
male,Chinese,Song,L,Hsiung,Song Hsiung
male,Chinese (Traditional),俊傑,惠,陶,俊傑 陶
female,American,Antoinette,P,Fletcher,Antoinette Fletcher
male,Hobbit,Trahand,P,Underhill,Trahand Underhill
male,Slovenian,Ramo,C,Cenček,Ramo Cenček
female,Russian (Cyrillic),Сабина,И,Васильева,Сабина Васильева
female,Croatian,Marijana,G,Jovanović,Marijana Jovanović
female,Hispanic,Nabila,U,Alonso,Nabila Alonso
female,German,Lisa,L,Weissmuller,Lisa Weissmuller
female,Arabic,Sumayra,R,Morcos,Sumayra Morcos
female,Italian,Penelope,U,Iadanza,Penelope Iadanza
male,Slovenian,Zarjo,C,Collauti,Zarjo Collauti
male,Slovenian,Denys,D,Dugon,Denys Dugon
male,American,Gene,O,Wilbur,Gene Wilbur
female,Russian (Cyrillic),Гульназ,М,Алексе́ева,Гульназ Алексе́ева
female,Persian,آیسان,ب,خدابنده لو,آیسان خدابنده لو
male,Japanese (Anglicized),Kanya,T,Ishiyama,Kanya Ishiyama
female,England/Wales,Caitlin,E,Davison,Caitlin Davison
female,Japanese,皐,健,前浜,皐 前浜
female,Slovenian,Vasilija,Š,Gašparič,Vasilija Gašparič
female,Italian,Maria Rosa,S,Russo,Maria Rosa Russo
female,Russian (Cyrillic),Прасковья,Г,Голова́нова,Прасковья Голова́нова
male,Russian,Dmitry,B,Yudin,Dmitry Yudin
female,German,Nadine,M,Krueger,Nadine Krueger
female,Igbo,Daluchineke,C,Chinagorom,Daluchineke Chinagorom
female,Italian,Alessandra,R,Capon,Alessandra Capon
male,Dutch,Ahmed,H,Breuer,Ahmed Breuer
male,Slovenian,Aaron,S,Benedik,Aaron Benedik
female,Igbo,Munachiso,E,Chidalu,Munachiso Chidalu
female,Hungarian,Luca,S,Havasy,Luca Havasy
male,Brazil,Estevan,B,Cardoso,Estevan Cardoso
female,Dutch,Jory,P,Bouwman,Jory Bouwman
female,Ninja,Rinkimirikutataku,,,Rinkimirikutataku 
male,Hispanic,Agar,A,Ríos,Agar Ríos
female,Klingon,M'Vixis,N,Varnak,M'Vixis Varnak
male,Russian,Julius,G,Maslow,Julius Maslow
male,Chechen (Latin),Ayubkhan,K,Aslakhanov,Ayubkhan Aslakhanov
male,Thai,จิรชัย,ส,ธงชัย,จิรชัย ธงชัย
male,Eritrean,Hagos,K,Asmara,Hagos Asmara
female,Japanese,結衣,延,島津,結衣 島津
female,Greenland,Kristine,E,Jensen,Kristine Jensen
female,Icelandic,Kristinn,A,Héðinsdóttir,Kristinn Héðinsdóttir
male,Japanese (Anglicized),Yuukou,M,Hiraoka,Yuukou Hiraoka
male,Croatian,Andrija,D,Ćosić,Andrija Ćosić
female,Danish,Maja,D,Andreasen,Maja Andreasen
female,Slovenian,Pavlica,L,Ferligoj,Pavlica Ferligoj
female,Russian (Cyrillic),Василиса,М,Фролова,Василиса Фролова
male,Finnish,Åke,O,Lindberg,Åke Lindberg
female,Hungarian,Alberta,G,Szôllôs,Alberta Szôllôs
female,Danish,Lea,J,Svendsen,Lea Svendsen
male,Czech,Pavel,J,Koky,Pavel Koky
female,Chinese,Ting,K,Tu,Ting Tu
female,German,Ines,J,Baumgaertner,Ines Baumgaertner
female,Japanese (Anglicized),Aiko,Y,Sanu,Aiko Sanu
female,Italian,Sabrina,G,Fiorentini,Sabrina Fiorentini
female,Hobbit,Asphodel,E,Chubb-Baggins,Asphodel Chubb-Baggins
male,Finnish,August,R,Hahli,August Hahli
female,Norwegian,Ingvild,M,Bergum,Ingvild Bergum
female,England/Wales,Isabelle,B,Macdonald,Isabelle Macdonald
female,Japanese (Anglicized),Nonoe,S,Kobayashi,Nonoe Kobayashi
male,Swedish,Tristan,S,Carlsson,Tristan Carlsson
male,Swedish,Ragnar,N,Ekström,Ragnar Ekström
female,Russian (Cyrillic),Наталья,А,Богданова,Наталья Богданова
male,Croatian,Rudolf,B,Šimić,Rudolf Šimić
male,Persian,فرهنگ,پ,طاهباز,فرهنگ طاهباز
female,Igbo,Ifunanya,M,Mamelu,Ifunanya Mamelu
female,Finnish,Tyyne,T,Salmela,Tyyne Salmela
male,Hungarian,Arnold,B,Turi,Arnold Turi
female,Hispanic,Rogelia,A,Ballesteros,Rogelia Ballesteros
female,Japanese,久美子,健,角掛,久美子 角掛
female,Swedish,Nova,T,Sundberg,Nova Sundberg
male,Scottish,Marc,K,Wright,Marc Wright
male,Hispanic,Odilón,Z,Calderón,Odilón Calderón
male,Hobbit,Togo,P,Brownlock,Togo Brownlock
male,Czech,Ondřej,Z,Pavelka,Ondřej Pavelka
female,Thai,ดาวประกาย,ค,มาอยู่,ดาวประกาย มาอยู่
male,Croatian,David,Š,Marić,David Marić
male,Italian,Orazio,B,Iadanza,Orazio Iadanza
female,Dutch,Beatrix,A,Teurlings,Beatrix Teurlings
male,Thai,คณาเดช,ฐ,โพธิ์สม,คณาเดช โพธิ์สม
male,England/Wales,Joseph,A,Sheppard,Joseph Sheppard
female,Arabic,Nabeeha,L,Harb,Nabeeha Harb
female,Brazil,Clara,M,Cardoso,Clara Cardoso
male,England/Wales,Elliot,T,Joyce,Elliot Joyce
male,Russian,Ildar,I,Baryshnikov,Ildar Baryshnikov
male,Chechen (Latin),Alvi,K,Melikov,Alvi Melikov
male,Hispanic,Claro,A,Adame,Claro Adame
female,Swedish,Lena,T,Bergman,Lena Bergman
male,French,Mason,S,Sylvain,Mason Sylvain
male,Russian,Malik,I,Alexandrov,Malik Alexandrov
female,Russian,Olympics,E,Konovalova,Olympics Konovalova
male,Russian (Cyrillic),Эльдар,Н,Артёмов,Эльдар Артёмов
male,Scottish,Cormac,J,Johnston,Cormac Johnston
female,Eritrean,Roma,T,Negassi,Roma Negassi
female,Hobbit,Malva,D,Longhole,Malva Longhole
female,Finnish,Olga,V,Varvio,Olga Varvio
male,Italian,Valerio,M,De Luca,Valerio De Luca
male,American,James,H,Teixeira,James Teixeira
female,Hispanic,Mailin,A,Ordóñez,Mailin Ordóñez
female,Persian,مهناز,خ,صانعی,مهناز صانعی
male,Norwegian,Simen,A,Skogsrud,Simen Skogsrud
female,Norwegian,Johanne,S,Duong,Johanne Duong
male,Igbo,Chukwuemeka,U,Chikezie,Chukwuemeka Chikezie
male,Thai,ทวิญ,ส,กลั่นสกุล,ทวิญ กลั่นสกุล
female,Persian,دریا,ن,غایی,دریا غایی
female,Chechen (Latin),Selina,K,Shishani,Selina Shishani
male,Hispanic,Karl,Z,Cruz,Karl Cruz
male,Hungarian,Lantos,M,Gyenis,Lantos Gyenis
male,Italian,Azeglio,A,Udinesi,Azeglio Udinesi
male,Persian,روزبه,گ,تاجیک,روزبه تاجیک
female,Klingon,Kama,N,K'Tal,Kama K'Tal
male,Hispanic,Ganix,A,Ávila,Ganix Ávila
female,Hungarian,Florka,F,Faragó,Florka Faragó
male,Icelandic,Kjartan,J,Sigfinnsson,Kjartan Sigfinnsson
male,Norwegian,Matheo,A,Nordeide,Matheo Nordeide
female,Icelandic,Þórhalla,M,Jensdóttir,Þórhalla Jensdóttir
male,Persian,فرشاد,آ,علیزاده,فرشاد علیزاده
female,Hispanic,Ursina,C,Santiago,Ursina Santiago
male,Slovenian,Vilko,R,Dimitrievski,Vilko Dimitrievski
female,Chechen (Latin),Kurzhan,V,Barsukov,Kurzhan Barsukov
female,Chinese,Shuang,D,Chiang,Shuang Chiang
female,Slovenian,Sajda,E,Prelesnik,Sajda Prelesnik
female,Croatian,Sofija,M,Kralj,Sofija Kralj
male,Danish,Sebastian,I,Sørensen,Sebastian Sørensen
female,German,Christina,D,Lemann,Christina Lemann
male,Scottish,Dylan,L,Wood,Dylan Wood
male,Finnish,Manu,H,Rosberg,Manu Rosberg
male,Eritrean,Habte,A,Tewolde,Habte Tewolde
female,Danish,Andrea,A,Frandsen,Andrea Frandsen
female,Hobbit,Mirabella,M,Bolger-Baggins,Mirabella Bolger-Baggins
female,Slovenian,Ivana Milena,M,Lisica,Ivana Milena Lisica
male,Chinese (Traditional),敬堯,慧,王,敬堯 王
female,French,Crescent,F,Deniger,Crescent Deniger
male,Hispanic,Agustín,L,Patino,Agustín Patino
male,Danish,Emil,M,Thomsen,Emil Thomsen
male,Persian,جاوید,آ,بنفشه خواه,جاوید بنفشه خواه
female,Brazil,Ana,B,Azevedo,Ana Azevedo
female,Chinese (Traditional),子歆,羽,邵,子歆 邵
female,Vietnamese,Luyến,Q,Liễu,Luyến Liễu
male,Russian,Chariton,Y,Azarov,Chariton Azarov
male,Hobbit,Ansegar,P,Brandybuck,Ansegar Brandybuck
male,Eritrean,Abel,S,Nebay,Abel Nebay
male,Chinese,Fai,C,Chien,Fai Chien
female,Croatian,Kata,H,Poljak,Kata Poljak
male,Czech,Ivo,J,Rotter,Ivo Rotter
male,Chechen (Latin),Zubair,A,Kadiev,Zubair Kadiev
female,Klingon,J'Gira,K,Gorv,J'Gira Gorv
female,American,Carole,C,Redden,Carole Redden
male,Arabic,Ra'if,I,Abadi,Ra'if Abadi
female,Persian,نازیلا,ش,کلبعلی,نازیلا کلبعلی
female,Danish,Mia,M,Jørgensen,Mia Jørgensen
female,Eritrean,Mariam,T,Sayid,Mariam Sayid
female,Ninja,Jishikamiku,,,Jishikamiku 
male,England/Wales,Logan,C,Banks,Logan Banks
male,Hobbit,Minto,R,Maggot,Minto Maggot
female,Japanese (Anglicized),Naruha,S,Kokura,Naruha Kokura
female,Australian,Caitlyn,J,Honner,Caitlyn Honner
female,Arabic,'Adilah,F,Kalb,'Adilah Kalb
male,Norwegian,Tobias,S,Hagen,Tobias Hagen
female,Persian,سیمین,س,افغانی,سیمین افغانی
male,Scottish,Donald,G,Munro,Donald Munro
female,Thai,สุนงค์เยาว์,ท,พุทธิระ,สุนงค์เยาว์ พุทธิระ
male,Hispanic,Apeles,M,Huerta,Apeles Huerta
female,Eritrean,Mariam,Y,Muhammed,Mariam Muhammed
male,Czech,Rudolf,J,Böhm,Rudolf Böhm
male,Scottish,Benjamin,T,Burns,Benjamin Burns
female,Czech,Adéla,Z,Procházková,Adéla Procházková
male,Chechen (Latin),Khoza,B,Melikov,Khoza Melikov
male,Klingon,Ka'Ath,T,Mentori,Ka'Ath Mentori
female,Greenland,Petrine,M,Mathiassen,Petrine Mathiassen
female,Hobbit,Chica ,R,Brandagamba,Chica  Brandagamba
male,Australian,Adam,M,Selwyn,Adam Selwyn
male,Russian,Muslim,L,Kirillov,Muslim Kirillov
female,Arabic,Nawrah,F,Bazzi,Nawrah Bazzi
male,Eritrean,Kifle,H,Yonas,Kifle Yonas
female,Arabic,Nudhar,N,Halabi,Nudhar Halabi
female,Icelandic,Dóra,B,Atladóttir,Dóra Atladóttir
female,Klingon,Aperokei,G,Kordem,Aperokei Kordem
male,Vietnamese,Thoại,T,Nguyễn,Thoại Nguyễn
female,Brazil,Marisa,A,Barros,Marisa Barros
male,Danish,Valdemar,S,Toft,Valdemar Toft
male,American,Robert,T,Nino,Robert Nino
male,Brazil,Miguel,R,Souza,Miguel Souza
male,Eritrean,Yonas,A,Futsum,Yonas Futsum
male,Greenland,Kristian,E,Sørensen,Kristian Sørensen
male,Czech,Jiří,L,Boháč,Jiří Boháč
female,Slovenian,Lorella,L,Budal,Lorella Budal
male,American,Miguel,D,Dixon,Miguel Dixon
male,Norwegian,Leander,M,Hassan,Leander Hassan
female,German,Leonie,M,Hoover,Leonie Hoover
female,Slovenian,Luigia,M,Seršen,Luigia Seršen
female,Czech,Lenka,M,Richterová,Lenka Richterová
male,Finnish,Frans,A,Kottila,Frans Kottila
female,Igbo,Chiekwugo,C,Ndukaku,Chiekwugo Ndukaku
female,Russian (Cyrillic),Анжела,Г,Логинова,Анжела Логинова
female,Chinese,Xiaoming,B,Wang,Xiaoming Wang
male,Greenland,David,O,Lynge,David Lynge
female,Hispanic,Pimpinela,L,Verdugo,Pimpinela Verdugo
male,Danish,Malthe,E,Laursen,Malthe Laursen
female,Greenland,Laila,S,Fleischer,Laila Fleischer
female,Hobbit,Asphodel,F,Took,Asphodel Took
male,Czech,Martin,J,Kupčík,Martin Kupčík
female,Hungarian,Kati,R,Lengyel,Kati Lengyel
male,Igbo,Chibueze,C,Chimaijem,Chibueze Chimaijem
female,Swedish,Tone,T,Mårtensson,Tone Mårtensson
male,Brazil,Igor,R,Ribeiro,Igor Ribeiro
male,Italian,Ovidio,B,Milanesi,Ovidio Milanesi
male,Ninja,Tekatokikuta,,,Tekatokikuta 
female,American,Jessica,J,Reid,Jessica Reid
male,Thai,กิด,ช,ศรีพลเละ,กิด ศรีพลเละ
male,American,Arthur,L,Montgomery,Arthur Montgomery
female,Igbo,Onyeorulu,Z,Sopuluchi,Onyeorulu Sopuluchi
female,Italian,Sabrina,A,Lombardo,Sabrina Lombardo
male,Japanese,健太,桜,猪木,健太 猪木
female,Danish,Karla,J,Johansen,Karla Johansen
female,Hobbit,Tanta,M,Gamgee,Tanta Gamgee
female,French,Valentine,C,Dumont,Valentine Dumont
male,Finnish,Miikka,J,Kiviniitty,Miikka Kiviniitty
female,French,Eugenia,O,Lapointe,Eugenia Lapointe
female,Igbo,Onyinyechukwuka,C,Dike,Onyinyechukwuka Dike
female,Hungarian,Marcsa,S,Gerô,Marcsa Gerô
female,Hispanic,Natalya,R,Santacruz,Natalya Santacruz
male,Ninja,Meikitatakikarin,,,Meikitatakikarin 
male,Danish,Adam,S,Iversen,Adam Iversen
male,Persian,کیومرث,ز,دلدار نسب,کیومرث دلدار نسب
male,Norwegian,Joseph,M,Lie,Joseph Lie
female,Finnish,Leila,K,Lindström,Leila Lindström
male,German,Lukas,K,Theiss,Lukas Theiss
female,Thai,ลดา,ช,ขันตี,ลดา ขันตี
female,Icelandic,Hrund,R,Ólafsdóttir,Hrund Ólafsdóttir
male,Russian,Rafik,H,Borodin,Rafik Borodin
male,Slovenian,Stefan,E,Chicco,Stefan Chicco
male,Klingon,Kerge,K,Konjah,Kerge Konjah
female,Polish,Brygida,A,Grabowska,Brygida Grabowska
male,Klingon,Maglus,A,Edronh,Maglus Edronh
female,Czech,Eva,D,Olahová,Eva Olahová
female,Danish,Sarah,V,Olsen,Sarah Olsen
female,Hobbit,Diamond,B,Hogpen,Diamond Hogpen
male,Klingon,Kho'chi,B,Edronh,Kho'chi Edronh
female,Japanese (Anglicized),Fusae,C,Yokoi,Fusae Yokoi
male,Igbo,Ikedinachukwu,C,Tobenna,Ikedinachukwu Tobenna
female,Ninja,Rinkashijikashikuchi,,,Rinkashijikashikuchi 
male,Croatian,Branislav,I,Grubišić,Branislav Grubišić
male,Vietnamese,Ngộ,T,Kim,Ngộ Kim
female,Scottish,Amira,C,Dickson,Amira Dickson
male,Japanese (Anglicized),Akira,H,Niita,Akira Niita
male,England/Wales,Louie,P,Skinner,Louie Skinner
female,Persian,نوش آفرین,پ,میرهاشمی,نوش آفرین میرهاشمی
female,Russian (Cyrillic),Маргарита,К,Токарева,Маргарита Токарева
male,Ninja,Jikumoshijiku,,,Jikumoshijiku 
male,Greenland,Jakob,P,Zeeb,Jakob Zeeb
male,Ninja,Mirikashitakuari,,,Mirikashitakuari 
female,Hungarian,Gitta,V,Tury,Gitta Tury
female,Slovenian,Mirella,A,Žišt,Mirella Žišt
female,Japanese (Anglicized),Minako,T,Kunai,Minako Kunai
female,Klingon,L'Tali,B,Messesh,L'Tali Messesh
female,Russian (Cyrillic),Маргарита,Л,Анкуди́нова,Маргарита Анкуди́нова
female,German,Franziska,K,Zimmer,Franziska Zimmer
male,Chechen (Latin),Alauddin,E,Barsukov,Alauddin Barsukov
female,Czech,Věra,F,Hajná,Věra Hajná
female,Brazil,Fernanda,C,Sousa,Fernanda Sousa
male,Finnish,Jonne,K,Niva,Jonne Niva
male,Icelandic,Þormar,F,Hjálmtýsson,Þormar Hjálmtýsson
female,Igbo,Chiabuotu,I,Nwagugheuzo,Chiabuotu Nwagugheuzo
male,Greenland,Jørgen,P,Karlsen,Jørgen Karlsen
female,England/Wales,Abby,M,Hall,Abby Hall
male,Russian,Vladimir,C,Volodin,Vladimir Volodin
female,Klingon,Rena,M,Surn,Rena Surn
male,England/Wales,Nicholas,A,Duffy,Nicholas Duffy
male,Japanese,孝,美,小花,孝 小花
male,German,Thomas,S,Schreiber,Thomas Schreiber
male,Icelandic,Valgarður,H,Grétarsson,Valgarður Grétarsson
male,German,Ralf,S,Becker,Ralf Becker
male,Danish,Valdemar,B,Simonsen,Valdemar Simonsen
female,Igbo,Chidumaga,C,Odinakachi,Chidumaga Odinakachi
male,Igbo,Igwebuike,C,Chiazagomekpere,Igwebuike Chiazagomekpere
female,Japanese (Anglicized),Kinue,T,Senda,Kinue Senda
male,England/Wales,Reece,P,Moss,Reece Moss
male,Australian,Joel,M,Collie,Joel Collie
female,Australian,Laura,B,Grimley,Laura Grimley
male,Icelandic,Sigurfinnur,J,Hallbergsson,Sigurfinnur Hallbergsson
female,Arabic,A'mal,N,Moghadam,A'mal Moghadam
male,Italian,Filippo,R,Fallaci,Filippo Fallaci
male,Czech,Zdeněk,P,Malý,Zdeněk Malý
female,Czech,Lenka,J,Potužáková,Lenka Potužáková
female,Chinese,Tao,Y,Chia,Tao Chia
male,Vietnamese,Phục,S,Lạc,Phục Lạc
female,Hobbit,Rosa,T,Hayward,Rosa Hayward
male,England/Wales,Henry,S,Walters,Henry Walters
male,Japanese,進,慶,岩下,進 岩下
female,Vietnamese,Hiền,T,Tôn,Hiền Tôn
female,Australian,Kayla,J,Caesar,Kayla Caesar
male,Scottish,Elijah,D,McIntyre,Elijah McIntyre
female,Ninja,Rinkashikika,,,Rinkashikika 
female,Chinese,Ju,K,T'an,Ju T'an
male,Chinese (Traditional),致堯,心,馮,致堯 馮
male,Polish,Frydrych,M,Nowicki,Frydrych Nowicki
female,Chinese,Li Qin,F,Yü,Li Qin Yü
male,American,David,M,Sims,David Sims
male,Chechen (Latin),Timirbulat,A,Godina,Timirbulat Godina
male,Greenland,Malik,B,Lange,Malik Lange
female,Dutch,Nikky,J,Goudsblom,Nikky Goudsblom
male,Scottish,Jaxon,S,Aitken,Jaxon Aitken
female,Igbo,Gboliwe,A,Chizuoke,Gboliwe Chizuoke
male,Swedish,Amar,G,Jonsson,Amar Jonsson
male,Hispanic,Robertino,C,Nava,Robertino Nava
female,Arabic,Amani,T,Nassar,Amani Nassar
male,Scottish,Billy,T,Davidson,Billy Davidson
female,Klingon,R'Nona,P,Nivalli,R'Nona Nivalli
female,Hispanic,Cochi,F,Ruiz,Cochi Ruiz
male,Chinese,De,L,Wu,De Wu
female,Hobbit,Pansy,B,Longhole,Pansy Longhole
male,Dutch,Edmond,M,Jobse,Edmond Jobse
male,Scottish,Tomasz,S,Christie,Tomasz Christie
female,Croatian,Mirela,D,Horvatinčić,Mirela Horvatinčić
male,Eritrean,Luwam,S,Mehari,Luwam Mehari
male,Danish,Albert,I,Poulsen,Albert Poulsen
female,French,Emmeline,M,Sirois,Emmeline Sirois
female,Dutch,Naima,A,Krekels,Naima Krekels
female,Japanese,桐子,一,鬼海,桐子 鬼海
female,Hungarian,Zigana,O,Benkö,Zigana Benkö
male,Chinese (Traditional),世一,錦,崔,世一 崔
male,Chinese (Traditional),佳樺,婷,丁,佳樺 丁
female,Scottish,Ashley,D,Alexander,Ashley Alexander
female,Czech,Simona,G,Kadlčková,Simona Kadlčková
male,Ninja,Chirimorinkaari,,,Chirimorinkaari 
female,England/Wales,Tia,S,Whittaker,Tia Whittaker
female,Australian,Ellie,A,Whitfield,Ellie Whitfield
male,Australian,Jayden,D,Mehaffey,Jayden Mehaffey
female,Klingon,G'Koli,K,Trimori,G'Koli Trimori
female,Croatian,Tuga,D,Bosanac,Tuga Bosanac
female,Eritrean,Fre-weini,A,Elias,Fre-weini Elias
male,Scottish,Torin,S,Duncan,Torin Duncan
female,Vietnamese,Vui,T,Đoàn,Vui Đoàn
female,Croatian,Miroslava,J,Babić,Miroslava Babić
female,Hungarian,Boglárka,V,Vigh,Boglárka Vigh
male,Klingon,Korras,B,Hurgas,Korras Hurgas
male,Dutch,Giomar,R,Wetzels,Giomar Wetzels
female,Russian,Rice,G,Kazakova,Rice Kazakova
female,Norwegian,Sofia,O,Jørgensen,Sofia Jørgensen
female,Thai,ศิริพาพร ,ท,บำรุงสำราญ,ศิริพาพร  บำรุงสำราญ
male,American,Michael,G,Dotson,Michael Dotson
female,Norwegian,Klara,J,Nordvik,Klara Nordvik
male,Polish,Cezar,M,Wysocki,Cezar Wysocki
male,Thai,คริสมาศ,ฑ,วงศ์มณี,คริสมาศ วงศ์มณี
female,Croatian,Diana,D,Jozić,Diana Jozić
male,Scottish,Jai,C,Johnston,Jai Johnston
female,American,Lisa,H,Rishel,Lisa Rishel
female,Hobbit,Pansy,F,Mugwort,Pansy Mugwort
male,Icelandic,Ingimundur,Á,Gylfason,Ingimundur Gylfason
male,Hungarian,Zoltán,C,Forgách,Zoltán Forgách
male,Igbo,Nwagugheuzo,C,Nebechukwu,Nwagugheuzo Nebechukwu
male,Polish,Marik,R,Rutkowski,Marik Rutkowski
female,Slovenian,Maya,P,Puškaš,Maya Puškaš
male,Finnish,Hannes,T,Kaurismäki,Hannes Kaurismäki
