ACCOUNT NAME,ACTIVE,VEHICLE INFORMATION COMPLETE,BIC NUMBER,BIC PLATE NUMBER,DMV PLATE NUMBER,VEHICLE VIN,VEHICLE BODY TYPE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE YEAR,VEHICLE ENGINE MAKE,VEHICLE ENGINE HORSEPOWER,VEHICLE FUEL TYPE,VEHICLE GROSS VEHICLE WEIGHT,VEHICLE GROSS VEHICLE WEIGHT RATING (GVWR),VEHICLE HAS SIDE GUARD,VEHICLE OWNERSHIP TYPE,VEHICLE ANNUAL MILES TRAVELED IN LAST YEAR,EXPORT DATE
24 SEVEN PLUMBING INC.,true,true,BIC-4117,R05328,90312ME,JALE5J164F7901595,Dump Truck,Isuzu,NQR,2015,ISUZU,215,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
24 SEVEN PLUMBING INC.,true,true,BIC-4117,R07446,37773MK,4GTM7F1317F700706,Dump Truck,Isuzu,FVR,2007,ISUZU,215,Diesel,"33,001 lbs. or greater","Class 5: (16,001- 19,500 lbs.)",No,Leased,,
24 SEVEN PLUMBING INC.,true,true,BIC-4117,R02192,36889JU,1HTZZAAN45J036078,Dump Truck,International,7300,2005,INTERNATIONAL,225,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,9000,
"3 GUYS TRUCKING USA, INC.",true,false,BIC-492396 | BIC-483319,R07204,62225MC,2WLPCD2H5YK962124,,Western Star,,2000,,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,,,
"3 GUYS TRUCKING USA, INC.",true,false,BIC-492396 | BIC-483319,R077205,58187MK,1M2P267C8SM024890,,Mack,600 RD600,1995,,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,,,
3 L. BROS. CORP.,true,false,BIC-946,R02941,39268JG,3FRXF7FE7BV565660,,Ford,F750 SUPER DUTY,2011,,,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",,,,
3 L. BROS. CORP.,true,false,BIC-946,R-7669,47855JX,2NKMLN9X68M224229,,Kenworth,,2007,CUMMINS,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,Owned,,
"3J'S RESTORATION, INC.",true,true,BIC-2649,R-9513,16702JW,2NKMHZ7X77M198556,Dump Truck,Kenworth,T700,2007,KENWORTH,720,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
58A JVD INDUSTRIES LTD.,true,true,BIC-485179,R04763,57288JW,2M2AM24C9KC001163,Dump Truck,Mack,600 RB600,1989,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,22,
58A JVD INDUSTRIES LTD.,true,true,BIC-485179,R06530,84075MJ,1NKZXPTX6HJ172171,Dump Truck,Kenworth,T880,2017,PACCAR,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
58A JVD INDUSTRIES LTD.,true,true,BIC-485179,R06531,41699MH,3HAMMMMMXFL575157,Dump Truck,International,MA025,2015,CUMMINS,185,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
7TH STAR RENOVATION INC.,true,true,BIC-3864,R06540,11643MB,1FDAX56P84EB54218,Dump Truck,Ford,F550,2004,FORD,6,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"A-TECH CONCRETE COMPANY, INC.",true,false,BIC-494492,R07621,AM733A,1NKDXBEX59J242173,Truck,Kenworth,,2009,,,Diesel,"33,001 lbs. or greater",,,,,
8 AVE DEBRIS REMOVAL INC.,true,true,BIC-4342,R02541,98670MB,1FBSS31L13HB31395,Van,Ford,ECONOLINE E350,2003,FORD,3500,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
8 SPEED INC.,true,false,BIC-2961,R00367,71662KA,JL6FJM1E55K006517,,Mitsubishi,,2005,MITSUBISHI,,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",,Owned,,
8 SPEED INC.,true,false,BIC-2961,R08140,17342MM,1NKDX4EX6DJ341525,Dump Truck,Kenworth,,2013,,,Diesel,"33,001 lbs. or greater",,,,,
8 SPEED INC.,true,false,BIC-2961,R07487,68281MK,1M2AX09C9CM011715,Dump Truck,Mack,,2012,,,Diesel,"33,001 lbs. or greater",,,,,
A & B RECYCLING INC,true,false,BIC-497895,R08266,XGZY59,4V5JCBME4TR852381,Truck,,,1996,,,,"33,001 lbs. or greater",,,,,
"A & G PLASTERING AND TILE, CORP.",true,false,BIC-3302,R-7942,89461JW,JL6CCG1S37K017829,,Mitsubishi,,2007,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
"A & I DEVELOPERS, INC.",true,true,BIC-489817,R06025,81228MH,JNAPA80HX6AK55096,Box Truck,Nissan-UD,2600,2006,HINO MOTORS,230,Diesel,"19,501 - 26,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,3000,
A & J LANDSCAPING OF STATEN ISLAND INC.,true,true,BIC-1683,R-8610,13515JC,1FDAX56F52EC51137,Dump Truck,Ford,F550 SUPER DUTY,2002,CATERPILLER,350,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,5000,
A & J LANDSCAPING OF STATEN ISLAND INC.,true,true,BIC-1683,R-8609,21622JX,1GDE4E12X6F413472,Dump Truck,GMC,C4500 C4E042,2006,DMAX,400,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,5000,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-7981,97635JW,JL6HKJ1E38K005813,Box Truck,Mitsubishi,FK62F,2008,MITSUBISHI,240,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-7647,80998MH,1HTTXAHN8AJ243486,Tank,International,7600,2010,CUMMINS,330,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-9394,56223MC,5PVNE8JV5D4S52857,Box Truck,Hino,HINO 268,2013,HINO MOTORS,260,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-7987,83735JN,2FZAATBS34AM60378,Tank,Sterling,L7500,2004,CUMMINS,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,1000,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-7986,18414MA,1M2K182C12M008997,Tank,Mack,600 MR600,2002,MACK,460,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,0,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-7984,65194JV,JNAPA80H67AN60208,Box Truck,Nissan-UD,2600,2007,NISSAN,230,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,11700,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-9223,62283MB,1M2AX09C5CM014644,Tank,Mack,700 GU,2012,MACK,434,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L11274,49906MJ,4V5KC9EH2GN973834,Tank,Volvo,VDH,2016,VOLVO,474,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-7980,35412PC,1HTTXAHN29J121380,Tank,International,7600,2009,CUMMINS,330,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L-7243,84445JY,JNAPA81H58AN70115,Box Truck,Nissan-UD,UD2600,2008,NISSAN,245,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L10473,19964MH,JHHHDM2H0GK001954,Tank,Hino,XJC710,2016,HINO MOTORS,210,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L10472,19965MH,5PVNJ8JT1G4S56886,Box Truck,Hino,268,2016,HINO MOTORS,260,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L11395,79187MK,JHHHDM2H0JK002951,Tank,Hino,XJC710,2018,HINO MOTORS,210,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L11930,43883ML,5PVNJ8JT9K4S58779,Box Truck,Hino,268A,2019,HINO MOTORS,230,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,12/18/2018
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L11932,94317ML,4V5KC9EH8KN214355,Tank,Volvo,VHD64F300,2019,VOLVO,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,12/18/2018
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L11931,89740ML,JHHHDM2H8KK003668,Tank,Hino,195,2019,HINO MOTORS,210,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,12/18/2018
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L11302,16820MG,JHHHDM2H3HK002291,Tank,Hino,XJC710,2017,HINO MOTORS,210,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
A & L CESSPOOL SERVICE CORP.,true,true,BIC-775 | TS-43,L11042,23948MJ,5PVNJ8JT8H4S57969,Box Truck,Hino,268,2017,HINO MOTORS,260,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
A & M CARTING INC.,true,false,BIC-485180,R08211,54961ML,1GCFG15X481198167,,Chevrolet,,2008,,,Gas,"14,001 - 16,000 lbs.",,,,,
A & M CARTING INC.,true,true,BIC-485180,R05602,45002MH,1FDAF56R88ED11045,Roll-off Truck,Ford,F-550,2008,FORD,440,Diesel,"19,501 - 26,000 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
"A & M IMBRIANO LANDSCAPING, INC.",true,false,BIC-1944,R04895,39943JV,1GC2KVCG3DZ364553,,Chevrolet,,2013,,,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",,,,
"A & V ENTERPRISE, INC.",true,true,BIC-485073,R06656,11630MK,1NKZX4TX9HJ156965,Dump Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"19,501 - 26,000 lbs.","Class 8 (33,001 lbs. or greater)",No,Financed,,
"A & V ENTERPRISE, INC.",true,true,BIC-485073,R07592,23248ML,1NKZX4TX2JJ18903,Dump Truck,Kenworth,T880,2018,CUMMINS,500,Diesel,"19,501 - 26,000 lbs.","Class 8 (33,001 lbs. or greater)",No,Financed,,
"A & V ENTERPRISE, INC.",true,true,BIC-485073,R04684,17548MG,1NKWXBTX45J071065,Dump Truck,Kenworth,W900,2005,CATERPILLER,475,Diesel,"19,501 - 26,000 lbs.","Class 8 (33,001 lbs. or greater)",No,Owned,5434,
A I N CONTRACTING CORP.,true,true,BIC-494288,R07498,89471MK,1FD0W5HT3HEC68660,Dump Truck,Ford,F550,2017,FORD,330,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Financed,,
A MALEK CONTRACTING LLC,true,true,BIC-499479 | BIC-490097,L10875,51748MH,1FTSE34L78DA11615,Van,Ford,ECONOLINE E350,2008,FORD,235,Gas,"< 6,000 lbs.","Class 1: (<6,000 lbs)",No,Owned,,
A MALEK CONTRACTING LLC,true,true,BIC-499479 | BIC-490097,L10877,51747MH,1FTSE34L57DA14642,Van,Ford,ECONOLINE E350,2007,FORD,235,Gas,"< 6,000 lbs.","Class 1: (<6,000 lbs)",No,Owned,,
A PLUS CONCRETE AND PAVERS GROUP LLC,true,false,BIC-3221,R-7982,33399JZ,1FDAX56F42EC82346,,Ford,F550 SUPER DUTY,2002,FORD,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,Owned,,
A PLUS CONCRETE AND PAVERS GROUP LLC,true,false,BIC-3221,R08425,33354JZ,1HTSCAAL6XH593456,Dump Truck,International,,1999,,,Diesel,"33,001 lbs. or greater",,,,,12/14/2018
A REAL ADVANTAGE INC.,true,true,BIC-4013,R01377,19133MA,1HTSCABK4XH676003,Dump Truck,International,4700,1999,INTERNATIONAL,270,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,3500,
A REAL ADVANTAGE INC.,true,true,BIC-4013,R01379,18501MA,1M2B198C7JM003881,Roll-off Truck,Mack,600 DM600,1988,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,3500,
A REAL ADVANTAGE INC.,true,true,BIC-4013,R05408,59127MA,2WLNCDBE3WK951651,Roll-off Truck,Western Star,Constellation,1998,CATERPILLER,375,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,3500,
A S M CONSTRUCTION OF NY CORP.,true,false,BIC-4162,R06804,57783MC,1FD0X5HT4GEC88265,Dump Truck,Ford,,2016,,,Diesel,"16,001 - 19,500 lbs.",,,,,
A V B TRUCKING CORP,true,false,BIC-488438,R07434,AT814,3ALMGND60GDGW3828,Truck,Freightliner,,2016,,,Diesel,"33,001 lbs. or greater",,,,,
A V B TRUCKING CORP,true,false,BIC-488438,R08214,AU518M,1NKZX4TX4KJ255121,Dump Truck,Kenworth,,2019,,,Diesel,"33,001 lbs. or greater",,,,,
A V B TRUCKING CORP,true,false,BIC-488438,R08213,AU220N,1NKZX4TXXKJ258427,Dump Truck,Kenworth,,2019,,,Diesel,"33,001 lbs. or greater",,,,,
A V B TRUCKING CORP,true,false,BIC-488438,R05441,AU610C,1NPFXBTX44D835343,,,,2004,,,,,,,,,
A&D ENTRANCES LLC,true,false,BIC-492387,R07102,75444MD,JALE5W167E7301665,Dump Truck,Isuzu,,2014,,,Diesel,"16,001 - 19,500 lbs.",,,,,
A&L LANDSCAPING INC.,true,true,BIC-489830,R05912,24891MH,1FTRE14W0YHA32800,Van,Ford,ECONOLINE E150,2000,FORD,141,Gas,"6,001 - 10,000 lbs.","Class 1: (<6,000 lbs)",No,Owned,,
A&M GARDENING SERVICE INC.,true,true,BIC-31,R-7829,JX4118,1GBJC34K4PE126081,Dump Truck,Chevrolet,3500,1993,GENERAL MOTORS,190,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
"A&S LANDSCAPE DESIGN & CONSULTING, INC.",true,true,BIC-4453,R02838,18578MC,1GBE4E1206F414820,Dump Truck,Chevrolet,C4E,2006,CHEVROLET,300,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,10000,
"A&S LANDSCAPE DESIGN & CONSULTING, INC.",true,true,BIC-4453,R02839,62233MC,3FRNX65254V617859,Dump Truck,Ford,F650 SUPER DUTY,2004,CATERPILLER,300,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,10000,
"A&S LANDSCAPE DESIGN & CONSULTING, INC.",true,true,BIC-4453,R05717,15944MJ,1FD0X5HT3GEB35179,Dump Truck,Ford,dump,2016,FORD,300,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
"A-ONE LANDSCAPING MANAGEMENT, INC.",true,true,BIC-3259,R-7864,48812MD,JHBFB152XN1T10122,Dump Truck,Hino,FB MODEL,1992,HINO MOTORS,150,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"A-TECH CONCRETE COMPANY, INC.",true,false,BIC-494492,R07620,XK887X,1GDE4E1226F428516,Truck,GMC,,2006,,,Diesel,"16,001 - 19,500 lbs.",,,,,
"A-TECH CONCRETE COMPANY, INC.",true,false,BIC-494492,R08050,AE273S,4V2SCBJE9KU504349,Truck,White-GMC-Volvo,,1989,,,Diesel,"33,001 lbs. or greater",,,,,
"A-TECH CONCRETE COMPANY, INC.",true,false,BIC-494492,R07622,AM732A,1NKDXBTX69J242069,Truck,Kenworth,,2009,,,Diesel,"33,001 lbs. or greater",,,,,
A. BIANCO LANDSCAPING INC.,true,true,BIC-3737,R05624,91959MH,1FVACXCY4GHGY4396,Roll-off Truck,Freightliner,M160,2016,CUMMINS,250,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Financed,,
A. BIANCO LANDSCAPING INC.,true,true,BIC-3737,R04983,12871MG,1FD8X3H60FEC92619,Dump Truck,Ford,F350 SUPER DUTY,2015,FORD,225,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Financed,,
A. BIANCO LANDSCAPING INC.,true,true,BIC-3737,R02411,52599JR,1GDJK74K19E108822,Dump Truck,GMC,SIERRA K3500,2012,GMC,250,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
A. BIANCO LANDSCAPING INC.,true,true,BIC-3737,R02832,25239JL,1GD422CGXBF203201,Dump Truck,GMC,SIERRA K3500,2009,GMC,225,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
A. BIANCO LANDSCAPING INC.,true,true,BIC-3737,R-9853,87731JS,1GDJ6C1C55F510499,Dump Truck,GMC,C6500 C6C042,2005,DMAX,200,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,2790,
A. BIANCO LANDSCAPING INC.,true,true,BIC-3737,R02617,78997MC,1FDUF5HY2CEB33305,Dump Truck,Ford,F550 SUPER DUTY,2012,FORD,250,Gas,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Financed,,
A. BIANCO LANDSCAPING INC.,true,true,BIC-3737,R03291,65860MD,1FD8X3H66DEA52228,Dump Truck,Ford,F350 SUPER DUTY,2013,FORD,225,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Financed,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R05284,37187PC,1M2AX13C0FM027501,Dump Truck,Mack,800 GU,2015,MACK,405,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R03902,29590MD,1GDJ6F1B88F414413,Dump Truck,GMC,T-SERIES F6B042,2006,DMAX,300,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,7500,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R05285,66738MD,1GT22ZCG1BZ376110,Dump Truck,GMC,SIERRA K2500 HD,2011,GMC,300,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R05283,47034PC,5PVNV8JM6E4S50639,Dump Truck,Hino,HINO 338,2014,HINO MOTORS,260,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R07637,60762PC/IRP,1M2AC07C6JM037835,Dump Truck,Mack,gu713,2018,MACK,505,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R07640,62494PC/IRP,1M2AX07CXJM039569,Dump Truck,Mack,GU 713,2018,MACK,505,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R07639,88209MH,JHHRDM2HXHK003801,Dump Truck,Hino,195,2017,HINO MOTORS,220,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R07641,54942PC/IRP,1M2AV04C8HM015114,Dump Truck,Mack,MR,2017,MACK,345,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R07638,88211MH,JHHRDM2HK003528,Dump Truck,Hino,195,2017,HINO MOTORS,220,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R03899,30125ME,1M2P267C0YM051008,Dump Truck,Ford,F550,2014,DMAX,300,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R03903,29588MD,1GDJ7F1336F419084,Dump Truck,GMC,T-SERIES F7B042,2006,DMAX,300,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,7500,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R03904,66709MD,1GDJ7F13X6F419213,Dump Truck,GMC,T-SERIES F7B042,2008,DMAX,300,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
"A. BULFAMANTE LANDSCAPING, INC.",true,true,BIC-481477,R03900,28499PC,1M2AT04C27M003853,Dump Truck,Mack,Granite CV 817,2007,MACK,405,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
A. DILEMME CONTRACTING INC.,true,true,BIC-494169 | BIC-1982,R07384,30636TR,1XKWDB0X56J139863,Tractor,Kenworth,W900,2006,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,4500,
A. DILEMME CONTRACTING INC.,true,true,BIC-494169 | BIC-1982,R07385,91112JA,NY62719,Dump Truck,Mack,RD686SX,1988,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,250,
A. DILEMME CONTRACTING INC.,true,true,BIC-494169 | BIC-1982,R08274,71998ML,1NKZX4TX4KJ245009,Dump Truck,Kenworth,T880,2019,CUMMINS,505,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
A. DILEMME CONTRACTING INC.,true,true,BIC-494169 | BIC-1982,R07393,81239MH,1M2P270C33M065963,Dump Truck,Mack,RD688S,2003,MACK,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,13750,
