LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-118.7927888,55.2593968,9907,AVE 102,,,,,,,a80b09380749aeed
-119.1015887,55.1347656,711045,RGE RD  81,,,,,,,07a7a681a5b85245
-118.7302797,55.1785505,10726,WAY WESTMINSTER,,,,,,,c301a928cbf1b648
-118.9474712,55.1590043,1 713019,RGE RD  71,,,,,,,cc47002d3983204f
-118.8144074,55.2197218,10605,AVE 154A,,,,,,,2ad954665e15ca43
-118.7871399,55.2612686,9707,AVE 104,,,,,,,c1670784fd7ec3ab
-118.6789241,55.3709909,52039,HWY  674,,,,,,,3a6c7e107cbecb17
-118.5884248,55.3997426,741061,RGE RD  45,,,,,,,3265d490878860e3
-119.2849869,55.1647186,92008,TWP RD  713A,,,,,,,79b64ffa5034e517
-118.9750544,55.3284312,732074,RGE RD  72,,,,,,,444d7082e46750ef
-118.7809799,55.2586999,10007,ST 95,,,,,,,6384e9c8f441e18e
-118.3649475,55.2271848,10107,AVE 98,,,,,,,5f2dd6cbc90b0d71
-119.409949,55.1994685,100081,TWP RD  720,,,,,,,fa38a44fba48869c
-118.6562323,55.3457823,51050,TWP RD  734,,,,,,,0fc7fa6683387c4c
-119.0029725,55.1907376,5 715034,RGE RD  73,,,,,,,fa43231e452e82dd
-119.3323572,55.1915334,715035,RGE RD  94,,,,,,,c57c2a5903cfbd6d
-118.8127833,55.2169139,10609,AVE 151,,,,,,,1d3620548384387a
-118.7702932,55.2106381,14301,ST 93,,,,,,,563a5466f086c4b2
-118.4157189,55.1629894,34019,TWP RD  713A,,,,,,,324e3571b8ecae8e
-118.7891496,55.261895,10410,ST 98A,,,,,,,a8d40419d5de93be
-119.1505289,55.4035077,9834,AVE 100,,,,,,,9a2658c3523b2a3d
-119.4866443,55.1955336,715055,RGE RD  104,,,,,,,3eb6f17403bf231f
-118.9040619,55.1137924,65024,TWP RD  710,,,,,,,f09dc6288f236024
-119.5822598,55.3455978,111058,TWP RD  734,,,,,,,247eee1302c1a0cf
-118.6508365,55.1469818,22 712028,RGE RD  51,,,,,,,c117cde9490b54db
-118.8120189,55.2212866,10506,AVE 155,,,,,,,12158ec935090666
-119.0013263,55.190736,1 715034,RGE RD  73,,,,,,,1efe9ef558ca207c
-118.6250518,55.1446304,80 50001,TWP RD  713,,,,,,,3e67f726744fa941
-118.7699335,55.0918989,1704 60017,TWP RD  704A,,,,,,,9e3d949843d7fab6
-118.7917052,55.2624294,97 9824,AVE 104,,,,,,,35182901a267e744
-118.559208,55.2001231,43068,HWY  670,,,,,,,f8e4ac187647fe28
-118.7762866,55.1248797,9414,DR WEDGEWOOD S,,,,,,,b7b73c0b38161c40
-119.4090362,55.1178259,710031,RGE RD  101,,,,,,,543e4b90b6966e52
-118.4096203,55.1982662,715077,RGE RD  34,,,,,,,64a5b44dd9fe9ab8
-118.9209734,55.3355779,733027,RGE RD  70,,,,,,,8510c4e76ba33fca
-119.8258578,55.0706405,703023,RGE RD  130,,,,,,,f6464591f89b749a
-118.717029,55.2608884,2 724011,RGE RD  54,,,,,,,350d064b2977ddcf
-119.5011526,55.2721358,724081,HWY  43,,,,,,,d57d0476cd014200
-118.641874,55.1827423,714070,RGE RD  51,,,,,,,26718b8a43eb7fa7
-118.5368003,55.2403562,722069,RGE RD  43,,,,,,,28312356a19a881b
-118.8893248,55.1607305,143,CRES CLARK,,,,,,,9a2dc4c7d3875ecb
-118.7777706,55.1261912,9437,DR WEDGEWOOD N,,,,,,,27d3368c03674e96
-118.7896107,55.2695641,9702,AVE 111,,,,,,,65f310eb4ee631d5
-118.7066638,55.1508661,25 712051,RGE RD  54,,,,,,,aea0cafab1a80599
-118.7087669,55.1553,52 712051,RGE RD  54,,,,,,,bc69baa5f59dda1f
-119.3351179,55.3271959,732062,RGE RD  94,,,,,,,8635de70d42b251a
-118.6427551,55.3521805,734040,RGE RD  51,,,,,,,8d38871df307c80b
-118.7614858,55.2209959,8901,AVE 156,,,,,,,0d3d07cc60aecf3b
-119.1649255,55.4893778,751076,RGE RD  83,,,,,,,c0e1dcf08c6a4e74
-118.9764698,55.287674,72004,TWP RD  730,,,,,,,266f9577a654396c
-119.8216658,55.2208763,721040,RGE RD  125,,,,,,,4de38fabe45e52a5
-118.7811557,55.1245183,9542,DR WEDGEWOOD S,,,,,,,b783a1a611193415
-119.3107626,55.2663333,724046,RGE RD  93,,,,,,,482f8c119610a2d9
-119.4907156,55.1687646,104011,TWP RD  714,,,,,,,4e180ba455b3c8cf
-118.7221232,55.1786634,7717,LANE PARK,,,,,,,7213d24b2190b95f
-118.8699543,55.146031,63079,TWP RD  712A,,,,,,,6737c7389f168a3f
-118.7740434,55.126184,9332,LANE SOMERSET,,,,,,,1169b6ba429b5cc7
-118.8047594,55.2154436,10227,AVE 149,,,,,,,d1186a858e6283b0
-118.8132025,55.2249887,10527,AVE 160,,,,,,,9416b1db78809302
-119.8710401,55.4388789,744037,RGE RD  131,,,,,,,ea654218371c41e7
-118.6509647,55.1422579,1 51034,TWP RD  712,,,,,,,5df93dae46a17236
-118.7677396,55.2177063,15002,ST 91,,,,,,,51a5d4ed5f3a2b00
-119.8493412,55.3364292,733036,RGE RD  130,,,,,,,8cc093ccfa5c77ab
-118.8860236,55.1591945,610,CLOSE CARLEY,,,,,,,b4ea26e00bc48e89
-118.7278821,55.1715035,54034,TWP RD  714,,,,,,,c28b8366be5fdea8
-119.2076705,55.20795,720044,RGE RD  85,,,,,,,83237b36649eb2a6
-118.8502948,55.4303289,63009,TWP RD  744,,,,,,,c9598d0faa0ff925
-118.6421139,55.1457961,1 712028,RGE RD  51,,,,,,,399982474de210ec
-118.5658028,55.436476,744024,RGE RD  44,,,,,,,46f661becc55a49b
-118.8154961,55.2254425,10620,AVE 160,,,,,,,50de1aacc7503ef8
-119.5393464,55.2864331,725082,RGE RD  110,,,,,,,dbeca40d3c325231
-118.781181,55.2581508,10008,ST 95,,,,,,,8a8fce8a3e6673ca
-118.8147469,55.2207058,10607,AVE 155,,,,,,,ddf817fb6fe4940c
-118.8713198,55.0725606,6 64031,TWP RD  703A,,,,,,,2d17f706590e6b7e
-119.6001437,55.1053126,705041,RGE RD  113,,,,,,,1723e800bb85068e
-119.0307377,55.1404115,74011,TWP RD  712,,,,,,,269718fe0c07edee
-118.8153919,55.2228236,15708,ST 106,,,,,,,b385de4587c6afa0
-118.7756803,55.2355179,9402,AVE 72,,,,,,,d83cf5314c186d1c
-118.8177706,55.2215671,10707,AVE 156,,,,,,,6bbdc69e137934d6
-118.6215095,55.3437409,2 733070,RGE RD  50A,,,,,,,6fe40130560ded89
-119.8895429,55.4460371,131058,TWP RD  745,,,,,,,19c197731029cfe8
-118.7988033,55.078506,703047,RGE RD  62,,,,,,,0719b193f50cbf41
-118.984925,55.1715962,72032,TWP RD  714,,,,,,,086e1fba28605441
-118.3606353,55.2088669,720054,RGE RD  32,,,,,,,f8e2d51fcc9d6602
-118.8940155,55.2752682,725021,RGE RD  65,,,,,,,61a396a186415531
-118.7224882,55.1771279,7725,LANE ABBEY,,,,,,,ad9043ef117811b5
-118.7316829,55.1302967,8002,CLOSE TAMARACK,,,,,,,39ab9ce4f90bc4cf
-118.7869032,55.2581179,9706,AVE 100,,,,,,,a3d77de0a6d5dfcc
-118.7427775,55.1300107,5602,DR ASPEN,,,,,,,ab991a18fa01e28a
-119.0754656,55.1553791,712083,RGE RD  80,,,,,,,1ff1439e334be9ff
-118.7773438,55.1263339,9429,DR WEDGEWOOD N,,,,,,,ceac41fef1a1f59c
-118.817615,55.2444935,8401,ST 108,,,,,,,852ccd7c347ba06d
-118.786626,55.2718096,9539,AVE 113,,,,,,,23658feb9d2f6820
-118.6538617,55.170067,1 51037,TWP RD  714,,,,,,,a9e0e13424bee1c8
-118.8747049,55.3827995,740050,RGE RD  64,,,,,,,a21008255a0cd5ca
-118.8116456,55.2201904,15425,ST 105,,,,,,,baf472b567918a3e
-118.7303466,55.1788457,10810,WAY WESTMINSTER,,,,,,,61da042c2600b792
-119.8181781,55.2540491,723059,RGE RD  125,,,,,,,cf32a395af2f969a
-119.2448459,55.1120947,705077,RGE RD  91,,,,,,,f5f0447c9f8b3dc5
-119.2349647,55.2572061,90013,TWP RD  724,,,,,,,e9a1fa1c9d404069
-119.8324145,55.0271971,700012,RGE RD  130,,,,,,,7d27f93fe97595ca
-118.3626495,55.2629357,724032,RGE RD  32,,,,,,,f0829898f9eca03f
-118.5884087,55.2597311,724007,RGE RD  45,,,,,,,3dce03d6fc4ac3ef
-118.795856,55.352817,734044,RGE RD  61,,,,,,,e6c0a05a26ecf71d
-118.7351096,55.1316536,8110,TRAIL TAMARACK,,,,,,,b3eb8a3d02515806
-118.7304293,55.2202997,51 721022,RGE RD  54,,,,,,,0eb12c834a3d8cd7
-118.7865239,55.2697471,11005,ST 96A,,,,,,,ee17a268a2030600
-119.1413025,55.1119663,82069,TWP RD  710,,,,,,,ba50cbd2347c8aec
-118.4342945,55.1930546,715041,RGE RD  35,,,,,,,e7ff9bd3bbc3dcbb
-118.6765426,55.4328484,52032,TWP RD  744,,,,,,,3780b1d2e4006df0
-118.7244013,55.1760496,10509,DR CARRIAGE LANE,,,,,,,bee8996e11593320
-118.6260329,55.3169962,50032,TWP RD  732,,,,,,,41f842eb6144d662
-119.4136178,55.3531363,734048,RGE RD  101,,,,,,,61c65ec35b672a95
-118.8763224,55.1362459,9 711058,RGE RD  64,,,,,,,86632e741bce94eb
-119.2593369,55.1864498,715010,RGE RD  91,,,,,,,2e3ae310009d8554
-119.580077,55.2075651,720041,RGE RD  112,,,,,,,5eac75312f0f94d8
-119.3492328,55.2114828,29 720075,RGE RD  95,,,,,,,32c1f2dcb76b28b9
-118.5718802,55.4020918,44021,TWP RD  742,,,,,,,0129f4b383ef2d45
-118.6683551,55.418355,743006,RGE RD  52,,,,,,,46f78ead072875dc
-118.3702883,55.2281965,10301,AVE 99,,,,,,,bbb9f593ee44a2e2
-118.885366,55.1600979,601,CLOSE CARLEY,,,,,,,3b9edfd200a62994
-118.8158073,55.2212532,10632,AVE 155,,,,,,,611639651a316267
-119.3807466,55.4036909,9846,AVE 100,,,,,,,15cc43315226217d
-118.4091846,55.3318692,733007,RGE RD  34,,,,,,,342a57d436321344
-118.9981388,55.180366,4 714053,RGE RD  73,,,,,,,bbda6a3ab44b3830
-118.9970196,55.1789595,9 714053,RGE RD  73,,,,,,,eaed63dea7de6ad7
-118.7984543,55.0935409,61032,TWP RD  704A,,,,,,,f4004dab614a2478
-118.7846386,55.2687656,9516,AVE 109,,,,,,,a4df12ff18ac8eab
-118.7976831,55.2346372,7401,ST 102,,,,,,,19fd36b5a3bf6b6f
-119.1907164,55.1904342,57 715010,RGE RD  84,,,,,,,c9d9a50dd9704962
-118.8791059,55.0865403,6 704010,RGE RD  64,,,,,,,f94cb8b2d5f216a0
-118.3677628,55.2271897,10207,AVE 98,,,,,,,242eff023ac9c2e0
-118.8729115,55.078905,34 64009,TWP RD  704,,,,,,,90fadcfa51b27971
-118.3068409,55.2494497,723035,RGE RD  30,,,,,,,01be38a9fdd499a9
-118.8071355,55.2144803,14804,ST 104,,,,,,,37f1aadcdf1f32ef
-118.5460128,55.4321233,43029,TWP RD  744,,,,,,,1ed143d7b659d45f
-119.4606546,55.1096883,103037,HWY  722,,,,,,,8dbbe25517030a4e
-118.7914401,55.264412,57 9824,AVE 104,,,,,,,4c71902df07ff529
-119.9117469,55.466524,750025,RGE RD  132,,,,,,,6a630a9133807aae
-118.7250658,55.2195146,42 721022,RGE RD  54,,,,,,,235cb5b2c1bf491f
-118.8806704,55.1363314,23 711058,RGE RD  64,,,,,,,07f48f9424f15be8
-118.7109797,55.1424404,53060,TWP RD  712,,,,,,,050605ec5addae96
-118.7880986,55.2603044,9715,AVE 103,,,,,,,ce00289b9d2af523
-118.6399158,55.1439666,2 712009,RGE RD  51,,,,,,,d3d5291e2437b199
-119.3623563,55.3462445,95014,TWP RD  734,,,,,,,6bb449f6a1c48c3b
-118.888265,55.1630672,346,LANE SCOTT,,,,,,,43c47a4878473e77
-118.5620556,55.4151788,742061,RGE RD  44,,,,,,,d9b228f536670095
-118.8028302,55.2189856,15221,ST 102A,,,,,,,e1bdde38ac449f5f
-119.0087085,55.1835958,32 714072,RGE RD  73,,,,,,,b6244efc0f9c5623
-118.3721157,55.1757095,714030,RGE RD  32A,,,,,,,58d5220bbe3c75c7
-118.8854238,55.1623548,314,LANE SCOTT,,,,,,,f4f6aa05c44d860c
-118.7246586,55.1375479,6422,ST 79,,,,,,,9521055a11f37307
-118.3578088,55.2054196,720029,RGE RD  32,,,,,,,09732c6497e6fece
-118.6236117,55.1434834,60 50001,TWP RD  713,,,,,,,9d8161d1087fbcfe
-118.5446376,55.2671771,43022,TWP RD  724A,,,,,,,b09bda6a51d3f9b0
-118.6912787,55.2658827,724045,RGE RD  53,,,,,,,daa328ce49a15a9c
-118.803037,55.2147536,14807,ST 102A,,,,,,,70cb9319958b6733
-118.8728612,55.3655068,735034,RGE RD  64,,,,,,,7aa9773a3711e0dd
-119.55043,54.984118,693015,RGE RD  111,,,,,,,68470e219407523c
-118.9834361,55.1786166,14 714042,RGE RD  72,,,,,,,b579cdb38c0b25c2
-118.7226975,55.1814852,7725,RD BELGRAVE,,,,,,,4e294da59ea95487
-118.810501,55.2455375,8505,ST 105,,,,,,,26039817fd1825d7
-118.788983,55.2713712,11205,ST 97,,,,,,,fb125ea9a1a8f255
-118.9744023,55.09184,5 72030,TWP RD  704A,,,,,,,dc24867b7b1695bf
-118.8862335,55.1629237,328,LANE SCOTT,,,,,,,3937f61a8cfc104b
-118.7044638,55.1526068,25 713001,RGE RD  53A,,,,,,,eedaec0443d32224
-118.8148975,55.2249225,10613,AVE 160,,,,,,,55239919b23209cb
-119.1613981,55.2281575,1 83027,TWP RD  722,,,,,,,b7a7aa517edb0ac9
-118.7850391,55.2722729,9520,AVE 113,,,,,,,6874e498e21da611
-118.7281673,55.1770335,10612,WAY WESTMINSTER,,,,,,,4c3eb5d3715ee4f9
-118.300258,55.4914989,25052,TWP RD  752,,,,,,,d7ca9182664d58e4
-118.7937297,55.2338324,7201,ST 99,,,,,,,db410e22163795d8
-119.1464992,55.1036013,705034,RGE RD  83,,,,,,,d0a229596271dbed
-118.8030195,55.2149121,14811,ST 102A,,,,,,,9acdeda492283a33
-118.7824756,55.2592931,10107,ST 96,,,,,,,fbb4a301ab870228
-118.8883663,55.1020186,51 705033,RGE RD  65,,,,,,,cb0278752e832219
-118.3611672,55.2430609,723002,RGE RD  32,,,,,,,1145a5fa4f6eebec
-119.1476429,55.3167264,82062,HWY  672,,,,,,,5c0d7995d512f78a
-118.9867813,55.1774115,19 714042,RGE RD  72,,,,,,,cffdd6ba160814fc
-118.7734993,55.1243675,9308,DR WEDGEWOOD S,,,,,,,27dc1c3d1c049c73
-119.0210652,55.2131661,73071,TWP RD  721,,,,,,,be06c52677b49a7a
-118.7853898,55.2714485,9524,AVE 112,,,,,,,af87aafa71d60a1f
-118.8298472,55.1057749,2801,ST 111,,,,,,,3c15bc2afeb2a19a
-118.7852902,55.2681157,9607,AVE 109,,,,,,,e2615a5850b7c653
-118.6966729,55.0720974,53038,RD RESOURCES,,,,,,,43f2918e6bbc18de
-118.783465,55.2599003,9604,AVE 102,,,,,,,161acebe87d67df2
-119.0240971,55.1921482,715037,RGE RD  74,,,,,,,aeac65c771f50d65
-118.8215385,55.2501205,723036,RGE RD  62,,,,,,,2d33111e3cfd971f
-118.664999,55.3428933,51083,TWP RD  734,,,,,,,907dc0a42aae13fd
-119.0139291,55.1494366,18 712051,RGE RD  74,,,,,,,873293164b990be8
-118.9246129,55.1222483,2 710050,RGE RD  70,,,,,,,06e28155ce2cfdc6
-119.4992707,55.0223359,695063,RGE RD  105,,,,,,,3aea568ded32a79b
-119.5138867,55.2871709,105002,TWP RD  730,,,,,,,4781a64b27ea949f
-118.6416212,55.1544797,712076,RGE RD  51,,,,,,,15b12cc46f7b62f1
-119.2081285,55.2055701,720032,RGE RD  85,,,,,,,59f97aaf871e9850
-118.7426956,55.124977,710071,RGE RD  55,,,,,,,7ede3512177acba0
-119.0709603,55.0694044,703002,RGE RD  80,,,,,,,887e92cff3a8bb41
-119.1836013,55.1863653,13 715010,RGE RD  84,,,,,,,5b6f48d598dc1a88
-118.6350801,55.1728838,50060,TWP RD  714,,,,,,,d4318475564d0798
-118.7735609,55.1262845,9320,LANE SOMERSET,,,,,,,046149317737e940
-119.2681173,55.483655,751044,RGE RD  91,,,,,,,f7c2e8f10c432cd4
-118.5112435,55.3811317,740039,RGE RD  42,,,,,,,40cc40785e764ba6
-119.6514222,55.0395598,700083,RGE RD  115,,,,,,,085613832f1f4082
-118.6303437,55.4316144,50045,TWP RD  744,,,,,,,24ddd971712638fb
-119.7346666,55.287287,121054,TWP RD  730,,,,,,,2a8bc16cf07f521c
-118.7278679,55.1378123,6452,ST 79,,,,,,,503a53b7c46e492a
-118.8180035,55.2169336,10734,AVE 150,,,,,,,110762ebffd46208
-118.8126794,55.3736485,61053,HWY  59,,,,,,,86741418a01f56c6
