Machine_ID,Line_ID,T_Sensor_ID,Op_Temp,Timestamp
0xa00013,a003,0xa00013tm_,80.87956872,2019-10-01T15:43:15
0xa00037,a000,0xa00037tm_,84.58671958,2019-10-01T16:19:15
0xa00012,a004,0xa00012tm_,81.87578826,2019-10-01T00:33:15
0xa00009,a004,0xa00009tm_,80.63550128,2019-10-01T16:07:14
0xa00018,a000,0xa00018tm_,81.75026868,2019-10-01T08:22:08
0xa00009,a003,0xa00009tm_,81.81403978,2019-10-01T03:16:25
0xa00002,a002,0xa00002tm_,77.75708203,2019-10-01T17:44:23
0xa00018,a002,0xa00018tm_,81.51919022,2019-10-01T15:31:27
0xa00004,a004,0xa00004tm_,80.73417231,2019-10-01T16:27:31
0xa00009,a002,0xa00009tm_,80.1276247,2019-10-01T13:41:54
0xa00035,a003,0xa00035tm_,83.2565582,2019-10-01T18:24:58
0xa00018,a004,0xa00018tm_,81.59563594,2019-10-01T03:29:49
0xa00027,a000,0xa00027tm_,82.4287737,2019-10-01T08:07:14
0xa00039,a003,0xa00039tm_,85.84693363,2019-10-01T14:11:51
0xa00010,a003,0xa00010tm_,79.78449538,2019-10-01T05:58:25
0xa00036,a004,0xa00036tm_,85.37276094,2019-10-01T17:45:44
0xa00028,a003,0xa00028tm_,83.09253239,2019-10-01T15:33:32
0xa00024,a004,0xa00024tm_,82.80601099,2019-10-01T21:56:43
0xa00018,a001,0xa00018tm_,81.17400109,2019-10-01T05:17:27
0xa00012,a002,0xa00012tm_,80.74357454,2019-10-01T21:04:53
0xa00027,a004,0xa00027tm_,82.01979617,2019-10-01T00:54:10
0xa00003,a004,0xa00003tm_,78.21740385,2019-10-01T17:03:52
0xa00024,a003,0xa00024tm_,82.11568601,2019-10-01T03:31:34
0xa00003,a004,0xa00003tm_,78.71246633,2019-10-01T04:57:59
0xa00036,a002,0xa00036tm_,85.6277857,2019-10-01T15:26:39
0xa00006,a000,0xa00006tm_,81.73481363,2019-10-01T11:28:19
0xa00001,a004,0xa00001tm_,78.66673121,2019-10-01T01:11:45
0xa00002,a001,0xa00002tm_,81.97446545,2019-10-01T10:16:29
0xa00030,a001,0xa00030tm_,82.87515141,2019-10-01T09:39:08
0xa00007,a000,0xa00007tm_,80.76536687,2019-10-01T17:45:24
0xa00029,a004,0xa00029tm_,82.60938385,2019-10-01T10:09:50
0xa00006,a000,0xa00006tm_,79.8644607,2019-10-01T14:16:12
0xa00032,a000,0xa00032tm_,84.94204713,2019-10-01T14:59:48
0xa00033,a002,0xa00033tm_,84.39874861,2019-10-01T13:31:59
0xa00019,a002,0xa00019tm_,81.16069943,2019-10-01T08:57:13
0xa00029,a002,0xa00029tm_,82.2161255,2019-10-01T15:14:51
0xa00035,a004,0xa00035tm_,84.50578976,2019-10-01T06:59:34
0xa00018,a000,0xa00018tm_,81.33739162,2019-10-01T18:13:29
0xa00008,a001,0xa00008tm_,80.94815468,2019-10-01T01:44:33
0xa00039,a001,0xa00039tm_,82.74203143,2019-10-01T07:20:11
0xa00025,a004,0xa00025tm_,82.10467386,2019-10-01T04:18:58
0xa00028,a003,0xa00028tm_,83.01651983,2019-10-01T13:49:07
0xa00003,a003,0xa00003tm_,81.97214464,2019-10-01T09:23:05
0xa00003,a002,0xa00003tm_,78.8918249,2019-10-01T20:13:27
0xa00030,a002,0xa00030tm_,82.0509438,2019-10-01T02:50:27
0xa00025,a004,0xa00025tm_,82.84806386,2019-10-01T12:46:49
0xa00021,a001,0xa00021tm_,82,2019-10-01T07:06:29
0xa00003,a002,0xa00003tm_,78.43946408,2019-10-01T06:12:07
0xa00028,a001,0xa00028tm_,83.2655546,2019-10-01T13:41:07
0xa00034,a002,0xa00034tm_,83.96697322,2019-10-01T21:42:14
0xa00015,a003,0xa00015tm_,81.25969133,2019-10-01T11:41:21
0xa00012,a001,0xa00012tm_,80.11650969,2019-10-01T01:24:40
0xa00014,a002,0xa00014tm_,80.14755938,2019-10-01T03:20:12
0xa00011,a001,0xa00011tm_,79.6588232,2019-10-01T22:27:54
0xa00024,a002,0xa00024tm_,82.44529848,2019-10-01T17:05:57
0xa00012,a003,0xa00012tm_,80.05104426,2019-10-01T14:05:31
0xa00028,a002,0xa00028tm_,83.24613856,2019-10-01T19:50:01
0xa00031,a003,0xa00031tm_,82.83878164,2019-10-01T04:49:18
0xa00011,a002,0xa00011tm_,79.14297927,2019-10-01T11:14:19
0xa00002,a003,0xa00002tm_,79.22077423,2019-10-01T22:42:53
0xa00009,a003,0xa00009tm_,79.37801253,2019-10-01T09:48:20
0xa00022,a001,0xa00022tm_,82,2019-10-01T09:29:51
0xa00037,a000,0xa00037tm_,82.17515533,2019-10-01T10:44:35
0xa00004,a004,0xa00004tm_,81.6710578,2019-10-01T19:04:33
0xa00004,a001,0xa00004tm_,78.02401177,2019-10-01T03:59:11
0xa00024,a002,0xa00024tm_,82.4999847,2019-10-01T14:17:43
0xa00004,a002,0xa00004tm_,79.31236556,2019-10-01T03:15:01
0xa00020,a000,0xa00020tm_,82,2019-10-01T04:11:45
0xa00033,a001,0xa00033tm_,82.13819194,2019-10-01T16:43:03
0xa00024,a003,0xa00024tm_,82.23985429,2019-10-01T09:39:14
0xa00015,a003,0xa00015tm_,80.4368749,2019-10-01T22:49:28
0xa00036,a002,0xa00036tm_,84.17600314,2019-10-01T14:00:04
0xa00002,a001,0xa00002tm_,78.29105329,2019-10-01T19:32:19
0xa00029,a004,0xa00029tm_,82.32034245,2019-10-01T11:19:01
0xa00034,a001,0xa00034tm_,84.23393964,2019-10-01T10:56:45
0xa00008,a003,0xa00008tm_,79.15027715,2019-10-01T16:00:40
0xa00025,a001,0xa00025tm_,82.94671337,2019-10-01T18:20:18
0xa00028,a002,0xa00028tm_,82.18071281,2019-10-01T08:15:55
0xa00017,a000,0xa00017tm_,81.16159739,2019-10-01T04:02:14
0xa00012,a001,0xa00012tm_,81.29343549,2019-10-01T06:34:25
0xa00009,a000,0xa00009tm_,79.402774,2019-10-01T04:48:27
0xa00005,a003,0xa00005tm_,79.13412185,2019-10-01T20:23:30
0xa00014,a004,0xa00014tm_,80.26680762,2019-10-01T03:31:02
0xa00011,a003,0xa00011tm_,79.9730077,2019-10-01T00:17:07
0xa00033,a003,0xa00033tm_,84.50987316,2019-10-01T19:34:30
0xa00009,a001,0xa00009tm_,81.43057747,2019-10-01T01:25:41
0xa00011,a004,0xa00011tm_,79.08502125,2019-10-01T03:04:35
0xa00026,a003,0xa00026tm_,82.55225279,2019-10-01T19:23:25
0xa00013,a002,0xa00013tm_,81.85309624,2019-10-01T22:08:03
0xa00038,a002,0xa00038tm_,83.04985685,2019-10-01T05:13:33
0xa00005,a000,0xa00005tm_,79.01512875,2019-10-01T08:09:16
0xa00032,a000,0xa00032tm_,82.95150586,2019-10-01T19:54:13
0xa00029,a004,0xa00029tm_,82.99004156,2019-10-01T01:26:32
0xa00008,a000,0xa00008tm_,80.19908319,2019-10-01T23:23:35
0xa00020,a004,0xa00020tm_,82,2019-10-01T16:21:10
0xa00017,a002,0xa00017tm_,81.75937039,2019-10-01T03:52:42
0xa00007,a004,0xa00007tm_,81.93513868,2019-10-01T07:18:09
0xa00033,a001,0xa00033tm_,84.05362219,2019-10-01T10:58:49
0xa00019,a001,0xa00019tm_,81.00969472,2019-10-01T07:32:35
0xa00030,a002,0xa00030tm_,82.21949286,2019-10-01T14:20:57
0xa00010,a001,0xa00010tm_,79.84559635,2019-10-01T14:55:07
0xa00015,a003,0xa00015tm_,80.17195992,2019-10-01T22:44:17
0xa00007,a001,0xa00007tm_,79.60907865,2019-10-01T13:13:40
0xa00008,a002,0xa00008tm_,81.54308844,2019-10-01T01:48:06
0xa00012,a004,0xa00012tm_,81.16859266,2019-10-01T03:47:28
0xa00002,a001,0xa00002tm_,77.24700332,2019-10-01T05:21:43
0xa00010,a001,0xa00010tm_,80.61595202,2019-10-01T12:02:55
0xa00030,a001,0xa00030tm_,82.48488085,2019-10-01T07:06:07
0xa00012,a003,0xa00012tm_,80.42943847,2019-10-01T09:24:56
0xa00008,a002,0xa00008tm_,81.87552102,2019-10-01T21:37:18
0xa00031,a004,0xa00031tm_,82.5898781,2019-10-01T17:40:37
0xa00039,a000,0xa00039tm_,84.93483241,2019-10-01T04:41:02
0xa00023,a000,0xa00023tm_,82,2019-10-01T16:00:01
0xa00009,a000,0xa00009tm_,80.30660751,2019-10-01T18:14:18
0xa00012,a004,0xa00012tm_,81.93218529,2019-10-01T02:03:05
0xa00003,a001,0xa00003tm_,81.58723471,2019-10-01T10:42:04
0xa00027,a004,0xa00027tm_,82.57648595,2019-10-01T04:26:32
0xa00002,a004,0xa00002tm_,78.44159481,2019-10-01T17:41:39
0xa00003,a004,0xa00003tm_,77.80160294,2019-10-01T03:36:25
0xa00003,a004,0xa00003tm_,81.10931403,2019-10-01T09:29:00
0xa00007,a001,0xa00007tm_,78.21456417,2019-10-01T04:45:53
0xa00008,a001,0xa00008tm_,80.88095903,2019-10-01T19:19:51
0xa00011,a002,0xa00011tm_,79.93243167,2019-10-01T15:28:21
0xa00016,a003,0xa00016tm_,81.89146172,2019-10-01T08:38:03
0xa00013,a004,0xa00013tm_,81.66240531,2019-10-01T15:40:41
0xa00032,a000,0xa00032tm_,82.51809549,2019-10-01T18:57:08
0xa00032,a003,0xa00032tm_,83.80080148,2019-10-01T09:34:14
0xa00001,a003,0xa00001tm_,77.53803738,2019-10-01T20:53:26
0xa00008,a001,0xa00008tm_,79.5749996,2019-10-01T20:50:20
0xa00038,a001,0xa00038tm_,83.82597713,2019-10-01T20:03:00
0xa00028,a001,0xa00028tm_,83.75429695,2019-10-01T19:19:00
0xa00038,a002,0xa00038tm_,85.04535949,2019-10-01T15:10:40
0xa00015,a004,0xa00015tm_,81.98044758,2019-10-01T10:51:54
0xa00032,a002,0xa00032tm_,82.9421969,2019-10-01T22:27:00
0xa00030,a001,0xa00030tm_,83.67968997,2019-10-01T22:18:52
0xa00029,a001,0xa00029tm_,83.38335842,2019-10-01T21:39:38
0xa00033,a004,0xa00033tm_,84.59087986,2019-10-01T12:05:51
0xa00024,a003,0xa00024tm_,82.38935054,2019-10-01T05:42:49
0xa00021,a002,0xa00021tm_,82,2019-10-01T02:18:12
0xa00031,a004,0xa00031tm_,83.8827502,2019-10-01T13:26:15
0xa00003,a001,0xa00003tm_,79.38916978,2019-10-01T20:26:28
0xa00004,a002,0xa00004tm_,79.58689721,2019-10-01T17:06:00
0xa00033,a000,0xa00033tm_,83.89269993,2019-10-01T02:16:34
0xa00005,a002,0xa00005tm_,80.34594633,2019-10-01T02:14:43
0xa00031,a002,0xa00031tm_,82.9452656,2019-10-01T11:47:21
0xa00023,a001,0xa00023tm_,82,2019-10-01T03:41:41
0xa00009,a004,0xa00009tm_,80.74942301,2019-10-01T23:34:19
0xa00016,a001,0xa00016tm_,81.00827953,2019-10-01T14:35:48
0xa00020,a000,0xa00020tm_,82,2019-10-01T11:06:49
0xa00004,a001,0xa00004tm_,78.23218785,2019-10-01T21:51:14
0xa00004,a002,0xa00004tm_,80.82830254,2019-10-01T04:22:05
0xa00027,a002,0xa00027tm_,82.28293504,2019-10-01T08:10:09
0xa00024,a002,0xa00024tm_,82.6609177,2019-10-01T18:58:46
0xa00025,a001,0xa00025tm_,82.09635122,2019-10-01T11:10:29
0xa00006,a002,0xa00006tm_,81.21556828,2019-10-01T04:03:20
0xa00031,a003,0xa00031tm_,83.49101021,2019-10-01T15:46:35
0xa00021,a003,0xa00021tm_,82,2019-10-01T13:53:56
0xa00007,a002,0xa00007tm_,79.24253785,2019-10-01T11:46:14
0xa00025,a004,0xa00025tm_,82.3009245,2019-10-01T07:13:39
0xa00030,a002,0xa00030tm_,82.00313208,2019-10-01T00:03:26
0xa00022,a002,0xa00022tm_,82,2019-10-01T21:43:26
0xa00012,a002,0xa00012tm_,81.16883051,2019-10-01T06:20:39
0xa00004,a004,0xa00004tm_,80.19090658,2019-10-01T13:05:27
0xa00024,a001,0xa00024tm_,82.78317622,2019-10-01T10:25:28
0xa00010,a003,0xa00010tm_,79.70022476,2019-10-01T03:52:07
0xa00013,a004,0xa00013tm_,80.75128732,2019-10-01T21:51:38
0xa00026,a002,0xa00026tm_,82.0682894,2019-10-01T21:24:42
0xa00028,a003,0xa00028tm_,83.72258387,2019-10-01T10:03:02
0xa00016,a002,0xa00016tm_,81.95353451,2019-10-01T05:52:03
0xa00002,a003,0xa00002tm_,79.21947082,2019-10-01T15:20:52
0xa00008,a002,0xa00008tm_,80.24631635,2019-10-01T23:04:12
0xa00030,a004,0xa00030tm_,83.17995793,2019-10-01T11:29:07
0xa00010,a000,0xa00010tm_,80.16211613,2019-10-01T00:28:59
0xa00033,a003,0xa00033tm_,83.21456209,2019-10-01T14:40:44
0xa00003,a000,0xa00003tm_,80.92795872,2019-10-01T21:50:55
0xa00031,a001,0xa00031tm_,83.4753708,2019-10-01T05:09:09
0xa00039,a004,0xa00039tm_,82.63342528,2019-10-01T15:14:31
0xa00032,a003,0xa00032tm_,83.60662053,2019-10-01T00:04:37
0xa00032,a000,0xa00032tm_,83.7962173,2019-10-01T05:18:57
0xa00028,a002,0xa00028tm_,83.97021305,2019-10-01T14:18:47
0xa00011,a004,0xa00011tm_,80.52385391,2019-10-01T15:41:30
0xa00022,a003,0xa00022tm_,82,2019-10-01T22:34:33
0xa00015,a001,0xa00015tm_,80.45931523,2019-10-01T06:31:03
0xa00001,a000,0xa00001tm_,81.45360019,2019-10-01T12:14:48
0xa00033,a000,0xa00033tm_,83.41809203,2019-10-01T08:39:06
0xa00028,a004,0xa00028tm_,82.48088606,2019-10-01T12:35:49
0xa00033,a004,0xa00033tm_,83.83628853,2019-10-01T11:17:22
0xa00003,a000,0xa00003tm_,80.0148766,2019-10-01T21:23:23
0xa00007,a004,0xa00007tm_,78.07322381,2019-10-01T09:40:59
0xa00036,a000,0xa00036tm_,83.9529842,2019-10-01T12:21:49
0xa00013,a003,0xa00013tm_,80.92940407,2019-10-01T05:20:57
0xa00032,a002,0xa00032tm_,84.00978515,2019-10-01T01:10:59
0xa00027,a000,0xa00027tm_,82.25588002,2019-10-01T12:01:17
0xa00024,a002,0xa00024tm_,82.42132026,2019-10-01T10:57:36
0xa00026,a003,0xa00026tm_,82.89262975,2019-10-01T20:07:51
0xa00024,a000,0xa00024tm_,82.62914198,2019-10-01T03:36:10
0xa00036,a001,0xa00036tm_,82.98841434,2019-10-01T10:42:01
0xa00028,a002,0xa00028tm_,83.29228473,2019-10-01T08:15:01
0xa00018,a003,0xa00018tm_,81.5259785,2019-10-01T09:05:55
0xa00038,a000,0xa00038tm_,84.42208142,2019-10-01T22:54:27
0xa00009,a004,0xa00009tm_,79.26837303,2019-10-01T06:32:19
0xa00028,a001,0xa00028tm_,83.81074077,2019-10-01T23:14:24
0xa00019,a003,0xa00019tm_,81.27790425,2019-10-01T06:21:54
0xa00010,a002,0xa00010tm_,81.23005384,2019-10-01T06:37:50
0xa00008,a000,0xa00008tm_,79.14460714,2019-10-01T19:57:26
0xa00015,a001,0xa00015tm_,81.415149,2019-10-01T07:37:26
0xa00017,a000,0xa00017tm_,81.88692094,2019-10-01T09:37:29
0xa00024,a004,0xa00024tm_,82.05622758,2019-10-01T16:20:37
0xa00007,a001,0xa00007tm_,80.72143884,2019-10-01T00:22:44
0xa00034,a002,0xa00034tm_,83.4361975,2019-10-01T18:05:21
0xa00021,a002,0xa00021tm_,82,2019-10-01T03:23:27
0xa00012,a001,0xa00012tm_,81.0597288,2019-10-01T01:59:05
0xa00039,a004,0xa00039tm_,85.02212807,2019-10-01T15:50:44
0xa00011,a004,0xa00011tm_,80.37759379,2019-10-01T22:27:06
0xa00034,a000,0xa00034tm_,83.27445585,2019-10-01T01:27:48
0xa00018,a002,0xa00018tm_,81.83548595,2019-10-01T12:46:38
0xa00013,a003,0xa00013tm_,80.04157782,2019-10-01T15:13:17
0xa00012,a003,0xa00012tm_,80.65659841,2019-10-01T23:34:19
0xa00009,a000,0xa00009tm_,79.22631004,2019-10-01T01:01:46
0xa00004,a002,0xa00004tm_,80.23948022,2019-10-01T02:06:02
0xa00038,a003,0xa00038tm_,85.47348567,2019-10-01T20:41:11
0xa00032,a003,0xa00032tm_,83.8472684,2019-10-01T20:46:31
0xa00035,a002,0xa00035tm_,84.69428166,2019-10-01T08:13:09
0xa00030,a001,0xa00030tm_,83.65816195,2019-10-01T20:19:43
0xa00024,a003,0xa00024tm_,82.29695895,2019-10-01T22:42:03
0xa00018,a002,0xa00018tm_,81.87032332,2019-10-01T16:59:46
0xa00005,a003,0xa00005tm_,78.76012681,2019-10-01T23:23:28
0xa00034,a001,0xa00034tm_,84.87839463,2019-10-01T00:30:56
0xa00029,a001,0xa00029tm_,83.20391314,2019-10-01T07:14:22
0xa00016,a000,0xa00016tm_,81.54887422,2019-10-01T05:54:11
0xa00010,a001,0xa00010tm_,80.43909385,2019-10-01T04:21:31
0xa00020,a002,0xa00020tm_,82,2019-10-01T23:59:31
0xa00025,a001,0xa00025tm_,82.5070324,2019-10-01T02:33:44
0xa00013,a003,0xa00013tm_,80.02571608,2019-10-01T00:51:52
0xa00026,a001,0xa00026tm_,82.558502,2019-10-01T08:29:14
0xa00018,a004,0xa00018tm_,81.27098363,2019-10-01T12:45:57
0xa00005,a003,0xa00005tm_,78.60123614,2019-10-01T06:13:18
0xa00005,a000,0xa00005tm_,81.84255788,2019-10-01T02:59:37
0xa00022,a000,0xa00022tm_,82,2019-10-01T07:28:36
0xa00019,a004,0xa00019tm_,81.28959045,2019-10-01T16:34:29
0xa00022,a000,0xa00022tm_,82,2019-10-01T01:52:22
0xa00027,a003,0xa00027tm_,82.13338344,2019-10-01T12:00:10
0xa00007,a000,0xa00007tm_,79.24883326,2019-10-01T18:13:51
0xa00007,a000,0xa00007tm_,79.00849984,2019-10-01T13:13:37
0xa00036,a003,0xa00036tm_,83.40194135,2019-10-01T03:15:23
0xa00027,a000,0xa00027tm_,82.93869727,2019-10-01T16:32:54
0xa00037,a004,0xa00037tm_,85.57069508,2019-10-01T17:51:54
0xa00011,a004,0xa00011tm_,81.50241701,2019-10-01T23:58:53
0xa00005,a001,0xa00005tm_,79.9480577,2019-10-01T16:14:00
0xa00020,a004,0xa00020tm_,82,2019-10-01T17:42:47
0xa00003,a001,0xa00003tm_,80.00115009,2019-10-01T18:43:00
0xa00028,a004,0xa00028tm_,82.10564759,2019-10-01T23:35:13
0xa00021,a000,0xa00021tm_,82,2019-10-01T02:22:56
0xa00022,a003,0xa00022tm_,82,2019-10-01T23:33:39
0xa00026,a003,0xa00026tm_,82.91264415,2019-10-01T04:16:15
0xa00029,a000,0xa00029tm_,82.97135217,2019-10-01T04:06:35
0xa00006,a004,0xa00006tm_,80.93257985,2019-10-01T20:47:35
0xa00004,a000,0xa00004tm_,81.42282691,2019-10-01T17:58:00
0xa00030,a003,0xa00030tm_,82.54379077,2019-10-01T02:25:58
0xa00009,a004,0xa00009tm_,79.85986198,2019-10-01T11:42:56
0xa00029,a000,0xa00029tm_,83.37930063,2019-10-01T06:10:13
0xa00018,a001,0xa00018tm_,81.99298792,2019-10-01T01:01:33
0xa00021,a003,0xa00021tm_,82,2019-10-01T20:10:09
0xa00027,a000,0xa00027tm_,82.53996331,2019-10-01T23:38:22
0xa00007,a000,0xa00007tm_,80.85774147,2019-10-01T07:33:39
0xa00033,a000,0xa00033tm_,83.62397673,2019-10-01T03:55:22
0xa00024,a003,0xa00024tm_,82.77860862,2019-10-01T16:56:28
0xa00015,a000,0xa00015tm_,81.75414166,2019-10-01T09:04:37
0xa00006,a002,0xa00006tm_,81.54957915,2019-10-01T23:21:40
0xa00031,a004,0xa00031tm_,83.36858359,2019-10-01T02:16:46
0xa00035,a000,0xa00035tm_,84.51908416,2019-10-01T11:04:29
0xa00003,a003,0xa00003tm_,79.82519189,2019-10-01T22:47:07
0xa00010,a000,0xa00010tm_,81.60405378,2019-10-01T07:35:17
0xa00017,a002,0xa00017tm_,81.54179223,2019-10-01T17:07:58
0xa00016,a001,0xa00016tm_,81.89003244,2019-10-01T21:59:46
0xa00004,a003,0xa00004tm_,80.49422421,2019-10-01T13:21:35
0xa00024,a003,0xa00024tm_,82.19759364,2019-10-01T15:51:01
0xa00010,a002,0xa00010tm_,80.25645283,2019-10-01T00:41:36
0xa00004,a002,0xa00004tm_,79.78290704,2019-10-01T12:00:37
0xa00009,a001,0xa00009tm_,79.41422919,2019-10-01T16:57:48
0xa00030,a000,0xa00030tm_,83.50365921,2019-10-01T21:17:08
0xa00023,a001,0xa00023tm_,82,2019-10-01T06:29:43
0xa00008,a004,0xa00008tm_,80.79199332,2019-10-01T23:57:31
0xa00005,a001,0xa00005tm_,78.24432279,2019-10-01T01:26:36
0xa00038,a002,0xa00038tm_,84.90047561,2019-10-01T18:45:57
0xa00030,a000,0xa00030tm_,83.01605385,2019-10-01T03:39:38
0xa00013,a001,0xa00013tm_,80.11182079,2019-10-01T02:22:16
0xa00006,a004,0xa00006tm_,79.4122468,2019-10-01T10:56:55
0xa00002,a003,0xa00002tm_,79.12373764,2019-10-01T10:52:23
0xa00013,a002,0xa00013tm_,81.54738293,2019-10-01T06:27:22
0xa00020,a001,0xa00020tm_,82,2019-10-01T22:51:28
0xa00011,a002,0xa00011tm_,81.3586814,2019-10-01T08:50:14
0xa00028,a000,0xa00028tm_,83.24199445,2019-10-01T13:45:54
0xa00016,a003,0xa00016tm_,81.21484453,2019-10-01T23:06:26
0xa00037,a001,0xa00037tm_,85.18254367,2019-10-01T22:39:57
0xa00007,a003,0xa00007tm_,79.51415967,2019-10-01T02:59:27
0xa00019,a001,0xa00019tm_,81.94593981,2019-10-01T14:25:24
0xa00005,a004,0xa00005tm_,78.45737547,2019-10-01T07:46:47
0xa00009,a001,0xa00009tm_,81.41675572,2019-10-01T00:06:34
0xa00028,a001,0xa00028tm_,82.22831119,2019-10-01T23:05:50
0xa00005,a000,0xa00005tm_,81.91186472,2019-10-01T11:58:28
0xa00024,a003,0xa00024tm_,82.59566504,2019-10-01T18:45:00
0xa00030,a000,0xa00030tm_,83.11844886,2019-10-01T19:33:37
0xa00030,a001,0xa00030tm_,82.84192231,2019-10-01T15:26:48
0xa00013,a000,0xa00013tm_,80.61845413,2019-10-01T00:17:36
0xa00039,a002,0xa00039tm_,83.14164239,2019-10-01T11:54:34
0xa00019,a001,0xa00019tm_,81.35093649,2019-10-01T06:33:08
0xa00015,a002,0xa00015tm_,80.17351942,2019-10-01T09:27:38
0xa00009,a001,0xa00009tm_,80.3972849,2019-10-01T18:22:45
0xa00027,a001,0xa00027tm_,82.36670683,2019-10-01T08:29:59
0xa00039,a000,0xa00039tm_,85.34321589,2019-10-01T14:02:04
0xa00006,a001,0xa00006tm_,80.53044867,2019-10-01T01:18:19
0xa00011,a000,0xa00011tm_,81.23295771,2019-10-01T19:08:07
0xa00023,a004,0xa00023tm_,82,2019-10-01T21:56:06
0xa00010,a002,0xa00010tm_,80.03281771,2019-10-01T04:34:12
0xa00021,a000,0xa00021tm_,82,2019-10-01T09:39:26
0xa00035,a000,0xa00035tm_,83.24502179,2019-10-01T23:03:09
0xa00005,a000,0xa00005tm_,79.44289628,2019-10-01T12:50:22
0xa00007,a003,0xa00007tm_,79.55281488,2019-10-01T04:21:25
0xa00032,a000,0xa00032tm_,84.53865643,2019-10-01T16:20:10
0xa00034,a001,0xa00034tm_,82.57125547,2019-10-01T18:49:38
0xa00022,a002,0xa00022tm_,82,2019-10-01T19:17:24
0xa00014,a002,0xa00014tm_,80.12598535,2019-10-01T19:58:03
0xa00011,a003,0xa00011tm_,81.37283679,2019-10-01T15:12:59
0xa00008,a002,0xa00008tm_,80.99954184,2019-10-01T02:50:03
0xa00021,a001,0xa00021tm_,82,2019-10-01T08:04:43
0xa00032,a001,0xa00032tm_,82.78704298,2019-10-01T07:24:55
0xa00028,a004,0xa00028tm_,82.48240265,2019-10-01T23:05:22
0xa00028,a000,0xa00028tm_,82.05955245,2019-10-01T00:19:28
0xa00037,a001,0xa00037tm_,83.10588122,2019-10-01T02:59:15
0xa00012,a004,0xa00012tm_,81.55143225,2019-10-01T04:57:37
0xa00033,a003,0xa00033tm_,82.68308719,2019-10-01T02:47:00
0xa00009,a000,0xa00009tm_,80.00996271,2019-10-01T13:12:13
0xa00022,a001,0xa00022tm_,82,2019-10-01T15:29:00
0xa00012,a004,0xa00012tm_,81.23492752,2019-10-01T00:08:46
0xa00019,a003,0xa00019tm_,81.51743807,2019-10-01T03:10:46
0xa00028,a001,0xa00028tm_,82.18526788,2019-10-01T12:45:30
