Machine_ID,Line_ID,T_Sensor_ID,Op_Temp,F_Sensor_ID,Frequency,Timestamp
0xa00012,a002,0xa00012tm_,80.74357454,0xa00012fr_,62.96140092,2019-10-01T21:04:53
0xa00027,a004,0xa00027tm_,82.01979617,0xa00027fr_,63.70268145,2019-10-01T00:54:10
0xa00003,a004,0xa00003tm_,78.21740385,0xa00003fr_,64.5259294,2019-10-01T17:03:52
0xa00024,a003,0xa00024tm_,82.11568601,0xa00024fr_,59.69163653,2019-10-01T03:31:34
0xa00003,a004,0xa00003tm_,78.71246633,0xa00003fr_,61.03603823,2019-10-01T04:57:59
0xa00036,a002,0xa00036tm_,85.6277857,0xa00036fr_,55.22246977,2019-10-01T15:26:39
0xa00006,a000,0xa00006tm_,81.73481363,0xa00006fr_,58.78501492,2019-10-01T11:28:19
0xa00001,a004,0xa00001tm_,78.66673121,0xa00001fr_,64.15659873,2019-10-01T01:11:45
0xa00002,a001,0xa00002tm_,81.97446545,0xa00002fr_,63.89164028,2019-10-01T10:16:29
0xa00030,a001,0xa00030tm_,82.87515141,0xa00030fr_,58.55913633,2019-10-01T09:39:08
0xa00007,a000,0xa00007tm_,80.76536687,0xa00007fr_,55.57456212,2019-10-01T17:45:24
0xa00029,a004,0xa00029tm_,82.60938385,0xa00029fr_,64.63883339,2019-10-01T10:09:50
0xa00006,a000,0xa00006tm_,79.8644607,0xa00006fr_,57.90050801,2019-10-01T14:16:12
0xa00032,a000,0xa00032tm_,84.94204713,0xa00032fr_,56.87691923,2019-10-01T14:59:48
0xa00033,a002,0xa00033tm_,84.39874861,0xa00033fr_,63.66919728,2019-10-01T13:31:59
0xa00019,a002,0xa00019tm_,81.16069943,0xa00019fr_,63.01849297,2019-10-01T08:57:13
0xa00029,a002,0xa00029tm_,82.2161255,0xa00029fr_,64.28590014,2019-10-01T15:14:51
0xa00035,a004,0xa00035tm_,84.50578976,0xa00035fr_,59.10028945,2019-10-01T06:59:34
0xa00018,a000,0xa00018tm_,81.33739162,0xa00018fr_,55.90672096,2019-10-01T18:13:29
0xa00008,a001,0xa00008tm_,80.94815468,0xa00008fr_,64.0223047,2019-10-01T01:44:33
0xa00039,a001,0xa00039tm_,82.74203143,0xa00039fr_,55.56934714,2019-10-01T07:20:11
0xa00025,a004,0xa00025tm_,82.10467386,0xa00025fr_,55.07038543,2019-10-01T04:18:58
0xa00028,a003,0xa00028tm_,83.01651983,0xa00028fr_,56.64144169,2019-10-01T13:49:07
0xa00003,a003,0xa00003tm_,81.97214464,0xa00003fr_,56.97349203,2019-10-01T09:23:05
0xa00003,a002,0xa00003tm_,78.8918249,0xa00003fr_,63.48979964,2019-10-01T20:13:27
0xa00030,a002,0xa00030tm_,82.0509438,0xa00030fr_,61.75149756,2019-10-01T02:50:27
0xa00025,a004,0xa00025tm_,82.84806386,0xa00025fr_,61.32822002,2019-10-01T12:46:49
0xa00021,a001,0xa00021tm_,82,0xa00021fr_,62.80793178,2019-10-01T07:06:29
0xa00003,a002,0xa00003tm_,78.43946408,0xa00003fr_,58.50331723,2019-10-01T06:12:07
0xa00028,a001,0xa00028tm_,83.2655546,0xa00028fr_,56.14336972,2019-10-01T13:41:07
0xa00034,a002,0xa00034tm_,83.96697322,0xa00034fr_,59.22473351,2019-10-01T21:42:14
0xa00015,a003,0xa00015tm_,81.25969133,0xa00015fr_,58.40790937,2019-10-01T11:41:21
0xa00012,a001,0xa00012tm_,80.11650969,0xa00012fr_,60.11608384,2019-10-01T01:24:40
0xa00014,a002,0xa00014tm_,80.14755938,0xa00014fr_,55.2512222,2019-10-01T03:20:12
0xa00011,a001,0xa00011tm_,79.6588232,0xa00011fr_,55.83041577,2019-10-01T22:27:54
0xa00024,a002,0xa00024tm_,82.44529848,0xa00024fr_,59.435647,2019-10-01T17:05:57
0xa00012,a003,0xa00012tm_,80.05104426,0xa00012fr_,62.6743324,2019-10-01T14:05:31
0xa00028,a002,0xa00028tm_,83.24613856,0xa00028fr_,60.53769031,2019-10-01T19:50:01
0xa00031,a003,0xa00031tm_,82.83878164,0xa00031fr_,59.94226637,2019-10-01T04:49:18
0xa00011,a002,0xa00011tm_,79.14297927,0xa00011fr_,62.62143856,2019-10-01T11:14:19
0xa00002,a003,0xa00002tm_,79.22077423,0xa00002fr_,64.05612832,2019-10-01T22:42:53
0xa00009,a003,0xa00009tm_,79.37801253,0xa00009fr_,55.64700303,2019-10-01T09:48:20
0xa00022,a001,0xa00022tm_,82,0xa00022fr_,63.34829886,2019-10-01T09:29:51
0xa00037,a000,0xa00037tm_,82.17515533,0xa00037fr_,58.34597283,2019-10-01T10:44:35
0xa00004,a004,0xa00004tm_,81.6710578,0xa00004fr_,59.27120291,2019-10-01T19:04:33
0xa00004,a001,0xa00004tm_,78.02401177,0xa00004fr_,61.38281119,2019-10-01T03:59:11
0xa00024,a002,0xa00024tm_,82.4999847,0xa00024fr_,56.71898221,2019-10-01T14:17:43
0xa00004,a002,0xa00004tm_,79.31236556,0xa00004fr_,58.93842783,2019-10-01T03:15:01
0xa00020,a000,0xa00020tm_,82,0xa00020fr_,57.19170217,2019-10-01T04:11:45
0xa00033,a001,0xa00033tm_,82.13819194,0xa00033fr_,62.42021573,2019-10-01T16:43:03
0xa00024,a003,0xa00024tm_,82.23985429,0xa00024fr_,64.59366016,2019-10-01T09:39:14
0xa00015,a003,0xa00015tm_,80.4368749,0xa00015fr_,60.30342567,2019-10-01T22:49:28
0xa00036,a002,0xa00036tm_,84.17600314,0xa00036fr_,61.51791192,2019-10-01T14:00:04
0xa00002,a001,0xa00002tm_,78.29105329,0xa00002fr_,57.83092656,2019-10-01T19:32:19
0xa00029,a004,0xa00029tm_,82.32034245,0xa00029fr_,60.3775399,2019-10-01T11:19:01
0xa00034,a001,0xa00034tm_,84.23393964,0xa00034fr_,56.20228962,2019-10-01T10:56:45
0xa00008,a003,0xa00008tm_,79.15027715,0xa00008fr_,57.16653127,2019-10-01T16:00:40
0xa00025,a001,0xa00025tm_,82.94671337,0xa00025fr_,62.1175035,2019-10-01T18:20:18
0xa00028,a002,0xa00028tm_,82.18071281,0xa00028fr_,58.73741482,2019-10-01T08:15:55
0xa00017,a000,0xa00017tm_,81.16159739,0xa00017fr_,55.76418142,2019-10-01T04:02:14
0xa00012,a001,0xa00012tm_,81.29343549,0xa00012fr_,61.11856185,2019-10-01T06:34:25
0xa00009,a000,0xa00009tm_,79.402774,0xa00009fr_,59.32323012,2019-10-01T04:48:27
0xa00005,a003,0xa00005tm_,79.13412185,0xa00005fr_,64.81892506,2019-10-01T20:23:30
0xa00014,a004,0xa00014tm_,80.26680762,0xa00014fr_,55.79710031,2019-10-01T03:31:02
0xa00011,a003,0xa00011tm_,79.9730077,0xa00011fr_,56.54961226,2019-10-01T00:17:07
0xa00033,a003,0xa00033tm_,84.50987316,0xa00033fr_,62.61948287,2019-10-01T19:34:30
0xa00009,a001,0xa00009tm_,81.43057747,0xa00009fr_,57.82671456,2019-10-01T01:25:41
0xa00011,a004,0xa00011tm_,79.08502125,0xa00011fr_,55.6332591,2019-10-01T03:04:35
0xa00026,a003,0xa00026tm_,82.55225279,0xa00026fr_,58.91159782,2019-10-01T19:23:25
0xa00013,a002,0xa00013tm_,81.85309624,0xa00013fr_,63.93419056,2019-10-01T22:08:03
0xa00038,a002,0xa00038tm_,83.04985685,0xa00038fr_,63.42827266,2019-10-01T05:13:33
0xa00005,a000,0xa00005tm_,79.01512875,0xa00005fr_,58.87490724,2019-10-01T08:09:16
0xa00032,a000,0xa00032tm_,82.95150586,0xa00032fr_,56.19011128,2019-10-01T19:54:13
0xa00029,a004,0xa00029tm_,82.99004156,0xa00029fr_,62.148483,2019-10-01T01:26:32
0xa00008,a000,0xa00008tm_,80.19908319,0xa00008fr_,60.96977183,2019-10-01T23:23:35
0xa00020,a004,0xa00020tm_,82,0xa00020fr_,61.37967476,2019-10-01T16:21:10
0xa00017,a002,0xa00017tm_,81.75937039,0xa00017fr_,63.87431488,2019-10-01T03:52:42
0xa00007,a004,0xa00007tm_,81.93513868,0xa00007fr_,59.70190354,2019-10-01T07:18:09
0xa00033,a001,0xa00033tm_,84.05362219,0xa00033fr_,56.87061013,2019-10-01T10:58:49
0xa00019,a001,0xa00019tm_,81.00969472,0xa00019fr_,64.47198332,2019-10-01T07:32:35
0xa00030,a002,0xa00030tm_,82.21949286,0xa00030fr_,60.33010919,2019-10-01T14:20:57
0xa00010,a001,0xa00010tm_,79.84559635,0xa00010fr_,59.6704452,2019-10-01T14:55:07
0xa00015,a003,0xa00015tm_,80.17195992,0xa00015fr_,55.44417006,2019-10-01T22:44:17
0xa00007,a001,0xa00007tm_,79.60907865,0xa00007fr_,55.63875967,2019-10-01T13:13:40
0xa00008,a002,0xa00008tm_,81.54308844,0xa00008fr_,62.14522326,2019-10-01T01:48:06
0xa00012,a004,0xa00012tm_,81.16859266,0xa00012fr_,55.78980193,2019-10-01T03:47:28
0xa00002,a001,0xa00002tm_,77.24700332,0xa00002fr_,56.67574135,2019-10-01T05:21:43
0xa00010,a001,0xa00010tm_,80.61595202,0xa00010fr_,56.24420298,2019-10-01T12:02:55
0xa00030,a001,0xa00030tm_,82.48488085,0xa00030fr_,58.20002016,2019-10-01T07:06:07
0xa00012,a003,0xa00012tm_,80.42943847,0xa00012fr_,60.83644154,2019-10-01T09:24:56
0xa00008,a002,0xa00008tm_,81.87552102,0xa00008fr_,60.143294,2019-10-01T21:37:18
0xa00031,a004,0xa00031tm_,82.5898781,0xa00031fr_,61.26307295,2019-10-01T17:40:37
0xa00039,a000,0xa00039tm_,84.93483241,0xa00039fr_,56.35069606,2019-10-01T04:41:02
0xa00023,a000,0xa00023tm_,82,0xa00023fr_,57.38266874,2019-10-01T16:00:01
0xa00009,a000,0xa00009tm_,80.30660751,0xa00009fr_,57.21054489,2019-10-01T18:14:18
0xa00012,a004,0xa00012tm_,81.93218529,0xa00012fr_,63.91635968,2019-10-01T02:03:05
0xa00003,a001,0xa00003tm_,81.58723471,0xa00003fr_,55.83929223,2019-10-01T10:42:04
0xa00027,a004,0xa00027tm_,82.57648595,0xa00027fr_,62.02748859,2019-10-01T04:26:32
0xa00002,a004,0xa00002tm_,78.44159481,0xa00002fr_,63.05512501,2019-10-01T17:41:39
0xa00003,a004,0xa00003tm_,77.80160294,0xa00003fr_,58.13331192,2019-10-01T03:36:25
0xa00003,a004,0xa00003tm_,81.10931403,0xa00003fr_,59.30493267,2019-10-01T09:29:00
0xa00007,a001,0xa00007tm_,78.21456417,0xa00007fr_,59.42124308,2019-10-01T04:45:53
0xa00008,a001,0xa00008tm_,80.88095903,0xa00008fr_,58.9662883,2019-10-01T19:19:51
0xa00011,a002,0xa00011tm_,79.93243167,0xa00011fr_,56.512544,2019-10-01T15:28:21
0xa00016,a003,0xa00016tm_,81.89146172,0xa00016fr_,64.94544364,2019-10-01T08:38:03
0xa00013,a004,0xa00013tm_,81.66240531,0xa00013fr_,60.69416765,2019-10-01T15:40:41
0xa00032,a000,0xa00032tm_,82.51809549,0xa00032fr_,56.79994182,2019-10-01T18:57:08
0xa00032,a003,0xa00032tm_,83.80080148,0xa00032fr_,59.95424456,2019-10-01T09:34:14
0xa00001,a003,0xa00001tm_,77.53803738,0xa00001fr_,63.96884159,2019-10-01T20:53:26
0xa00008,a001,0xa00008tm_,79.5749996,0xa00008fr_,60.3233756,2019-10-01T20:50:20
0xa00038,a001,0xa00038tm_,83.82597713,0xa00038fr_,64.70306743,2019-10-01T20:03:00
0xa00028,a001,0xa00028tm_,83.75429695,0xa00028fr_,55.97670808,2019-10-01T19:19:00
0xa00038,a002,0xa00038tm_,85.04535949,0xa00038fr_,56.69994761,2019-10-01T15:10:40
0xa00015,a004,0xa00015tm_,81.98044758,0xa00015fr_,61.63605896,2019-10-01T10:51:54
0xa00032,a002,0xa00032tm_,82.9421969,0xa00032fr_,62.91168649,2019-10-01T22:27:00
0xa00030,a001,0xa00030tm_,83.67968997,0xa00030fr_,64.41154627,2019-10-01T22:18:52
0xa00029,a001,0xa00029tm_,83.38335842,0xa00029fr_,62.6415784,2019-10-01T21:39:38
0xa00033,a004,0xa00033tm_,84.59087986,0xa00033fr_,60.8980302,2019-10-01T12:05:51
0xa00024,a003,0xa00024tm_,82.38935054,0xa00024fr_,64.23629978,2019-10-01T05:42:49
0xa00021,a002,0xa00021tm_,82,0xa00021fr_,59.40313812,2019-10-01T02:18:12
0xa00031,a004,0xa00031tm_,83.8827502,0xa00031fr_,56.10827844,2019-10-01T13:26:15
0xa00003,a001,0xa00003tm_,79.38916978,0xa00003fr_,59.49180358,2019-10-01T20:26:28
0xa00004,a002,0xa00004tm_,79.58689721,0xa00004fr_,57.2719245,2019-10-01T17:06:00
0xa00033,a000,0xa00033tm_,83.89269993,0xa00033fr_,64.82625604,2019-10-01T02:16:34
0xa00005,a002,0xa00005tm_,80.34594633,0xa00005fr_,60.59596966,2019-10-01T02:14:43
0xa00031,a002,0xa00031tm_,82.9452656,0xa00031fr_,55.59812484,2019-10-01T11:47:21
0xa00023,a001,0xa00023tm_,82,0xa00023fr_,64.99256474,2019-10-01T03:41:41
0xa00009,a004,0xa00009tm_,80.74942301,0xa00009fr_,56.12128636,2019-10-01T23:34:19
0xa00016,a001,0xa00016tm_,81.00827953,0xa00016fr_,56.52173226,2019-10-01T14:35:48
0xa00020,a000,0xa00020tm_,82,0xa00020fr_,63.88890737,2019-10-01T11:06:49
0xa00004,a001,0xa00004tm_,78.23218785,0xa00004fr_,57.53692848,2019-10-01T21:51:14
0xa00004,a002,0xa00004tm_,80.82830254,0xa00004fr_,58.58211876,2019-10-01T04:22:05
0xa00027,a002,0xa00027tm_,82.28293504,0xa00027fr_,63.53342011,2019-10-01T08:10:09
0xa00024,a002,0xa00024tm_,82.6609177,0xa00024fr_,59.09432764,2019-10-01T18:58:46
0xa00025,a001,0xa00025tm_,82.09635122,0xa00025fr_,60.77783643,2019-10-01T11:10:29
0xa00006,a002,0xa00006tm_,81.21556828,0xa00006fr_,59.36662453,2019-10-01T04:03:20
0xa00031,a003,0xa00031tm_,83.49101021,0xa00031fr_,59.87689652,2019-10-01T15:46:35
0xa00021,a003,0xa00021tm_,82,0xa00021fr_,61.73965741,2019-10-01T13:53:56
0xa00007,a002,0xa00007tm_,79.24253785,0xa00007fr_,55.9050328,2019-10-01T11:46:14
0xa00025,a004,0xa00025tm_,82.3009245,0xa00025fr_,61.94897065,2019-10-01T07:13:39
0xa00030,a002,0xa00030tm_,82.00313208,0xa00030fr_,63.23105145,2019-10-01T00:03:26
0xa00022,a002,0xa00022tm_,82,0xa00022fr_,56.13469729,2019-10-01T21:43:26
0xa00012,a002,0xa00012tm_,81.16883051,0xa00012fr_,63.6044194,2019-10-01T06:20:39
0xa00004,a004,0xa00004tm_,80.19090658,0xa00004fr_,56.4196055,2019-10-01T13:05:27
0xa00024,a001,0xa00024tm_,82.78317622,0xa00024fr_,62.82998614,2019-10-01T10:25:28
0xa00010,a003,0xa00010tm_,79.70022476,0xa00010fr_,55.27957894,2019-10-01T03:52:07
0xa00013,a004,0xa00013tm_,80.75128732,0xa00013fr_,64.34547231,2019-10-01T21:51:38
0xa00026,a002,0xa00026tm_,82.0682894,0xa00026fr_,58.20495399,2019-10-01T21:24:42
0xa00028,a003,0xa00028tm_,83.72258387,0xa00028fr_,64.12430974,2019-10-01T10:03:02
0xa00016,a002,0xa00016tm_,81.95353451,0xa00016fr_,61.52316032,2019-10-01T05:52:03
0xa00002,a003,0xa00002tm_,79.21947082,0xa00002fr_,62.74142759,2019-10-01T15:20:52
0xa00008,a002,0xa00008tm_,80.24631635,0xa00008fr_,62.75620597,2019-10-01T23:04:12
0xa00030,a004,0xa00030tm_,83.17995793,0xa00030fr_,63.89251202,2019-10-01T11:29:07
0xa00010,a000,0xa00010tm_,80.16211613,0xa00010fr_,59.21653265,2019-10-01T00:28:59
0xa00033,a003,0xa00033tm_,83.21456209,0xa00033fr_,62.87855842,2019-10-01T14:40:44
0xa00003,a000,0xa00003tm_,80.92795872,0xa00003fr_,58.9995879,2019-10-01T21:50:55
0xa00031,a001,0xa00031tm_,83.4753708,0xa00031fr_,59.13284306,2019-10-01T05:09:09
0xa00039,a004,0xa00039tm_,82.63342528,0xa00039fr_,56.65756165,2019-10-01T15:14:31
0xa00032,a003,0xa00032tm_,83.60662053,0xa00032fr_,63.40138586,2019-10-01T00:04:37
0xa00032,a000,0xa00032tm_,83.7962173,0xa00032fr_,60.61875995,2019-10-01T05:18:57
0xa00028,a002,0xa00028tm_,83.97021305,0xa00028fr_,56.49153501,2019-10-01T14:18:47
0xa00011,a004,0xa00011tm_,80.52385391,0xa00011fr_,56.34145364,2019-10-01T15:41:30
0xa00022,a003,0xa00022tm_,82,0xa00022fr_,59.8638688,2019-10-01T22:34:33
0xa00015,a001,0xa00015tm_,80.45931523,0xa00015fr_,57.70386197,2019-10-01T06:31:03
0xa00001,a000,0xa00001tm_,81.45360019,0xa00001fr_,56.38269914,2019-10-01T12:14:48
0xa00033,a000,0xa00033tm_,83.41809203,0xa00033fr_,62.02257825,2019-10-01T08:39:06
0xa00028,a004,0xa00028tm_,82.48088606,0xa00028fr_,57.54211511,2019-10-01T12:35:49
0xa00033,a004,0xa00033tm_,83.83628853,0xa00033fr_,63.90324345,2019-10-01T11:17:22
0xa00003,a000,0xa00003tm_,80.0148766,0xa00003fr_,61.10735695,2019-10-01T21:23:23
0xa00007,a004,0xa00007tm_,78.07322381,0xa00007fr_,61.70627733,2019-10-01T09:40:59
0xa00036,a000,0xa00036tm_,83.9529842,0xa00036fr_,63.04094407,2019-10-01T12:21:49
0xa00013,a003,0xa00013tm_,80.92940407,0xa00013fr_,57.19158231,2019-10-01T05:20:57
0xa00032,a002,0xa00032tm_,84.00978515,0xa00032fr_,58.32044897,2019-10-01T01:10:59
0xa00027,a000,0xa00027tm_,82.25588002,0xa00027fr_,55.3144834,2019-10-01T12:01:17
0xa00024,a002,0xa00024tm_,82.42132026,0xa00024fr_,62.72832488,2019-10-01T10:57:36
0xa00026,a003,0xa00026tm_,82.89262975,0xa00026fr_,64.63012893,2019-10-01T20:07:51
0xa00024,a000,0xa00024tm_,82.62914198,0xa00024fr_,56.71279599,2019-10-01T03:36:10
0xa00036,a001,0xa00036tm_,82.98841434,0xa00036fr_,60.33787145,2019-10-01T10:42:01
0xa00028,a002,0xa00028tm_,83.29228473,0xa00028fr_,63.28884683,2019-10-01T08:15:01
0xa00018,a003,0xa00018tm_,81.5259785,0xa00018fr_,58.31274746,2019-10-01T09:05:55
0xa00038,a000,0xa00038tm_,84.42208142,0xa00038fr_,60.16102181,2019-10-01T22:54:27
0xa00009,a004,0xa00009tm_,79.26837303,0xa00009fr_,58.53570153,2019-10-01T06:32:19
0xa00028,a001,0xa00028tm_,83.81074077,0xa00028fr_,62.82289368,2019-10-01T23:14:24
0xa00019,a003,0xa00019tm_,81.27790425,0xa00019fr_,59.03189331,2019-10-01T06:21:54
0xa00010,a002,0xa00010tm_,81.23005384,0xa00010fr_,57.35376809,2019-10-01T06:37:50
0xa00008,a000,0xa00008tm_,79.14460714,0xa00008fr_,63.74661269,2019-10-01T19:57:26
0xa00015,a001,0xa00015tm_,81.415149,0xa00015fr_,63.53519492,2019-10-01T07:37:26
0xa00017,a000,0xa00017tm_,81.88692094,0xa00017fr_,63.00640102,2019-10-01T09:37:29
0xa00024,a004,0xa00024tm_,82.05622758,0xa00024fr_,60.31554851,2019-10-01T16:20:37
0xa00007,a001,0xa00007tm_,80.72143884,0xa00007fr_,60.55432699,2019-10-01T00:22:44
0xa00034,a002,0xa00034tm_,83.4361975,0xa00034fr_,59.64389277,2019-10-01T18:05:21
0xa00021,a002,0xa00021tm_,82,0xa00021fr_,58.39127466,2019-10-01T03:23:27
0xa00012,a001,0xa00012tm_,81.0597288,0xa00012fr_,57.31384697,2019-10-01T01:59:05
0xa00039,a004,0xa00039tm_,85.02212807,0xa00039fr_,62.06041024,2019-10-01T15:50:44
0xa00011,a004,0xa00011tm_,80.37759379,0xa00011fr_,62.29237905,2019-10-01T22:27:06
0xa00034,a000,0xa00034tm_,83.27445585,0xa00034fr_,58.74442226,2019-10-01T01:27:48
0xa00018,a002,0xa00018tm_,81.83548595,0xa00018fr_,59.83357819,2019-10-01T12:46:38
0xa00013,a003,0xa00013tm_,80.04157782,0xa00013fr_,55.3703081,2019-10-01T15:13:17
0xa00012,a003,0xa00012tm_,80.65659841,0xa00012fr_,64.35151321,2019-10-01T23:34:19
0xa00009,a000,0xa00009tm_,79.22631004,0xa00009fr_,64.33106843,2019-10-01T01:01:46
0xa00004,a002,0xa00004tm_,80.23948022,0xa00004fr_,59.02735462,2019-10-01T02:06:02
0xa00038,a003,0xa00038tm_,85.47348567,0xa00038fr_,59.38305442,2019-10-01T20:41:11
0xa00032,a003,0xa00032tm_,83.8472684,0xa00032fr_,61.44201205,2019-10-01T20:46:31
0xa00035,a002,0xa00035tm_,84.69428166,0xa00035fr_,56.71052632,2019-10-01T08:13:09
0xa00030,a001,0xa00030tm_,83.65816195,0xa00030fr_,55.16499757,2019-10-01T20:19:43
0xa00024,a003,0xa00024tm_,82.29695895,0xa00024fr_,55.79830064,2019-10-01T22:42:03
0xa00018,a002,0xa00018tm_,81.87032332,0xa00018fr_,62.26050599,2019-10-01T16:59:46
