main_ServiceProvider,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_Country,main_Region,main_City,conn_Generation_Category
T-Mobile,LGE,LG-D415,ANDROID44,en,2017-07-03 14:09:50 UTC,-95,38.8815492,-77.01707506,180,254,United States,District of Columbia,District of Columbia,3G
T-Mobile,LGE,LG-TP260,ANDROID70,en,2017-06-17 12:30:38 UTC,-78,42.5151533,-82.9227697,0,0,United States,Michigan,Roseville,4G
T-Mobile,Sony,F5121,ANDROID71,en,2017-07-14 06:12:35 UTC,null,41.9437249,-87.7981384,14285,64197,United States,Illinois,Chicago,4G
T-Mobile,LGE,LG-K428,ANDROID70,en,2017-07-25 00:16:20 UTC,-67,40.4109566,-80.00575,2305,0,United States,Pennsylvania,Pittsburgh,4G
T-Mobile,LGE,LG-H901,ANDROID60,es,2017-06-01 03:23:04 UTC,null,34.09503627,-117.2933321,127904,1818898,United States,California,San Bernardino,4G
T-Mobile,LGE,LG-M210,ANDROID70,en,2017-06-28 03:01:42 UTC,null,40.8294515,-73.890971,1106,478,United States,New York,New York,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-07 20:07:34 UTC,null,41.9802722,-88.0313972,0,0,United States,Illinois,null,4G
T-Mobile,Apple,"iPhone9,3",IOS102,en,2017-05-20 21:57:50 UTC,null,34.274176,-118.409775,39085,84005,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-J700M,ANDROID51,es,2017-05-02 06:37:00 UTC,-51,32.5795226,-117.1349775,522189,5510971,United States,California,null,3G
T-Mobile,samsung,SM-G928T,ANDROID70,en,2017-06-28 02:02:15 UTC,-63,39.9625318,-75.0878176,16282,33353,United States,New Jersey,Camden,4G
T-Mobile,LGE,LG-D851,ANDROID44,en,2017-05-05 20:21:12 UTC,null,40.43828926,-79.97484156,906,1124,United States,Pennsylvania,Pittsburgh,4G
T-Mobile,LGE,LG-TP450,ANDROID70,en,2017-05-29 18:05:50 UTC,null,28.3606603,-81.5364583,24793,333450,United States,Florida,null,4G
T-Mobile,samsung,SM-G928T,ANDROID70,en,2017-07-13 16:26:24 UTC,-59,33.9942503,-83.9594242,5803,11505,United States,Georgia,null,4G
T-Mobile,samsung,SM-G750F,ANDROID44,en,2017-05-09 01:17:51 UTC,null,39.02726448,-94.57582321,0,0,United States,Missouri,Kansas City,3G
T-Mobile,LGE,LG-D415,ANDROID44,en,2017-05-10 17:52:16 UTC,null,27.75581608,-97.45970308,0,0,United States,Texas,Corpus Christi,3G
T-Mobile,LGE,LG-D415,ANDROID44,en,2017-05-01 23:33:23 UTC,null,30.4680466,-81.6121837,10901,22949,United States,Florida,Jacksonville,3G
T-Mobile,samsung,SM-T337T,ANDROID44,es,2017-05-13 02:31:56 UTC,-65,29.7520864,-94.976451,8208,8976,United States,Texas,Baytown,4G
T-Mobile,LGE,LG-M210,ANDROID70,en,2017-06-12 05:13:19 UTC,null,41.86000663,-87.71805368,167048,581244,United States,Illinois,Chicago,4G
T-Mobile,Apple,iPhone 6,IOS93,en,2017-05-02 13:06:49 UTC,null,29.551943,-98.578232,96293,1348687,United States,Texas,San Antonio,UNKNOWN
T-Mobile,samsung,SM-T217T,ANDROID44,es,2017-06-06 04:02:14 UTC,-107,40.81706285,-73.90230416,0,0,United States,New York,New York,3G
T-Mobile,Apple,iPhone 6 Plus,IOS102,en,2017-05-12 16:17:11 UTC,null,32.79505,-116.975918,43241,95460,United States,California,El Cajon,UNKNOWN
T-Mobile,LGE,LGMS428,ANDROID60,es,2017-06-14 18:06:24 UTC,-97,30.0103828,-95.2969886,4593,2117,United States,Texas,null,3G
T-Mobile,LGE,LG-H811,ANDROID60,en,2017-05-27 16:48:44 UTC,-68,25.64704307,-80.38463806,0,0,United States,Florida,null,4G
T-Mobile,LGE,LG-D851,ANDROID44,es,2017-06-06 04:01:32 UTC,-69,33.88030196,-118.2893045,396,178,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-13 00:05:14 UTC,null,29.7101065,-95.3771068,2538,4925,United States,Texas,Houston,4G
T-Mobile,HTC,HTC One,ANDROID50,en,2017-07-20 17:27:19 UTC,-37,40.7461836,-73.9902915,9566,18657,United States,New York,New York,4G
T-Mobile,samsung,SM-G920T,ANDROID60,en,2017-06-10 17:01:55 UTC,-83,29.6773485,-82.4354536,576,560,United States,Florida,null,4G
T-Mobile,Apple,iPhone 6,IOS103,en,2017-05-02 15:26:42 UTC,null,33.583565,-112.099614,26700,102582,United States,Arizona,Phoenix,UNKNOWN
T-Mobile,samsung,SM-G920I,ANDROID70,en,2017-06-08 19:26:06 UTC,-63,40.7225278,-74.2555304,0,0,United States,New Jersey,Maplewood,3G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-06-27 04:14:29 UTC,-76,30.2804125,-97.7300624,0,0,United States,Texas,Austin,4G
T-Mobile,LGE,LG-F600K,ANDROID51,en,2017-06-14 03:45:29 UTC,null,36.1257126,-115.221653,27052,58212,United States,Nevada,Spring Valley,3G
T-Mobile,samsung,SM-G928T,ANDROID70,en,2017-06-10 04:49:13 UTC,null,39.9618685,-75.0905927,3455,13993,United States,New Jersey,Camden,4G
T-Mobile,samsung,SM-T337T,ANDROID44,en,2017-06-05 21:01:20 UTC,-64,33.81216583,-117.5102482,3016,187356,United States,California,Corona,4G
T-Mobile,LGE,LGMS631,ANDROID60,en,2017-05-27 03:03:22 UTC,null,33.7225583,-84.3923948,864,672,United States,Georgia,Atlanta,4G
T-Mobile,zte,MF97B_T,ANDROID44,en,2017-07-19 19:41:19 UTC,null,27.5481058,-99.4945344,62167,734180,United States,Texas,Laredo,4G
T-Mobile,samsung,SAMSUNG-SGH-I337,ANDROID44,en,2017-06-20 03:04:31 UTC,null,30.4980487,-91.1365295,751934,12766964,United States,Louisiana,Baton Rouge,4G
T-Mobile,samsung,SM-T217T,ANDROID44,en,2017-06-21 03:29:59 UTC,-69,32.8031551,-97.0073746,1455363,1190650,United States,Texas,Grand Prairie,4G
T-Mobile,LGE,LG-K428,ANDROID60,en,2017-05-27 01:50:48 UTC,null,36.1460701,-115.0416873,257736,2722843,United States,Nevada,Sunrise Manor,4G
T-Mobile,LGE,LG-D851,ANDROID60,en,2017-07-15 13:52:51 UTC,null,25.5800868,-80.3682923,3533,8815,United States,Florida,null,4G
T-Mobile,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-07-11 13:40:14 UTC,null,37.2758076,-97.2569317,0,0,United States,Kansas,null,4G
T-Mobile,LGE,LG-D851,ANDROID44,en,2017-05-25 20:45:56 UTC,null,28.6889804,-100.4721279,0,0,United States,Texas,Eagle Pass,4G
T-Mobile,LGE,LG-H872,ANDROID70,en,2017-05-24 23:11:00 UTC,-74,44.8761259,-93.3298413,0,0,United States,Minnesota,Edina,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-08 00:38:56 UTC,-59,32.5784648,-97.3283972,1737,1169,United States,Texas,Fort Worth,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-18 05:26:12 UTC,-78,35.1750325,-106.4861092,1737,1724,United States,New Mexico,null,4G
T-Mobile,samsung,SM-G928T,ANDROID70,en,2017-06-24 00:30:32 UTC,null,39.9679896,-74.9115602,2628,19032,United States,New Jersey,null,4G
T-Mobile,samsung,SAMSUNG-SM-G750A,ANDROID44,en,2017-05-14 11:55:40 UTC,null,40.01016437,-75.14233065,254,198,United States,Pennsylvania,Philadelphia,4G
T-Mobile,LGE,LGMS428,ANDROID60,es,2017-06-11 02:43:45 UTC,-81,40.1762003,-122.2514574,20490,20966,United States,California,null,4G
T-Mobile,samsung,SM-N910T3,ANDROID60,en,2017-07-13 01:22:58 UTC,null,40.6513561,-74.2460421,61243,91669,United States,New Jersey,null,4G
T-Mobile,samsung,SM-T337T,ANDROID44,en,2017-06-20 19:59:54 UTC,null,29.69451045,-95.18540747,0,0,United States,Texas,Pasadena,4G
T-Mobile,samsung,SM-G928T,ANDROID70,en,2017-06-27 22:13:30 UTC,null,29.8435367,-95.4979441,86,0,United States,Texas,Houston,4G
T-Mobile,motorola,MotoG3,ANDROID60,en,2017-07-19 20:00:06 UTC,null,27.87946182,-82.65854027,169,0,United States,Florida,Saint Petersburg,4G
T-Mobile,LGE,LG-K550,ANDROID60,en,2017-05-30 23:19:56 UTC,null,40.6260908,-74.0919238,308063,5321031,United States,New York,New York,4G
T-Mobile,samsung,SAMSUNG-SM-G870A,ANDROID44,es,2017-06-04 20:16:27 UTC,null,34.09849856,-118.3440817,83774,150179,United States,California,Los Angeles,4G
T-Mobile,LGE,LG-H901,ANDROID60,en,2017-07-20 05:13:15 UTC,null,29.5850304,-98.2432345,0,0,United States,Texas,null,4G
T-Mobile,samsung,SM-G925T,ANDROID70,en,2017-07-08 09:24:37 UTC,null,41.8977205,-87.6922599,30766,43896,United States,Illinois,Chicago,4G
T-Mobile,HTC,HTC One_M8,ANDROID60,en,2017-07-30 12:16:56 UTC,null,40.6366675,-73.9514194,29384,16310,United States,New York,New York,3G
T-Mobile,LGE,LG-K550,ANDROID70,en,2017-07-29 02:34:48 UTC,null,29.6754296,-95.3549998,1118,1211,United States,Texas,Houston,4G
T-Mobile,LGE,LG-D959,ANDROID44,en,2017-05-25 00:16:45 UTC,null,44.97365779,-93.40074803,63943,103564,United States,Minnesota,Saint Louis Park,4G
T-Mobile,samsung,SM-G925T,ANDROID60,en,2017-06-08 21:48:54 UTC,null,38.572619,-121.3369515,841014,791133,United States,California,null,4G
T-Mobile,LGE,Nexus 5,ANDROID60,en,2017-07-12 17:50:07 UTC,null,27.8164701,-82.6478062,3614,10516,United States,Florida,Saint Petersburg,4G
T-Mobile,samsung,SM-G920T,ANDROID70,en,2017-07-10 06:08:14 UTC,null,34.0812775,-117.9162763,1945426,3432013,United States,California,West Covina,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-05-29 18:43:57 UTC,-77,39.5207885,-76.1897885,5716,10725,United States,Maryland,null,4G
T-Mobile,LGE,LG-K550,ANDROID60,en,2017-07-15 18:44:53 UTC,null,29.8857026,-95.68552231,0,0,United States,Texas,null,4G
T-Mobile,samsung,SM-N920S,ANDROID51,ko,2017-06-27 18:04:02 UTC,null,37.8017449,-122.398056,0,0,United States,California,San Francisco,3G
T-Mobile,samsung,SM-N910T3,ANDROID60,en,2017-07-21 14:47:22 UTC,null,39.5642863,-104.8056139,348,524,United States,Colorado,null,4G
T-Mobile,LGE,LG-H901,ANDROID60,en,2017-07-09 01:09:22 UTC,null,29.5852363,-98.2431854,0,0,United States,Texas,null,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-22 14:12:41 UTC,null,30.2094933,-97.7819236,25230,60680,United States,Texas,Austin,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-09 18:54:12 UTC,null,33.856179,-117.9971992,1118,1215,United States,California,Buena Park,4G
T-Mobile,samsung,SM-N910T2,ANDROID44,en,2017-05-07 19:17:54 UTC,null,26.28374171,-80.13247608,216,100,United States,Florida,Deerfield Beach,4G
T-Mobile,LGE,LG-D851,ANDROID44,es,2017-07-07 03:15:24 UTC,null,33.88010048,-118.2894149,13441,29015,United States,California,Los Angeles,3G
T-Mobile,motorola,XT1080,ANDROID44,en,2017-07-27 09:27:38 UTC,-89,28.00326211,-82.6912605,21940,650244,United States,Florida,Safety Harbor,3G
T-Mobile,LGE,LG-H901,ANDROID60,en,2017-05-30 18:51:09 UTC,-45,25.84356991,-80.20614115,6265,5210,United States,Florida,Miami,4G
T-Mobile,samsung,SAMSUNG-SM-G750A,ANDROID44,en,2017-05-18 10:44:08 UTC,null,40.01171973,-75.13992913,6272,11526,United States,Pennsylvania,Philadelphia,4G
T-Mobile,samsung,SM-G920T,ANDROID70,en,2017-07-23 19:20:33 UTC,null,34.0729567,-118.0745385,17256,38207,United States,California,null,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-05-23 13:33:10 UTC,null,38.8459541,-77.3034088,0,0,United States,Virginia,Fairfax,4G
T-Mobile,Sony,D5306,ANDROID44,es,2017-07-11 23:38:48 UTC,-97,26.25980681,-98.25262588,0,52,United States,Texas,McAllen,3G
T-Mobile,samsung,SM-T337T,ANDROID44,en,2017-06-19 04:43:23 UTC,-61,33.73024675,-117.9604352,44172,2743,United States,California,Fountain Valley,4G
T-Mobile,LGE,LG-F350L,ANDROID44,ko,2017-06-12 03:51:43 UTC,null,37.342301,-121.9247459,13873,6662,United States,California,San Jos̩,3G
T-Mobile,OnePlus,ONEPLUS A5000,ANDROID71,en,2017-07-19 09:42:08 UTC,null,40.5306567,-74.4882229,7911,24951,United States,New Jersey,null,4G
T-Mobile,LGE,LG-K550,ANDROID60,en,2017-07-12 23:30:24 UTC,null,29.8875975,-95.6842255,6145,33112,United States,Texas,null,4G
T-Mobile,Apple,iPhone 6,IOS103,en,2017-06-22 00:41:06 UTC,null,33.973243,-118.262064,371018,4510455,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-G920T,ANDROID70,en,2017-07-26 00:45:16 UTC,-74,40.8441052,-73.9119048,71,81,United States,New York,New York,4G
T-Mobile,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-07-13 20:39:25 UTC,-86,35.2166986,-80.8396818,1118,1205,United States,North Carolina,Charlotte,4G
T-Mobile,BlackBerry,BBB100-1,ANDROID71,en,2017-07-25 18:00:46 UTC,-67,40.7577244,-73.9800989,0,0,United States,New York,New York,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-29 23:29:51 UTC,null,42.5751874,-82.8715376,8648,52719,United States,Michigan,null,4G
T-Mobile,motorola,Nexus 6,ANDROID60,en,2017-07-31 01:58:11 UTC,null,40.74608182,-73.76715178,56,0,United States,New York,New York,4G
T-Mobile,LGE,LG-H811,ANDROID60,en,2017-07-21 21:22:55 UTC,null,39.91422594,-105.0665742,4314,11740,United States,Colorado,null,4G
T-Mobile,LGE,LG-H811,ANDROID60,en,2017-07-30 17:43:10 UTC,null,33.4491266,-112.3760606,269989,705781,United States,Arizona,Goodyear,4G
T-Mobile,HUAWEI,MHA-L29,ANDROID70,en,2017-07-08 09:02:29 UTC,null,32.8008846,-79.8963658,5673,6039,United States,South Carolina,Mount Pleasant,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-25 00:13:52 UTC,-71,37.8139052,-122.3012096,0,0,United States,California,Oakland,4G
T-Mobile,motorola,MotoG3,ANDROID60,en,2017-07-21 21:15:09 UTC,null,41.7605437,-70.0017451,0,0,United States,Massachusetts,null,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-31 12:28:33 UTC,null,34.0333018,-84.3161488,2330,6549,United States,Georgia,Roswell,4G
T-Mobile,LGE,LG-M210,ANDROID70,en,2017-07-27 14:42:54 UTC,null,47.4632803,-122.2465118,13753,24537,United States,Washington,Tukwila,4G
T-Mobile,samsung,SM-T217T,ANDROID44,en,2017-06-29 19:54:24 UTC,-91,38.55989723,-121.3928033,174239,180444,United States,California,Sacramento,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-12 11:30:08 UTC,-59,37.7076916,-97.2576999,1118,1211,United States,Kansas,Wichita,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-19 11:40:57 UTC,null,40.3828468,-74.3244017,1868,685,United States,New Jersey,null,3G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-24 03:53:40 UTC,null,37.6370669,-122.4000879,58204,58942,United States,California,South San Francisco,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-23 16:57:55 UTC,-91,42.8024991,-71.2388711,805,279,United States,New Hampshire,Salem,4G
T-Mobile,LGE,LG-H811,ANDROID60,en,2017-07-11 15:51:13 UTC,-103,29.2057179,-81.0332727,2921,7011,United States,Florida,Daytona Beach,3G
T-Mobile,LGE,LG-D959,ANDROID44,en,2017-07-17 20:33:43 UTC,null,33.5804835,-86.7100392,815546,159829,United States,Alabama,Birmingham,3G
T-Mobile,samsung,SM-G928T,ANDROID70,en,2017-07-12 17:50:49 UTC,-89,38.4553554,-122.3631215,4871,2056,United States,California,null,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-31 17:45:28 UTC,-58,39.1105986,-94.5749473,9892,102825,United States,Missouri,Kansas City,4G
T-Mobile,LGE,LG-H901,ANDROID60,en,2017-07-25 19:46:34 UTC,-87,44.976009,-92.6830858,160964,160871,United States,Wisconsin,null,4G
T-Mobile,motorola,Moto G (4),ANDROID70,en,2017-07-28 02:46:31 UTC,-68,39.6457158,-74.1788707,0,0,United States,New Jersey,null,4G
T-Mobile,LGE,LG-H872,ANDROID70,en,2017-07-21 21:06:04 UTC,-66,44.9622791,-93.1212557,72,0,United States,Minnesota,Saint Paul,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-31 09:57:00 UTC,null,36.816062,-76.0300906,23194,171269,United States,Virginia,Virginia Beach,4G
T-Mobile,motorola,MotoG3,ANDROID60,en,2017-07-11 16:33:13 UTC,-103,40.13894913,-76.65865505,15325,23742,United States,Pennsylvania,null,3G
T-Mobile,BLU,VIVO XL,ANDROID60,en,2017-07-26 12:36:13 UTC,null,41.4868406,-87.5392583,240,0,United States,Illinois,null,4G
T-Mobile,LGE,Nexus 5,ANDROID60,en,2017-07-24 23:06:11 UTC,-75,34.0234932,-118.4986446,18919,27676,United States,California,Santa Monica,4G
T-Mobile,LGE,LG-TP260,ANDROID70,en,2017-07-27 13:04:44 UTC,-79,44.9655359,-93.5588413,0,0,United States,Minnesota,null,4G
T-Mobile,LGE,LG-K428,ANDROID60,en,2017-05-29 00:52:13 UTC,-71,40.847873,-74.021947,3193,60146,United States,New Jersey,null,4G
T-Mobile,LGE,LG-H872,ANDROID70,en,2017-07-28 16:28:58 UTC,-50,34.0508507,-84.7006533,4604,4274,United States,Georgia,Acworth,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-14 13:40:30 UTC,null,42.3314004,-71.0949029,43546,102481,United States,Massachusetts,Boston,4G
T-Mobile,LGE,LG-D959,ANDROID44,en,2017-07-26 01:24:18 UTC,null,36.6134232,-118.0661248,76,0,United States,California,null,4G
T-Mobile,Sony,F8331,ANDROID70,en,2017-07-21 16:48:23 UTC,-70,40.6756418,-73.9640513,24087,38383,United States,New York,New York,4G
T-Mobile,LGE,LG-K550,ANDROID70,en,2017-07-22 18:32:59 UTC,null,39.101135,-95.6553156,1094374,25462846,United States,Kansas,Topeka,4G
T-Mobile,OnePlus,ONEPLUS A5000,ANDROID71,en,2017-07-30 03:05:55 UTC,-74,34.03905116,-118.558179,278563,3354891,United States,California,Los Angeles,4G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-25 11:05:59 UTC,-62,45.0652844,-93.821104,0,0,United States,Minnesota,null,4G
T-Mobile,LGE,LG-H811,ANDROID60,en,2017-07-10 02:43:44 UTC,-59,42.7617034,-84.4981098,109803,293801,United States,Michigan,East Lansing,4G
T-Mobile,LGE,LG-TP260,ANDROID70,en,2017-07-22 13:02:10 UTC,-64,39.335969,-84.5265707,0,0,United States,Ohio,Fairfield,4G
T-Mobile,samsung,SM-G386W,ANDROID44,zh,2017-05-19 19:56:56 UTC,-59,40.61130197,-73.99521776,7058,13895,United States,New York,New York,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-08 14:43:39 UTC,-74,39.9462967,-75.095117,1118,1205,United States,New Jersey,Camden,4G
T-Mobile,samsung,SM-N9006,ANDROID44,en,2017-06-29 04:18:21 UTC,-83,35.96442218,-83.99310025,580,551,United States,Tennessee,Knoxville,3G
T-Mobile,LGE,LG-K330,ANDROID51,en,2017-07-15 22:15:56 UTC,null,36.0756781,-115.2414117,3662,0,United States,Nevada,Spring Valley,3G
T-Mobile,LGE,LG-TP450,ANDROID70,en,2017-07-29 02:34:10 UTC,-56,45.0510966,-93.3617429,1026,333,United States,Minnesota,Crystal,4G
T-Mobile,HTC,HTC One,ANDROID50,en,2017-07-21 02:38:44 UTC,null,47.6800569,-122.3660822,30164,64091,United States,Washington,Seattle,4G
T-Mobile,samsung,SM-G935F,ANDROID60,en,2017-07-22 16:07:36 UTC,null,31.7091184,-106.2927989,12640,19114,United States,Texas,El Paso,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-24 19:15:50 UTC,-97,35.8701965,-106.1886134,1006,636,United States,New Mexico,null,3G
T-Mobile,samsung,GT-N5100,ANDROID44,en,2017-05-28 11:57:28 UTC,null,30.4186137,-97.8431066,11093,10863,United States,Texas,Austin,3G
T-Mobile,samsung,SM-J700T,ANDROID60,en,2017-07-11 11:46:53 UTC,null,34.290248,-118.4498186,38597,165139,United States,California,San Fernando,4G
T-Mobile,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-07-13 19:14:17 UTC,-72,38.9016002,-77.078862,9067,66970,United States,Virginia,Arlington,4G
T-Mobile,LGE,LG-K550,ANDROID70,en,2017-07-15 22:28:15 UTC,null,40.9010528,-81.2552708,980,980,United States,Ohio,null,4G
T-Mobile,BullittGroupLimited,S60,ANDROID60,en,2017-07-28 01:17:19 UTC,-83,34.6788787,-118.1206915,0,0,United States,California,Lancaster,4G
T-Mobile,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-07-27 21:35:59 UTC,-97,30.3737059,-89.1261098,2366,7844,United States,Mississippi,Gulfport,3G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-22 04:10:45 UTC,null,28.7867939,-81.2357925,10865,39144,United States,Florida,null,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-21 22:04:55 UTC,-63,37.9621604,-122.0622836,2270,21503,United States,California,Pleasant Hill,4G
T-Mobile,LGE,LG-D851,ANDROID60,en,2017-07-26 20:44:24 UTC,-51,41.9412507,-87.8888303,0,0,United States,Illinois,null,4G
T-Mobile,motorola,XT1635-02,ANDROID70,en,2017-07-20 04:43:34 UTC,-56,37.6911209,-97.3342246,3159,4420,United States,Kansas,Wichita,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-16 05:55:38 UTC,-88,37.7008302,-97.2468179,0,0,United States,Kansas,Wichita,4G
T-Mobile,LGE,LG-H918,ANDROID70,en,2017-07-29 18:22:10 UTC,-61,35.21073,-111.617246,60572,60809,United States,Arizona,null,4G
T-Mobile,HTC,HTC 10,ANDROID70,en,2017-07-14 23:11:34 UTC,null,38.9144633,-104.7060575,2165,5565,United States,Colorado,Colorado Springs,4G
T-Mobile,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-05-30 02:24:48 UTC,null,30.36241,-97.7152045,7315,24223,United States,Texas,Austin,4G
T-Mobile,samsung,SM-G930S,ANDROID70,ko,2017-07-25 01:57:31 UTC,null,43.1700931,-71.5342125,3499,3647,United States,New Hampshire,null,4G
T-Mobile,motorola,XT1064,ANDROID60,en,2017-07-17 17:47:43 UTC,null,42.1205669,-87.7825242,4856,2626,United States,Illinois,Northbrook,3G
T-Mobile,blackberry,STV100-1,ANDROID60,en,2017-07-24 17:49:57 UTC,null,40.7476523,-73.9969715,7180,6249,United States,New York,New York,4G
T-Mobile,TCT,ALCATEL ONETOUCH P310A,ANDROID42,en,2017-05-25 17:44:08 UTC,null,37.426375,-77.50282,0,0,United States,Virginia,null,3G
T-Mobile,samsung,SGH-T889,ANDROID43,en,2017-05-30 10:59:04 UTC,null,27.4641317,-82.5128777,0,0,United States,Florida,null,3G
T-Mobile,samsung,SM-G925T,ANDROID60,ar,2017-05-31 19:02:46 UTC,-113,42.4612212,-83.1424101,11581,23424,United States,Michigan,Ferndale,4G
T-Mobile,OnePlus,ONEPLUS A3000,ANDROID71,en,2017-07-24 11:05:52 UTC,null,41.98352626,-87.87366537,35251,77473,United States,Illinois,null,3G
T-Mobile,LGE,LG-M210,ANDROID70,en,2017-07-19 12:56:55 UTC,-84,41.6242364,-81.3594377,0,0,United States,Ohio,null,4G
T-Mobile,samsung,SM-G925T,ANDROID60,en,2017-05-21 21:08:07 UTC,-113,25.777939,-80.1865475,166824,346469,United States,Florida,Miami,4G
T-Mobile,LGE,LG-D851,ANDROID44,en,2017-07-13 10:24:54 UTC,-71,29.86012101,-95.00219106,8308,14029,United States,Texas,null,4G
T-Mobile,LGE,Nexus 5,ANDROID60,en,2017-07-13 12:12:58 UTC,-81,33.3172772,-111.7380253,1640,1781,United States,Arizona,Gilbert,4G
T-Mobile,LGE,LG-H830,ANDROID70,en,2017-07-18 03:20:10 UTC,null,42.2171009,-70.9979637,1901,1792,United States,Massachusetts,Braintree,4G
