rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1 bil 5.50% sukuk trust cert nts due 04/08/2044,,,,,true,AA-,2014-07-16,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY272128574,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1 bil 5.50% sukuk trust cert nts due 04/08/2044,,,,,true,AA-,2014-12-11,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY272128574,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1 bil 5.50% sukuk trust cert nts due 04/08/2044,,,,,true,AA-,2015-02-11,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY272128574,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1 bil 5.50% sukuk trust cert nts due 04/08/2044,,,,,true,AA-,2015-07-28,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY272128574,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1 bil 5.50% sukuk trust cert nts due 04/08/2044,,,,,true,A+,2015-11-04,DG,Foreign Currency LT,Senior Unsecured,,,,,YY283604069,NRSRO,YYY272128574,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1 bil 5.50% sukuk trust cert nts due 04/08/2044,,,,,true,A-,2016-02-22,DG,Foreign Currency LT,Senior Unsecured,,,,,YY283604069,NRSRO,YYY272128574,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1 bil 5.50% sukuk trust cert nts due 04/08/2044,,,,,true,A-,2016-06-30,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY272128574,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1.5 bil 4.00% sukuk trust certs due 04/08/2024,,,,,true,AA-,2014-03-24,NW,Foreign Currency LT,Senior Unsecured,,,,,YY283604069,NRSRO,YYY316874892,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1.5 bil 4.00% sukuk trust certs due 04/08/2024,,,,,true,AA-,2014-07-16,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY316874892,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1.5 bil 4.00% sukuk trust certs due 04/08/2024,,,,,true,AA-,2014-12-11,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY316874892,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1.5 bil 4.00% sukuk trust certs due 04/08/2024,,,,,true,AA-,2015-02-11,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY316874892,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1.5 bil 4.00% sukuk trust certs due 04/08/2024,,,,,true,AA-,2015-07-28,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY316874892,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1.5 bil 4.00% sukuk trust certs due 04/08/2024,,,,,true,A+,2015-11-04,DG,Foreign Currency LT,Senior Unsecured,,,,,YY283604069,NRSRO,YYY316874892,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1.5 bil 4.00% sukuk trust certs due 04/08/2024,,,,,true,A-,2016-02-22,DG,Foreign Currency LT,Senior Unsecured,,,,,YY283604069,NRSRO,YYY316874892,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Saudi Electricity Global SUKUK Co. 3,,Instrument,US$1.5 bil 4.00% sukuk trust certs due 04/08/2024,,,,,true,A-,2016-06-30,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283604069,NRSRO,YYY316874892,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$734 mil  1st lien term bank ln due 04/14/2021,,,,,true,B+,2014-03-20,NW,Local Currency LT,Senior Secured,,,,,,,YYY265323990,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$734 mil  1st lien term bank ln due 04/14/2021,,,,,true,B,2014-08-13,DG,Local Currency LT,Senior Secured,,,,,,,YYY265323990,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$734 mil  1st lien term bank ln due 04/14/2021,,,,,true,B,2015-03-17,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323990,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$734 mil  1st lien term bank ln due 04/14/2021,,,,,true,B,2015-03-31,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323990,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$734 mil  1st lien term bank ln due 04/14/2021,,,,,true,B,2015-08-11,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323990,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$734 mil  1st lien term bank ln due 04/14/2021,,,,,true,B,2016-03-21,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323990,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$734 mil  1st lien term bank ln due 04/14/2021,,,,,true,B-,2016-09-19,DG,Local Currency LT,Senior Secured,,,,,,,YYY265323990,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$195 mil  2nd lien term bank ln due 2022,,,,,true,CCC+,2014-03-20,NW,Local Currency LT,Senior Secured,,,,,,,YYY265323991,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$195 mil  2nd lien term bank ln due 2022,,,,,true,CCC+,2014-08-13,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323991,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$195 mil  2nd lien term bank ln due 2022,,,,,true,CCC+,2015-03-17,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323991,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$195 mil  2nd lien term bank ln due 2022,,,,,true,CCC+,2015-03-31,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323991,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$195 mil  2nd lien term bank ln due 2022,,,,,true,CCC+,2015-08-11,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323991,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$195 mil  2nd lien term bank ln due 2022,,,,,true,CCC+,2016-03-21,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323991,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$195 mil  2nd lien term bank ln due 2022,,,,,true,CCC,2016-09-19,DG,Local Currency LT,Senior Secured,,,,,,,YYY265323991,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$75 mil  revolving cred fac bank ln due 04/12/2019,,,,,true,B+,2014-03-20,NW,Local Currency LT,Senior Secured,,,,,,,YYY265323992,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$75 mil  revolving cred fac bank ln due 04/12/2019,,,,,true,B,2014-08-13,DG,Local Currency LT,Senior Secured,,,,,,,YYY265323992,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$75 mil  revolving cred fac bank ln due 04/12/2019,,,,,true,B,2015-03-17,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323992,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$75 mil  revolving cred fac bank ln due 04/12/2019,,,,,true,B,2015-03-31,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323992,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$75 mil  revolving cred fac bank ln due 04/12/2019,,,,,true,B,2015-08-11,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323992,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$75 mil  revolving cred fac bank ln due 04/12/2019,,,,,true,B,2016-03-21,,Local Currency LT,Senior Secured,,Affirmation,,,,,YYY265323992,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Aricent Technologies,549300KB3IBVGND0HG45,Instrument,US$75 mil  revolving cred fac bank ln due 04/12/2019,,,,,true,B-,2016-09-19,DG,Local Currency LT,Senior Secured,,,,,,,YYY265323992,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2014-03-20,NW,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2014-08-13,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2015-03-17,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2015-03-31,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2015-08-11,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2016-03-21,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B-,2016-09-19,DG,Foreign Currency LT,Issuer Credit Rating,,,,Negative,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2014-03-20,NW,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2014-08-13,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2015-03-17,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2015-03-31,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2015-08-11,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B,2016-03-21,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,,,549300KB3IBVGND0HG45,,,,,,,true,B-,2016-09-19,DG,Local Currency LT,Issuer Credit Rating,,,,Negative,,,,,,,,,Corporate,,Aricent Technologies
Standard & Poor's Ratings Services,2017-11-01,Corporate,EnQuest PLC,2138008LJU6WFQWOXJ73,Instrument,US$650 mil 7.00% callable nts due 04/15/2022,,,,,true,B,2014-12-22,,Foreign Currency LT,Senior Unsecured,,Affirmation,WatchNeg,,,,YYY272584927,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,EnQuest PLC,2138008LJU6WFQWOXJ73,Instrument,US$650 mil 7.00% callable nts due 04/15/2022,,,,,true,B,2015-03-26,,Foreign Currency LT,Senior Unsecured,,Affirmation,NM,,,,YYY272584927,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,EnQuest PLC,2138008LJU6WFQWOXJ73,Instrument,US$650 mil 7.00% callable nts due 04/15/2022,,,,,true,B,2014-12-22,,Foreign Currency LT,Senior Unsecured,,Affirmation,WatchNeg,,,,YYY899811353,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,EnQuest PLC,2138008LJU6WFQWOXJ73,Instrument,US$650 mil 7.00% callable nts due 04/15/2022,,,,,true,B,2015-03-26,,Foreign Currency LT,Senior Unsecured,,Affirmation,NM,,,,YYY899811353,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B+,2014-03-26,NW,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B+,2014-12-22,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,WatchNeg,,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B+,2015-03-26,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B,2015-10-05,DG,Foreign Currency LT,Issuer Credit Rating,,,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B-,2016-02-11,DG,Foreign Currency LT,Issuer Credit Rating,,,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B-,2016-03-24,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,SD,2016-10-18,DG,Foreign Currency LT,Issuer Credit Rating,,,,NM,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B-,2016-11-30,UP,Foreign Currency LT,Issuer Credit Rating,,,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B+,2014-03-26,NW,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B+,2014-12-22,,Local Currency LT,Issuer Credit Rating,,Affirmation,WatchNeg,,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B+,2015-03-26,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B,2015-10-05,DG,Local Currency LT,Issuer Credit Rating,,,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B-,2016-02-11,DG,Local Currency LT,Issuer Credit Rating,,,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B-,2016-03-24,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,SD,2016-10-18,DG,Local Currency LT,Issuer Credit Rating,,,,NM,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,,,2138008LJU6WFQWOXJ73,,,,,,,true,B-,2016-11-30,UP,Local Currency LT,Issuer Credit Rating,,,,Negative,,,,,,,,,Corporate,,EnQuest PLC
Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Resources America Inc.,549300SMXPFO4S25OB75,Instrument,US$220 mil 8.75% nts due 04/15/2019,,,,,true,CCC+,2016-02-09,,Local Currency LT,Senior Unsecured,,Affirmation,WatchNeg,,,,YYY267130374,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Resources America Inc.,549300SMXPFO4S25OB75,Instrument,US$220 mil 8.75% nts due 04/15/2019,,,,,true,CCC+,2016-02-19,,Local Currency LT,Senior Unsecured,,Affirmation,WatchNeg,,,,YYY267130374,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Lonestar Resources America Inc.,549300SMXPFO4S25OB75,Instrument,US$220 mil 8.75% nts due 04/15/2019,,,,,true,CCC+,2016-03-04,,Local Currency LT,Senior Unsecured,,Affirmation,NM,,,,YYY267130374,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2014-03-24,NW,Foreign Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2014-12-30,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2015-02-11,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2016-02-09,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2016-02-19,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2016-07-15,,Foreign Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,NR,2016-07-15,WO,Foreign Currency LT,Issuer Credit Rating,,,,NR,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2014-03-24,NW,Local Currency LT,Issuer Credit Rating,,,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2014-12-30,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2015-02-11,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2016-02-09,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2016-02-19,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,B-,2016-07-15,,Local Currency LT,Issuer Credit Rating,,Affirmation,,Stable,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,,,549300SMXPFO4S25OB75,,,,,,,true,NR,2016-07-15,WO,Local Currency LT,Issuer Credit Rating,,,,NR,,,,,,,,,Corporate,,Lonestar Resources America Inc.
Standard & Poor's Ratings Services,2017-11-01,Corporate,Alpha Star Holding Ltd.,,Instrument,US$650 mil var/fixed rate sukuk trust cert nts due 04/09/2019,,,,,true,BB,2014-04-28,NW,Foreign Currency LT,Senior Unsecured,,,,,YY283753818,NRSRO,YYY265775535,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Alpha Star Holding Ltd.,,Instrument,US$650 mil var/fixed rate sukuk trust cert nts due 04/09/2019,,,,,true,BB,2014-09-08,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283753818,NRSRO,YYY265775535,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Alpha Star Holding Ltd.,,Instrument,US$650 mil var/fixed rate sukuk trust cert nts due 04/09/2019,,,,,true,BB,2015-04-07,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283753818,NRSRO,YYY265775535,NRSRO,,,,,,,
Standard & Poor's Ratings Services,2017-11-01,Corporate,Alpha Star Holding Ltd.,,Instrument,US$650 mil var/fixed rate sukuk trust cert nts due 04/09/2019,,,,,true,BB,2015-09-03,,Foreign Currency LT,Senior Unsecured,,Affirmation,,,YY283753818,NRSRO,YYY265775535,NRSRO,,,,,,,
