,rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
10,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR GLOBAL NOTES,075887AU3,5.0,2019-05-15,500.0,True,Baa2,2015-03-17,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
11,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR GLOBAL NOTES,075887AU3,5.0,2019-05-15,500.0,True,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
12,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR GLOBAL NOTES,075887AV1,6.0,2039-05-15,250.0,False,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
13,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR GLOBAL NOTES,075887AV1,6.0,2039-05-15,250.0,True,Baa2,2015-03-17,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
14,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR GLOBAL NOTES,075887AV1,6.0,2039-05-15,250.0,True,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
15,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887AW9,3.25,2020-11-12,700.0,True,Baa2,2015-03-17,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
16,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887AW9,3.25,2020-11-12,700.0,False,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
17,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887AW9,3.25,2020-11-12,700.0,True,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
18,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887AX7,5.0,2040-11-12,300.0,False,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
19,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887AX7,5.0,2040-11-12,300.0,True,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
20,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887AX7,5.0,2040-11-12,300.0,True,Baa2,2015-03-17,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
21,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BB4,1.75,2016-11-08,500.0,True,Baa2,2015-03-17,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
22,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BB4,1.75,2016-11-08,500.0,True,WR,2016-11-08,WE,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
23,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BB4,1.75,2016-11-08,500.0,False,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
24,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BB4,1.75,2016-11-08,500.0,True,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
25,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BA6,3.125,2021-11-08,1000.0,False,A2,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
26,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BA6,3.125,2021-11-08,1000.0,True,A3,2012-10-03,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
27,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BA6,3.125,2021-11-08,1000.0,True,Baa2,2015-03-17,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
28,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BD0,1.8,2017-12-15,1250.0,True,(P)Baa2,2014-12-04,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
29,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BD0,1.8,2017-12-15,1250.0,True,Baa2,2015-03-17,,Instrument,,Senior Unsecured,Changed to definitive from prospective,,,,,,,,,,,,,
30,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BE8,2.675,2019-12-15,1250.0,True,Baa2,2015-03-17,,Instrument,,Senior Unsecured,Changed to definitive from prospective,,,,,,,,,,,,,
31,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BE8,2.675,2019-12-15,1250.0,True,(P)Baa2,2014-12-04,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
32,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BF5,3.734,2024-12-15,1750.0,True,Baa2,2015-03-17,,Instrument,,Senior Unsecured,Changed to definitive from prospective,,,,,,,,,,,,,
33,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BF5,3.734,2024-12-15,1750.0,True,(P)Baa2,2014-12-04,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
34,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BG3,4.685,2044-12-15,1200.0,True,(P)Baa2,2014-12-04,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
35,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,SR NOTES,075887BG3,4.685,2044-12-15,1200.0,True,Baa2,2015-03-17,,Instrument,,Senior Unsecured,Changed to definitive from prospective,,,,,,,,,,,,,
36,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,NOTES,075887BH1,1.45,2017-05-15,300.0,True,Baa2,2015-05-05,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
37,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,NOTES,075887BJ7,6.375,2019-08-01,700.0,True,Baa2,2015-05-05,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
38,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,NOTES,075887BK4,3.3,2023-03-01,300.0,True,Baa2,2015-05-05,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
39,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,NOTES,075887BL2,3.875,2024-05-15,400.0,True,Baa2,2015-05-05,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
40,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,NOTES,075887BM0,4.875,2044-05-15,300.0,True,Baa2,2015-05-05,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
41,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,EURONOTES,075887BP3,1.9,2026-12-15,500.0,True,Baa2,2016-12-01,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
42,Moody's Investors Service,2017-12-15,Corporate,"Becton, Dickinson and Company",ICE2EP6D98PQUILVRZ91,Instrument,EURONOTES,075887BN8,1.0,2022-12-15,500.0,True,Baa2,2016-12-01,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
43,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,LT Corporate Family Ratings,,,,,False,Ba3,2012-06-15,HS,Organization,,LT Corporate Family Ratings,,,,,,100135.0,NRSRO,,,,,,,
44,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,LT Corporate Family Ratings,,,,,True,B1,2015-09-22,DG,Organization,,LT Corporate Family Ratings,,,,,,100135.0,NRSRO,,,,,,,
45,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,LT Corporate Family Ratings,,,,,False,B1,2015-09-22,DG,Organization,,LT Corporate Family Ratings,,,,,,100135.0,NRSRO,,,,,,,
46,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,LT Corporate Family Ratings,,,,,True,WR,2015-12-15,WO,Organization,,LT Corporate Family Ratings,,,,,,100135.0,NRSRO,,,,,,,
47,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,LT Corporate Family Ratings,,,,,False,WR,2015-12-15,WO,Organization,,LT Corporate Family Ratings,,,,,,100135.0,NRSRO,,,,,,,
48,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,LT Corporate Family Ratings,,,,,True,Ba2,2012-08-21,UP,Organization,,LT Corporate Family Ratings,,,,,,100135.0,NRSRO,,,,,,,
49,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,LT Corporate Family Ratings,,,,,False,Ba2,2012-08-21,UP,Organization,,LT Corporate Family Ratings,,,,,,100135.0,NRSRO,,,,,,,
50,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,Probability of Default,,,,,False,Ba3-PD,2012-06-15,HS,Organization,,Probability of Default,,,,,,100135.0,NRSRO,,,,,,,
51,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,Probability of Default,,,,,False,B1-PD,2015-09-22,DG,Organization,,Probability of Default,,,,,,100135.0,NRSRO,,,,,,,
52,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,Probability of Default,,,,,True,B1-PD,2015-09-22,DG,Organization,,Probability of Default,,,,,,100135.0,NRSRO,,,,,,,
53,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,Probability of Default,,,,,False,Ba2-PD,2012-08-21,UP,Organization,,Probability of Default,,,,,,100135.0,NRSRO,,,,,,,
54,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,Probability of Default,,,,,True,Ba2-PD,2012-08-21,UP,Organization,,Probability of Default,,,,,,100135.0,NRSRO,,,,,,,
55,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,Probability of Default,,,,,False,WR,2015-12-15,WO,Organization,,Probability of Default,,,,,,100135.0,NRSRO,,,,,,,
56,Moody's Investors Service,2017-12-15,Corporate,Tereos,9695006DTI17C4AP5761,Other,Probability of Default,,,,,True,WR,2015-12-15,WO,Organization,,Probability of Default,,,,,,100135.0,NRSRO,,,,,,,
57,Moody's Investors Service,2017-12-15,Corporate,Verizon Communications Inc.,2S72QS2UO2OESLG6Y829,Instrument,GLOBAL NOTES,,4.073,2024-06-18,694.8,True,Baa1,2014-06-18,NW,Instrument,,Senior Unsecured,,,,,,824005627.0,NRSRO,,,,,,,
58,Moody's Investors Service,2017-12-15,Corporate,Verizon Communications Inc.,2S72QS2UO2OESLG6Y829,Instrument,EURONOTES,,0.5,2022-06-02,1000.0,True,Baa1,2016-10-26,NW,Instrument,,Senior Unsecured,,,,,,825306249.0,NRSRO,,,,,,,
59,Moody's Investors Service,2017-12-15,Corporate,Verizon Communications Inc.,2S72QS2UO2OESLG6Y829,Instrument,EURONOTES,,0.875,2025-04-02,1000.0,True,Baa1,2016-10-26,NW,Instrument,,Senior Unsecured,,,,,,825306258.0,NRSRO,,,,,,,
60,Moody's Investors Service,2017-12-15,Corporate,Verizon Communications Inc.,2S72QS2UO2OESLG6Y829,Instrument,EURONOTES,,1.375,2028-11-02,1250.0,True,Baa1,2016-10-26,NW,Instrument,,Senior Unsecured,,,,,,825306259.0,NRSRO,,,,,,,
61,Moody's Investors Service,2017-12-15,Corporate,Verizon Communications Inc.,2S72QS2UO2OESLG6Y829,Instrument,EURONOTES,,3.125,2035-11-02,450.0,True,Baa1,2016-10-26,NW,Instrument,,Senior Unsecured,,,,,,825306286.0,NRSRO,,,,,,,
62,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL BONDS,92344GAM8,7.75,2030-12-01,2000.0,False,A3,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
63,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL BONDS,92344GAM8,7.75,2030-12-01,2000.0,True,Baa1,2013-09-02,DG,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
64,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL NOTES,92344GAS5,7.75,2032-06-15,400.0,False,A3,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
65,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL NOTES,92344GAS5,7.75,2032-06-15,400.0,True,Baa1,2013-09-02,DG,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
66,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL NOTES,92344GAV8,4.375,2013-06-01,500.0,False,A3,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,,,,,892372.0,,,,,,
67,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL NOTES,92344GAV8,4.375,2013-06-01,500.0,True,WR,2013-06-01,WE,Instrument,,Backed Senior Unsecured,,,,,,,,892372.0,,,,,,
68,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL NOTES,92344GAW6,4.9,2015-09-15,500.0,False,A3,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
69,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL NOTES,92344GAW6,4.9,2015-09-15,500.0,True,WR,2014-11-24,WE,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
70,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL NOTES,92344GAW6,4.9,2015-09-15,500.0,True,Baa1,2013-09-02,DG,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
71,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL BONDS,92344GAX4,5.85,2035-09-15,1500.0,False,A3,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
72,Moody's Investors Service,2017-12-15,Corporate,Verizon Global Funding Corp.,,Instrument,GLOBAL BONDS,92344GAX4,5.85,2035-09-15,1500.0,True,Baa1,2013-09-02,DG,Instrument,,Senior Unsecured,,,,,,,,892372.0,,,,,,
73,Moody's Investors Service,2017-12-15,Corporate,Bell Canada,,Instrument,CANADIAN DEBENTURES,,9.25,2053-05-15,150.0,False,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,10086240.0,NRSRO,225090.0,,,,,,
74,Moody's Investors Service,2017-12-15,Corporate,Bell Canada,,Instrument,CANADIAN DEBENTURES,,10.0,2041-11-15,400.0,False,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,806622810.0,NRSRO,225090.0,,,,,,
75,Moody's Investors Service,2017-12-15,Corporate,Bell Canada,,Instrument,CANADIAN DEBENTURES,,10.75,2021-04-15,125.0,False,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,806622861.0,NRSRO,225090.0,,,,,,
76,Moody's Investors Service,2017-12-15,Corporate,BCE Inc.,5493001I9203PRB5KR45,Other,LT Issuer Rating,,,,,False,Baa2,2012-06-15,HS,Organization,,LT Issuer Rating,,,,,,100600.0,NRSRO,,,,,,,
77,Moody's Investors Service,2017-12-15,Corporate,BellSouth Corporation,,Instrument,RESET PUT SECURITIES (REPS),079860AA0,4.821000000000001,2017-04-26,1000.0,False,A2,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,,,,,732713.0,,,,,,
78,Moody's Investors Service,2017-12-15,Corporate,BellSouth Corporation,,Instrument,RESET PUT SECURITIES (REPS),079860AA0,4.821000000000001,2017-04-26,1000.0,True,A3,2013-01-29,DG,Instrument,,Backed Senior Unsecured,,,,,,,,732713.0,,,,,,
79,Moody's Investors Service,2017-12-15,Corporate,BellSouth Corporation,,Instrument,RESET PUT SECURITIES (REPS),079860AA0,4.821000000000001,2017-04-26,1000.0,True,Baa1,2015-02-02,DG,Instrument,,Backed Senior Unsecured,,,,,,,,732713.0,,,,,,
80,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,SR DEBENTURES,080555AE5,7.75,2027-06-01,200.0,True,Ba3,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,,,,,356080.0,,,,,,
81,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,SR DEBENTURES,080555AE5,7.75,2027-06-01,200.0,True,Ba1,2014-01-29,UP,Instrument,,Backed Senior Unsecured,,,,,,,,356080.0,,,,,,
82,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,DEBENTURES,080555AF2,7.25,2027-09-15,250.0,True,Ba1,2014-01-29,UP,Instrument,,Backed Senior Unsecured,,,,,,,,356080.0,,,,,,
83,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,DEBENTURES,080555AF2,7.25,2027-09-15,250.0,True,Ba3,2012-06-15,HS,Instrument,,Backed Senior Unsecured,,,,,,,,356080.0,,,,,,
84,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,NOTES,080555AH8,6.75,2013-05-30,250.0,True,Ba3,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,356080.0,,,,,,
85,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,NOTES,080555AH8,6.75,2013-05-30,250.0,True,WR,2012-11-30,WE,Instrument,,Senior Unsecured,,,,,,,,356080.0,,,,,,
86,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Shelf,SHELF,,,2012-09-21,600.0,True,WR,2012-09-21,WE,Program,,Senior Unsec. Shelf,,,,,,821802517.0,NRSRO,356080.0,,,,,,
87,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Shelf,SHELF,,,2012-09-21,600.0,True,(P)Ba3,2012-06-15,HS,Program,,Senior Unsec. Shelf,,,,,,821802517.0,NRSRO,356080.0,,,,,,
88,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,GTD SR NOTES,080555AJ4,8.0,2016-11-15,275.0,True,WR,2014-01-23,WE,Instrument,,Senior Unsecured,,,,,,,,356080.0,,,,,,
89,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Instrument,GTD SR NOTES,080555AJ4,8.0,2016-11-15,275.0,False,Ba1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,356080.0,,,,,,
90,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Shelf,SHELF,,,2012-09-21,600.0,True,WR,2012-09-21,WE,Program,,Senior Unsec. Shelf,,,,,,821856504.0,NRSRO,356080.0,,,,,,
91,Moody's Investors Service,2017-12-15,Corporate,Belo Corp.,,Shelf,SHELF,,,2012-09-21,600.0,True,(P)Ba1,2012-06-15,HS,Program,,Senior Unsec. Shelf,,,,,,821856504.0,NRSRO,356080.0,,,,,,
92,Moody's Investors Service,2017-12-15,Corporate,"Bemis Company, Inc.",PTVU09TE3QPJPL7K4E13,Instrument,NOTES,081437AG0,5.65,2014-08-01,400.0,True,Baa2,2012-09-20,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
93,Moody's Investors Service,2017-12-15,Corporate,"Bemis Company, Inc.",PTVU09TE3QPJPL7K4E13,Instrument,NOTES,081437AG0,5.65,2014-08-01,400.0,True,WR,2014-08-01,WE,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
94,Moody's Investors Service,2017-12-15,Corporate,"Bemis Company, Inc.",PTVU09TE3QPJPL7K4E13,Instrument,NOTES,081437AG0,5.65,2014-08-01,400.0,False,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
95,Moody's Investors Service,2017-12-15,Corporate,"Bemis Company, Inc.",PTVU09TE3QPJPL7K4E13,Instrument,NOTES,081437AF2,6.8,2019-08-01,400.0,False,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
96,Moody's Investors Service,2017-12-15,Corporate,"Bemis Company, Inc.",PTVU09TE3QPJPL7K4E13,Instrument,NOTES,081437AF2,6.8,2019-08-01,400.0,True,Baa2,2012-09-20,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
97,Moody's Investors Service,2017-12-15,Corporate,"Bemis Company, Inc.",PTVU09TE3QPJPL7K4E13,Instrument,NOTES,081437AH8,4.5,2021-10-15,400.0,False,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
98,Moody's Investors Service,2017-12-15,Corporate,"Bemis Company, Inc.",PTVU09TE3QPJPL7K4E13,Instrument,NOTES,081437AH8,4.5,2021-10-15,400.0,True,Baa2,2012-09-20,DG,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
99,Moody's Investors Service,2017-12-15,Corporate,"Bemis Company, Inc.",PTVU09TE3QPJPL7K4E13,Instrument,SR NOTES,081437AJ4,3.1,2026-09-15,300.0,True,Baa2,2016-09-08,NW,Instrument,,Senior Unsecured,,,,,,,,,,,,,,
100,Moody's Investors Service,2017-12-15,Corporate,Northern Pacific Railway Company,,Instrument,GEN LIEN,665585JP1,3.0,2047-01-01,60.0,False,A1,2012-06-15,HS,Instrument,,Backed Senior Secured,,,,10003549.0,NRSRO,,,,,,,,,
101,Moody's Investors Service,2017-12-15,Corporate,Cable & Wireless Limited,213800TYR4O65QAW2H36,Program,COMMERCIAL PAPER,,,,,False,NP,2012-06-15,HS,Program,,Commercial Paper,,,,,,10037614.0,NRSRO,,,,,,,
102,Moody's Investors Service,2017-12-15,Corporate,Norfolk Southern Railway Company,,Instrument,DEBENTURES,655855FA7,9.75,2020-06-15,313.74,True,A3,2016-12-06,UP,Instrument,,Senior Unsecured,,,,,,,,92275.0,,,,,,
103,Moody's Investors Service,2017-12-15,Corporate,Norfolk Southern Railway Company,,Instrument,DEBENTURES,655855FA7,9.75,2020-06-15,313.74,False,Baa1,2012-06-15,HS,Instrument,,Senior Unsecured,,,,,,,,92275.0,,,,,,
