rating_agency_name,file_creating_date,sec_category,issuer_name,legal_entity_identifier,object_type_rated,instrument_name,CUSIP_number,coupon_date,maturity_date,par_value,issued_paid,rating,rating_action_date,rating_action_class,rating_type,rating_sub_type,rating_type_term,other_announcement_type,watch_status,rating_outlook,issuer_identifier,issuer_identifier_schema,instrument_identifier,instrument_identifier_schema,central_index_key,obligor_identifier,obligor_identifier_schema,obligor_identifier_other,obligor_sec_category,obligor_industry_group,obligor_name
Fitch Ratings,2019-01-01,Corporate,"""Grupo Aeroportuario de la Ciudad de Mexico, S.A. de C.V.""",,Instrument,"""Grupo Aeroportuario de la Ciudad de Mexico, S.A. de C.V. USD 1 bln 3.875% bond/note 30-APR-2028""",,,,,TRUE,BBB+,2017-09-29,NW,Long Term Rating,,,,,,96287944,NRSRO,USP6629MAC66,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Grupo Aeroportuario de la Ciudad de Mexico, S.A. de C.V.""",,Instrument,"""Grupo Aeroportuario de la Ciudad de Mexico, S.A. de C.V. USD 3 bln 5.5% bond/note 31-Jul-2047""",,,,,TRUE,BBB+,2017-09-29,NW,Long Term Rating,,,,,,96287944,NRSRO,USP6629MAD40,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,213800YOEO5OQ72G2R82,,,,,,,FALSE,A-,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Rio Tinto Plc"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,213800YOEO5OQ72G2R82,,,,,,,FALSE,F2,2012-06-15,HS,Short Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Rio Tinto Plc"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BB+,2017-05-15,NW,Long Term Issuer Default Rating,,,,,,,,,,1101891,,,,Corporate,,"""Tenneco Automotive Operating Company, Inc."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Hutchison Whampoa International (10) Limited""",,Instrument,"""Hutchison Whampoa International (10) Limited USD 2 bln Callable Variable Rate Perpetual Notes ser 144A (Guarantee: CK Hutchison Holdings Limited)""",44841YAA4,,,,TRUE,BBB,2012-06-15,HS,Long Term Rating,,,,,,96176716,NRSRO,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Hutchison Whampoa International (10) Limited""",,Instrument,"""Hutchison Whampoa International (10) Limited USD 2 bln Callable Variable Rate Perpetual Notes ser 144A (Guarantee: CK Hutchison Holdings Limited)""",44841YAA4,,,,TRUE,WD,2017-07-09,WE,Long Term Rating,,,,,,96176716,NRSRO,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Hutchison Whampoa International (10) Limited""",,Instrument,"""Hutchison Whampoa International (10) Limited USD 2 bln Callable Variable Rate Perpetual Notes ser RegS (Guarantee: CK Hutchison Holdings Limited)""",G4672JAA8,,,,TRUE,BBB,2012-06-15,HS,Long Term Rating,,,,,,96176716,NRSRO,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Hutchison Whampoa International (10) Limited""",,Instrument,"""Hutchison Whampoa International (10) Limited USD 2 bln Callable Variable Rate Perpetual Notes ser RegS (Guarantee: CK Hutchison Holdings Limited)""",G4672JAA8,,,,TRUE,WD,2017-07-09,WE,Long Term Rating,,,,,,96176716,NRSRO,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Corning Inc.""",,Instrument,"""Corning Inc. senior unsecured commercial paper""",,,,,TRUE,F2,2014-05-14,NW,Short Term Rating,,,,,,80097196,NRSRO,94220694,NRSRO,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Corning Inc.""",,Instrument,"""Corning Inc. senior unsecured commercial paper""",,,,,TRUE,WD,2017-06-07,WO,Short Term Rating,,,,,,80097196,NRSRO,94220694,NRSRO,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BBB,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,1042701,,,,Corporate,,"""Grupo Mexico, S.A.B. de C.V."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BBB+,2012-12-03,UP,Long Term Issuer Default Rating,,,,,,,,,,1042701,,,,Corporate,,"""Grupo Mexico, S.A.B. de C.V."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BBB,2012-06-15,HS,Local Currency Long Term Issuer Default Rating,,,,,,,,,,1042701,,,,Corporate,,"""Grupo Mexico, S.A.B. de C.V."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BBB+,2012-12-03,UP,Local Currency Long Term Issuer Default Rating,,,,,,,,,,1042701,,,,Corporate,,"""Grupo Mexico, S.A.B. de C.V."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BB-,2014-06-26,NW,Long Term Issuer Default Rating,,,,,,,,,,,94301090,NRSRO,,Corporate,,"""Radio e Televisao Bandeirantes Ltda."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,B,2016-12-07,DG,Long Term Issuer Default Rating,,,,,,,,,,,94301090,NRSRO,,Corporate,,"""Radio e Televisao Bandeirantes Ltda."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,CCC,2017-04-07,DG,Long Term Issuer Default Rating,,,,,,,,,,,94301090,NRSRO,,Corporate,,"""Radio e Televisao Bandeirantes Ltda."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BB-,2014-06-26,NW,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,94301090,NRSRO,,Corporate,,"""Radio e Televisao Bandeirantes Ltda."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,B,2016-12-07,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,94301090,NRSRO,,Corporate,,"""Radio e Televisao Bandeirantes Ltda."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,CCC,2017-04-07,DG,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,94301090,NRSRO,,Corporate,,"""Radio e Televisao Bandeirantes Ltda."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,21TPXMRRHFKOBHDC8J74,,,,,,,TRUE,BBB,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""CenterPoint Energy, Inc."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,21TPXMRRHFKOBHDC8J74,,,,,,,TRUE,F3,2012-06-15,HS,Short Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""CenterPoint Energy, Inc."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,21TPXMRRHFKOBHDC8J74,,,,,,,TRUE,F2,2013-03-18,UP,Short Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""CenterPoint Energy, Inc."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 8.5% Callable Notes 15 Jul 2015 ser RegS""",,,,,TRUE,BB,2012-06-15,HS,Long Term Rating,,,,,,89426662,NRSRO,DE000A1AY2A0,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 8.5% Callable Notes 15 Jul 2015 ser RegS""",,,,,FALSE,BBB,2013-07-15,UP,Long Term Rating,,,,,,89426662,NRSRO,DE000A1AY2A0,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 8.5% Callable Notes 15 Jul 2015 ser RegS""",,,,,TRUE,WD,2013-07-19,WE,Long Term Rating,,,,,,89426662,NRSRO,DE000A1AY2A0,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 8.5% Callable Notes 15 Jul 2015 ser 144A""",,,,,TRUE,BB,2012-06-15,HS,Long Term Rating,,,,,,89426662,NRSRO,DE000A1AY2B8,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 8.5% Callable Notes 15 Jul 2015 ser 144A""",,,,,FALSE,BBB,2013-07-15,UP,Long Term Rating,,,,,,89426662,NRSRO,DE000A1AY2B8,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 8.5% Callable Notes 15 Jul 2015 ser 144A""",,,,,FALSE,WD,2014-07-07,WE,Long Term Rating,,,,,,89426662,NRSRO,DE000A1AY2B8,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 6.5% Callable Notes 15 Jan 2016 ser RegS""",,,,,TRUE,BB,2012-06-15,HS,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P09,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 6.5% Callable Notes 15 Jan 2016 ser RegS""",,,,,FALSE,BBB,2013-07-15,UP,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P09,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 6.5% Callable Notes 15 Jan 2016 ser RegS""",,,,,TRUE,WD,2013-11-18,WE,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P09,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 6.5% Callable Notes 15 Jan 2016 ser 144A""",,,,,TRUE,BB,2012-06-15,HS,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P17,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 6.5% Callable Notes 15 Jan 2016 ser 144A""",,,,,FALSE,BBB,2013-07-15,UP,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P17,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 6.5% Callable Notes 15 Jan 2016 ser 144A""",,,,,TRUE,WD,2013-11-18,WE,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P17,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 7.125% Callable Notes 15 Oct 2018 ser 144A""",,,,,TRUE,BB,2012-06-15,HS,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P33,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 7.125% Callable Notes 15 Oct 2018 ser 144A""",,,,,FALSE,BBB,2013-07-15,UP,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P33,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 7.125% Callable Notes 15 Oct 2018 ser 144A""",,,,,TRUE,WD,2013-11-11,WE,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P33,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 7.125% Callable Notes 15 Oct 2018 ser RegS""",,,,,TRUE,BB,2012-06-15,HS,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P25,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 7.125% Callable Notes 15 Oct 2018 ser RegS""",,,,,FALSE,BBB,2013-07-15,UP,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P25,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 625 mln 7.125% Callable Notes 15 Oct 2018 ser RegS""",,,,,TRUE,WD,2013-11-11,WE,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A1P25,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 1 bln 7.5% Callable Notes 15 Sep 2017 ser RegS""",,,,,TRUE,BB,2012-06-15,HS,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A0U37,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 1 bln 7.5% Callable Notes 15 Sep 2017 ser RegS""",,,,,FALSE,BBB,2013-07-15,UP,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A0U37,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 1 bln 7.5% Callable Notes 15 Sep 2017 ser RegS""",,,,,TRUE,WD,2013-09-24,WE,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A0U37,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 1 bln 7.5% Callable Notes 15 Sep 2017 ser 144A""",,,,,TRUE,BB,2012-06-15,HS,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A0U45,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 1 bln 7.5% Callable Notes 15 Sep 2017 ser 144A""",,,,,FALSE,BBB,2013-07-15,UP,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A0U45,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 1 bln 7.5% Callable Notes 15 Sep 2017 ser 144A""",,,,,TRUE,WD,2013-09-27,WE,Long Term Rating,,,,,,89426662,NRSRO,DE000A1A0U45,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 2.5% Notes 20 Mar 2017""",,,,,FALSE,BBB,2013-09-27,NW,Long Term Rating,,,,,,89426662,NRSRO,XS0972719412,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 2.5% Notes 20 Mar 2017""",,,,,TRUE,BBB+,2016-10-24,UP,Long Term Rating,,,,,,89426662,NRSRO,XS0972719412,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Conti-Gummi Finance BV""",,Instrument,"""Conti-Gummi Finance BV EUR 750 mln 2.5% Notes 20 Mar 2017""",,,,,TRUE,NR,2017-03-20,WE,Long Term Rating,,,,,,89426662,NRSRO,XS0972719412,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Aramark""",,Instrument,"""Aramark senior unsecured bond/note""",,,,,FALSE,CCC,2012-06-15,HS,Long Term Rating,,,,,,90451478,NRSRO,USU03891AA31,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Aramark""",,Instrument,"""Aramark senior unsecured bond/note""",,,,,FALSE,WD,2013-01-28,WO,Long Term Rating,,,,,,90451478,NRSRO,USU03891AA31,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,ISRPG12PN4EIEOEMW547,,,,,,,TRUE,A,2012-06-15,HS,Long Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Honeywell International, Inc."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,ISRPG12PN4EIEOEMW547,,,,,,,TRUE,F1,2012-06-15,HS,Short Term Issuer Default Rating,,,,,,,,,,,,,,Corporate,,"""Honeywell International, Inc."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""JetBlue Airways Corporation""",,Instrument,"""JetBlue Airways Corporation USD 425 mln revolving credit facility 06-Apr-2021""",,,,,TRUE,BB,2014-02-20,NW,Long Term Rating,,,,,,82391900,NRSRO,93774690,NRSRO,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""JetBlue Airways Corporation""",,Instrument,"""JetBlue Airways Corporation USD 425 mln revolving credit facility 06-Apr-2021""",,,,,TRUE,BB+,2015-02-19,UP,Long Term Rating,,,,,,82391900,NRSRO,93774690,NRSRO,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Midea Group Co., Ltd.""",,Instrument,"""Midea Group Co., Ltd. USD Debts""",,,,,TRUE,A-,2015-11-18,NW,Long Term Rating,,,,,,96197530,NRSRO,96209524,NRSRO,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BBB,2015-04-27,NW,Long Term Issuer Default Rating,,,,,,,,,,,96155089,NRSRO,,Corporate,,"""Becle, S.A.B. de C.V."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BBB+,2017-04-05,UP,Long Term Issuer Default Rating,,,,,,,,,,,96155089,NRSRO,,Corporate,,"""Becle, S.A.B. de C.V."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BBB,2015-04-27,NW,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,96155089,NRSRO,,Corporate,,"""Becle, S.A.B. de C.V."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,,,,,,,,,,TRUE,BBB+,2017-04-05,UP,Local Currency Long Term Issuer Default Rating,,,,,,,,,,,96155089,NRSRO,,Corporate,,"""Becle, S.A.B. de C.V."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""SABIC Capital II B.V.""",,Instrument,"""SABIC Capital II B.V. USD 1 bln 2.625% USD Gtd Notes 3 Oct 2018""",,,,,TRUE,A+,2013-10-04,NW,Long Term Rating,,,,,,92962494,NRSRO,XS0971431613,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Rio Tinto Finance Plc""",,Instrument,"""Rio Tinto Finance Plc EUR 750 mln 2% Gtd Notes 11 May 2020""",,,,,FALSE,A-,2013-03-01,NW,Long Term Rating,,,,,,96160432,NRSRO,XS0863129135,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitch Ratings,2019-01-01,Corporate,"""Rio Tinto Finance Plc""",,Instrument,"""Rio Tinto Finance Plc EUR 500 mln 2.875% Gtd Notes 11 Dec 2024""",,,,,FALSE,A-,2014-06-18,NW,Long Term Rating,,,,,,96160432,NRSRO,XS0863127279,ISIN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
